instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,74,0.0,0.157,0.268,0.402,0.0,0.0,0.157,0.193,0.148,0.0,0.0,0.0,0.104,0.278,0.0,3.5,4.58,5.798,7.632,3.5,29.04.24 - 05:20
1,52,0.0,0.007,0.114,0.282,0.0,0.0,0.0,0.051,0.045,0.0,0.0,0.007,0.067,0.24,0.0,3.167,3.6,4.736,6.775,3.167,29.04.24 - 05:20
2,72,0.0,0.073,0.116,0.268,0.0,0.0,0.073,0.102,0.077,0.0,0.0,0.0,0.013,0.192,0.0,4.833,4.833,5.68,7.427,4.833,29.04.24 - 05:20
3,-1,0.167,0.167,0.21,0.349,0.167,0.167,0.167,0.191,0.15,0.167,0.0,0.0,0.033,0.21,0.0,3.667,3.667,4.498,6.583,3.667,29.04.24 - 05:20
4,52,0.0,0.007,0.133,0.293,0.0,0.0,0.0,0.033,0.032,0.0,0.0,0.007,0.1,0.262,0.0,4.0,4.433,5.438,7.332,4.0,29.04.24 - 05:20
5,78,0.02,0.173,0.291,0.408,0.0,0.0,0.08,0.138,0.103,0.0,0.02,0.093,0.156,0.307,0.0,3.68,4.717,5.571,7.315,3.167,29.04.24 - 05:20
6,35,0.0,0.0,0.032,0.234,0.0,0.0,0.0,0.002,0.005,0.0,0.0,0.0,0.031,0.232,0.0,3.667,3.667,4.158,6.548,3.667,29.04.24 - 05:20
7,37,0.0,0.0,0.027,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.202,0.0,3.833,3.833,4.54,6.577,3.833,29.04.24 - 05:20
8,36,0.0,0.0,0.04,0.223,0.0,0.0,0.0,0.007,0.005,0.0,0.0,0.0,0.033,0.218,0.0,3.5,3.5,4.184,6.282,3.5,29.04.24 - 05:20
9,-1,0.167,0.167,0.233,0.364,0.167,0.167,0.167,0.167,0.128,0.167,0.0,0.0,0.093,0.258,0.0,3.333,3.613,4.882,6.802,3.333,29.04.24 - 05:20
