instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,45,0.0,0.0,0.071,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.232,0.0,3.333,3.333,4.382,6.35,3.333,29.04.24 - 11:39
1,44,0.0,0.0,0.065,0.224,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.064,0.223,0.0,3.667,3.707,4.998,6.868,3.667,29.04.24 - 11:39
2,50,0.0,0.0,0.114,0.262,0.0,0.0,0.0,0.064,0.048,0.0,0.0,0.0,0.053,0.217,0.0,3.5,3.58,4.749,6.662,3.5,29.04.24 - 11:39
3,38,0.0,0.0,0.036,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.21,0.0,3.333,3.333,3.92,6.027,3.333,29.04.24 - 11:39
4,32,0.0,0.0,0.018,0.178,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.018,0.175,0.0,3.167,3.167,3.54,5.737,3.167,29.04.24 - 11:39
5,36,0.0,0.0,0.045,0.222,0.0,0.0,0.0,0.016,0.018,0.0,0.0,0.0,0.031,0.208,0.0,3.333,3.333,4.384,6.42,3.333,29.04.24 - 11:39
6,52,0.0,0.007,0.064,0.221,0.0,0.0,0.0,0.009,0.007,0.0,0.0,0.007,0.06,0.218,0.0,3.0,3.64,4.829,6.692,3.0,29.04.24 - 11:39
7,48,0.0,0.0,0.051,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.217,0.0,3.833,3.873,4.527,6.555,3.833,29.04.24 - 11:39
8,30,0.0,0.0,0.014,0.179,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.007,0.173,0.0,4.333,4.333,5.064,6.963,4.333,29.04.24 - 11:39
9,32,0.0,0.0,0.016,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.183,0.0,3.833,3.833,4.393,6.337,3.833,29.04.24 - 11:39
