instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,error_last,error_running-avg-0.5,false_positive_last,false_positive_running-avg-0.5,false_negative_last,false_negative_running-avg-0.5,active_somas_last,active_somas_running-avg-0.5,time_finished
892,0.11999999999999998,0.001,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:31
893,0.11999999999999998,0.001,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:32
894,0.11999999999999998,0.001,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:32
895,0.11999999999999998,0.001,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:32
896,0.11999999999999998,0.001,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:33
897,0.11999999999999998,0.001,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:33
898,0.11999999999999998,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:33
899,0.11999999999999998,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:33
900,0.11999999999999998,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:34
901,0.11999999999999998,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:34
902,0.11999999999999998,0.0015,0.004,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.9,18.04.24 - 16:34
903,0.11999999999999998,0.0015,0.006,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.9,18.04.24 - 16:35
904,0.11999999999999998,0.0015,0.008,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.833,18.04.24 - 16:35
905,0.11999999999999998,0.0015,0.01,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,4.833,4.833,18.04.24 - 16:35
906,0.11999999999999998,0.0015,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:35
907,0.11999999999999998,0.0015,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:36
908,0.11999999999999998,0.0015,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:36
909,0.11999999999999998,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:36
910,0.11999999999999998,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:37
911,0.11999999999999998,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:37
912,0.11999999999999998,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:37
913,0.11999999999999998,0.002,0.004,bss2-lambda,0.333,0.24,0.333,0.24,0.0,0.0,5.0,5.553,18.04.24 - 16:37
914,0.11999999999999998,0.002,0.006,bss2-lambda,0.333,0.24,0.333,0.24,0.0,0.0,5.0,5.547,18.04.24 - 16:38
915,0.11999999999999998,0.002,0.008,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.167,5.3,18.04.24 - 16:38
916,0.11999999999999998,0.002,0.01,bss2-lambda,0.333,0.293,0.333,0.293,0.0,0.0,5.167,5.233,18.04.24 - 16:38
917,0.11999999999999998,0.002,0.012,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.833,18.04.24 - 16:39
918,0.11999999999999998,0.002,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:39
919,0.11999999999999998,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:39
920,0.11999999999999998,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:39
921,0.11999999999999998,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:40
922,0.11999999999999998,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:40
923,0.11999999999999998,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:40
924,0.11999999999999998,0.0025,0.004,bss2-lambda,0.333,0.24,0.333,0.24,0.0,0.0,5.167,5.767,18.04.24 - 16:41
925,0.11999999999999998,0.0025,0.006,bss2-lambda,0.333,0.213,0.333,0.213,0.0,0.0,4.667,5.273,18.04.24 - 16:41
926,0.11999999999999998,0.0025,0.008,bss2-lambda,0.333,0.213,0.333,0.213,0.0,0.0,5.0,5.687,18.04.24 - 16:41
927,0.11999999999999998,0.0025,0.01,bss2-lambda,0.333,0.247,0.333,0.247,0.0,0.0,5.0,5.413,18.04.24 - 16:41
928,0.11999999999999998,0.0025,0.012,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:42
929,0.11999999999999998,0.0025,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:42
930,0.11999999999999998,0.0025,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:42
931,0.11999999999999998,0.0025,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:43
932,0.11999999999999998,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:43
933,0.11999999999999998,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:43
934,0.11999999999999998,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:43
935,0.11999999999999998,0.003,0.004,bss2-lambda,0.167,0.12,0.167,0.1,0.0,0.02,4.667,5.793,18.04.24 - 16:44
936,0.11999999999999998,0.003,0.006,bss2-lambda,0.167,0.107,0.167,0.093,0.0,0.013,4.667,5.507,18.04.24 - 16:44
937,0.11999999999999998,0.003,0.008,bss2-lambda,0.333,0.227,0.333,0.22,0.0,0.007,5.0,5.7,18.04.24 - 16:44
938,0.11999999999999998,0.003,0.01,bss2-lambda,0.167,0.113,0.167,0.113,0.0,0.0,4.667,5.28,18.04.24 - 16:45
939,0.11999999999999998,0.003,0.012,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.113,18.04.24 - 16:45
940,0.11999999999999998,0.003,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:45
941,0.11999999999999998,0.003,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:45
942,0.11999999999999998,0.003,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 16:46
943,0.11999999999999998,0.003,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:46
944,0.11999999999999998,0.003,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:46
945,0.11999999999999998,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:47
946,0.11999999999999998,0.0035,0.004,bss2-lambda,0.0,0.12,0.0,0.06,0.0,0.06,4.833,6.16,18.04.24 - 16:47
947,0.11999999999999998,0.0035,0.006,bss2-lambda,0.167,0.1,0.167,0.06,0.0,0.04,4.667,5.92,18.04.24 - 16:47
948,0.11999999999999998,0.0035,0.008,bss2-lambda,0.167,0.087,0.167,0.06,0.0,0.027,4.667,5.853,18.04.24 - 16:47
949,0.11999999999999998,0.0035,0.01,bss2-lambda,0.167,0.08,0.167,0.06,0.0,0.02,4.667,5.567,18.04.24 - 16:48
950,0.11999999999999998,0.0035,0.012,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 16:48
951,0.11999999999999998,0.0035,0.014,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 16:48
952,0.11999999999999998,0.0035,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:49
953,0.11999999999999998,0.0035,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:49
954,0.11999999999999998,0.0035,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:49
955,0.11999999999999998,0.0035,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:49
956,0.11999999999999998,0.0035,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 16:50
957,0.11999999999999998,0.004,0.004,bss2-lambda,0.0,0.087,0.0,0.0,0.0,0.087,4.333,6.307,18.04.24 - 16:50
958,0.11999999999999998,0.004,0.006,bss2-lambda,0.0,0.06,0.0,0.0,0.0,0.06,4.5,5.873,18.04.24 - 16:50
959,0.11999999999999998,0.004,0.008,bss2-lambda,0.0,0.053,0.0,0.0,0.0,0.053,5.0,6.273,18.04.24 - 16:50
960,0.11999999999999998,0.004,0.01,bss2-lambda,0.0,0.047,0.0,0.0,0.0,0.047,5.0,6.0,18.04.24 - 16:51
961,0.11999999999999998,0.004,0.012,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,3.667,4.487,18.04.24 - 16:51
962,0.11999999999999998,0.004,0.014,bss2-lambda,0.0,0.027,0.0,0.0,0.0,0.027,3.667,4.333,18.04.24 - 16:51
963,0.11999999999999998,0.004,0.016,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,3.667,4.26,18.04.24 - 16:52
964,0.11999999999999998,0.004,0.018000000000000002,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 16:52
965,0.11999999999999998,0.004,0.02,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 16:52
966,0.11999999999999998,0.004,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.96,18.04.24 - 16:52
967,0.11999999999999998,0.004,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 16:53
968,0.12999999999999998,0.0005,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:53
969,0.12999999999999998,0.0005,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 16:53
970,0.12999999999999998,0.0005,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:54
971,0.12999999999999998,0.0005,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:54
972,0.12999999999999998,0.0005,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:54
973,0.12999999999999998,0.0005,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:54
974,0.12999999999999998,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:55
975,0.12999999999999998,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:55
976,0.12999999999999998,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:55
977,0.12999999999999998,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:56
978,0.12999999999999998,0.0005,0.024,bss2-lambda,0.167,0.013,0.167,0.013,0.0,0.0,3.667,3.667,18.04.24 - 16:56
979,0.12999999999999998,0.001,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 16:56
980,0.12999999999999998,0.001,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:57
981,0.12999999999999998,0.001,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:57
982,0.12999999999999998,0.001,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:57
983,0.12999999999999998,0.001,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:57
984,0.12999999999999998,0.001,0.014,bss2-lambda,0.0,0.12,0.0,0.12,0.0,0.0,3.667,4.667,18.04.24 - 16:58
985,0.12999999999999998,0.001,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:58
986,0.12999999999999998,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:58
987,0.12999999999999998,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:59
988,0.12999999999999998,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:59
989,0.12999999999999998,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 16:59
990,0.12999999999999998,0.0015,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 16:59
991,0.12999999999999998,0.0015,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:00
992,0.12999999999999998,0.0015,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:00
993,0.12999999999999998,0.0015,0.01,bss2-lambda,0.333,0.327,0.333,0.327,0.0,0.0,5.167,5.167,18.04.24 - 17:00
994,0.12999999999999998,0.0015,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:01
995,0.12999999999999998,0.0015,0.014,bss2-lambda,0.0,0.153,0.0,0.153,0.0,0.0,3.667,4.773,18.04.24 - 17:01
996,0.12999999999999998,0.0015,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:01
997,0.12999999999999998,0.0015,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:01
998,0.12999999999999998,0.0015,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:02
999,0.12999999999999998,0.0015,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:02
1000,0.12999999999999998,0.0015,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:02
1001,0.12999999999999998,0.002,0.004,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.9,18.04.24 - 17:03
1002,0.12999999999999998,0.002,0.006,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,5.167,5.167,18.04.24 - 17:03
1003,0.12999999999999998,0.002,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:03
1004,0.12999999999999998,0.002,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:03
1005,0.12999999999999998,0.002,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:04
1006,0.12999999999999998,0.002,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:04
1007,0.12999999999999998,0.002,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:04
1008,0.12999999999999998,0.002,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:05
1009,0.12999999999999998,0.002,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:05
1010,0.12999999999999998,0.002,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:05
1011,0.12999999999999998,0.002,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:06
1012,0.12999999999999998,0.0025,0.004,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.167,5.433,18.04.24 - 17:06
1013,0.12999999999999998,0.0025,0.006,bss2-lambda,0.333,0.287,0.333,0.287,0.0,0.0,5.167,5.3,18.04.24 - 17:06
1014,0.12999999999999998,0.0025,0.008,bss2-lambda,0.333,0.28,0.333,0.28,0.0,0.0,5.0,5.133,18.04.24 - 17:06
1015,0.12999999999999998,0.0025,0.01,bss2-lambda,0.333,0.307,0.333,0.307,0.0,0.0,4.833,4.833,18.04.24 - 17:07
1016,0.12999999999999998,0.0025,0.012,bss2-lambda,0.333,0.313,0.333,0.313,0.0,0.0,4.833,4.833,18.04.24 - 17:07
1017,0.12999999999999998,0.0025,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:07
1018,0.12999999999999998,0.0025,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:08
1019,0.12999999999999998,0.0025,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:08
1020,0.12999999999999998,0.0025,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:08
1021,0.12999999999999998,0.0025,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:08
1022,0.12999999999999998,0.0025,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:09
1023,0.12999999999999998,0.003,0.004,bss2-lambda,0.333,0.193,0.333,0.193,0.0,0.0,4.833,5.36,18.04.24 - 17:09
1024,0.12999999999999998,0.003,0.006,bss2-lambda,0.333,0.173,0.333,0.173,0.0,0.0,4.667,5.047,18.04.24 - 17:09
1025,0.12999999999999998,0.003,0.008,bss2-lambda,0.333,0.153,0.333,0.153,0.0,0.0,4.667,4.973,18.04.24 - 17:10
1026,0.12999999999999998,0.003,0.01,bss2-lambda,0.333,0.18,0.333,0.18,0.0,0.0,4.667,4.893,18.04.24 - 17:10
1027,0.12999999999999998,0.003,0.012,bss2-lambda,0.333,0.207,0.333,0.207,0.0,0.0,4.667,4.82,18.04.24 - 17:10
1028,0.12999999999999998,0.003,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:10
1029,0.12999999999999998,0.003,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:11
1030,0.12999999999999998,0.003,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:11
1031,0.12999999999999998,0.003,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:11
1032,0.12999999999999998,0.003,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:12
1033,0.12999999999999998,0.003,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:12
1034,0.12999999999999998,0.0035,0.004,bss2-lambda,0.0,0.02,0.0,0.0,0.0,0.02,4.167,5.213,18.04.24 - 17:12
1035,0.12999999999999998,0.0035,0.006,bss2-lambda,0.167,0.153,0.167,0.14,0.0,0.013,4.833,5.573,18.04.24 - 17:12
1036,0.12999999999999998,0.0035,0.008,bss2-lambda,0.167,0.147,0.167,0.14,0.0,0.007,4.667,5.253,18.04.24 - 17:13
1037,0.12999999999999998,0.0035,0.01,bss2-lambda,0.167,0.127,0.167,0.127,0.0,0.0,4.667,5.12,18.04.24 - 17:13
1038,0.12999999999999998,0.0035,0.012,bss2-lambda,0.0,0.073,0.0,0.073,0.0,0.0,3.833,4.967,18.04.24 - 17:13
1039,0.12999999999999998,0.0035,0.014,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 17:14
1040,0.12999999999999998,0.0035,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 17:14
1041,0.12999999999999998,0.0035,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 17:14
1042,0.12999999999999998,0.0035,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:14
1043,0.12999999999999998,0.0035,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:15
1044,0.12999999999999998,0.0035,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:15
1045,0.12999999999999998,0.004,0.004,bss2-lambda,0.0,0.033,0.0,0.0,0.0,0.033,4.167,5.513,18.04.24 - 17:15
1046,0.12999999999999998,0.004,0.006,bss2-lambda,0.167,0.067,0.167,0.04,0.0,0.027,4.667,5.713,18.04.24 - 17:16
1047,0.12999999999999998,0.004,0.008,bss2-lambda,0.167,0.067,0.167,0.047,0.0,0.02,4.667,5.567,18.04.24 - 17:16
1048,0.12999999999999998,0.004,0.01,bss2-lambda,0.167,0.033,0.167,0.013,0.0,0.02,5.0,5.6,18.04.24 - 17:16
1049,0.12999999999999998,0.004,0.012,bss2-lambda,0.0,0.013,0.0,0.0,0.0,0.013,3.667,4.107,18.04.24 - 17:16
1050,0.12999999999999998,0.004,0.014,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,4.033,18.04.24 - 17:17
1051,0.12999999999999998,0.004,0.016,bss2-lambda,0.0,0.007,0.0,0.0,0.0,0.007,3.667,3.96,18.04.24 - 17:17
1052,0.12999999999999998,0.004,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.887,18.04.24 - 17:17
1053,0.12999999999999998,0.004,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 17:18
1054,0.12999999999999998,0.004,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.813,18.04.24 - 17:18
1055,0.12999999999999998,0.004,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.74,18.04.24 - 17:18
1056,0.13999999999999999,0.0005,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:18
1057,0.13999999999999999,0.0005,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:19
1058,0.13999999999999999,0.0005,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:19
1059,0.13999999999999999,0.0005,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:19
1060,0.13999999999999999,0.0005,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:20
1061,0.13999999999999999,0.0005,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:20
1062,0.13999999999999999,0.0005,0.016,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:20
1063,0.13999999999999999,0.0005,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:20
1064,0.13999999999999999,0.0005,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:21
1065,0.13999999999999999,0.0005,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:21
1066,0.13999999999999999,0.0005,0.024,bss2-lambda,0.167,0.013,0.167,0.013,0.0,0.0,3.667,3.667,18.04.24 - 17:21
1067,0.13999999999999999,0.001,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:22
1068,0.13999999999999999,0.001,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:22
1069,0.13999999999999999,0.001,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:22
1070,0.13999999999999999,0.001,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:22
1071,0.13999999999999999,0.001,0.012,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:23
1072,0.13999999999999999,0.001,0.014,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:23
1073,0.13999999999999999,0.001,0.016,bss2-lambda,0.0,0.013,0.0,0.013,0.0,0.0,3.667,4.04,18.04.24 - 17:23
1074,0.13999999999999999,0.001,0.018000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:24
1075,0.13999999999999999,0.001,0.02,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:24
1076,0.13999999999999999,0.001,0.022000000000000002,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:24
1077,0.13999999999999999,0.001,0.024,bss2-lambda,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,18.04.24 - 17:25
1078,0.13999999999999999,0.0015,0.004,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,5.167,5.167,18.04.24 - 17:25
1079,0.13999999999999999,0.0015,0.006,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:25
1080,0.13999999999999999,0.0015,0.008,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:25
1081,0.13999999999999999,0.0015,0.01,bss2-lambda,0.333,0.333,0.333,0.333,0.0,0.0,4.833,4.833,18.04.24 - 17:26
