instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.497,0.412,0.341,0.411,0.5,0.52,0.423,0.338,0.292,0.5,0.0,0.0,0.011,0.125,0.0,4.293,3.897,3.898,5.293,3.5,29.04.24 - 09:09
1,-1,0.167,0.167,0.118,0.212,0.167,0.167,0.167,0.118,0.093,0.167,0.0,0.0,0.0,0.118,0.0,3.667,3.867,3.827,5.362,3.667,29.04.24 - 09:09
2,-1,0.274,0.177,0.118,0.226,0.167,0.313,0.197,0.131,0.115,0.167,0.0,0.0,0.0,0.123,0.0,4.687,4.177,4.06,5.617,3.667,29.04.24 - 09:09
3,-1,0.18,0.137,0.091,0.197,0.167,0.2,0.147,0.098,0.073,0.167,0.0,0.0,0.0,0.128,0.0,3.927,3.91,3.744,5.292,3.333,29.04.24 - 09:09
4,-1,0.367,0.35,0.304,0.384,0.5,0.367,0.35,0.289,0.247,0.5,0.0,0.0,0.016,0.138,0.0,3.913,4.07,4.178,5.61,3.833,29.04.24 - 09:09
5,-1,0.236,0.236,0.215,0.304,0.236,0.333,0.333,0.282,0.242,0.333,0.0,0.0,0.0,0.113,0.0,3.667,3.667,3.667,5.185,3.667,29.04.24 - 09:09
6,-1,0.403,0.368,0.317,0.404,0.569,0.427,0.38,0.324,0.287,0.667,0.0,0.0,0.0,0.123,0.0,3.967,3.733,3.953,5.498,5.5,29.04.24 - 09:09
7,-1,0.447,0.34,0.285,0.363,0.333,0.48,0.357,0.293,0.258,0.333,0.033,0.017,0.013,0.122,0.0,6.153,4.743,4.371,5.64,7.167,29.04.24 - 09:09
8,-1,0.273,0.255,0.227,0.307,0.236,0.387,0.36,0.3,0.257,0.333,0.0,0.0,0.0,0.108,0.0,3.707,3.52,3.458,5.127,3.333,29.04.24 - 09:09
9,-1,0.37,0.265,0.181,0.281,0.333,0.393,0.277,0.184,0.14,0.333,0.0,0.0,0.004,0.148,0.0,4.227,3.947,4.416,5.953,3.667,29.04.24 - 09:09
