instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.267,0.307,0.349,0.447,0.167,0.26,0.26,0.233,0.175,0.167,0.007,0.047,0.12,0.275,0.0,5.253,5.47,6.122,7.82,4.167,29.04.24 - 10:14
1,43,0.0,0.0,0.063,0.234,0.0,0.0,0.0,0.018,0.013,0.0,0.0,0.0,0.047,0.222,0.0,3.833,3.833,5.087,7.007,3.833,29.04.24 - 10:14
2,52,0.0,0.007,0.075,0.233,0.0,0.0,0.0,0.02,0.015,0.0,0.0,0.007,0.067,0.227,0.0,4.333,4.413,5.327,7.138,4.333,29.04.24 - 10:14
3,69,0.0,0.063,0.133,0.3,0.0,0.0,0.01,0.009,0.007,0.0,0.0,0.053,0.124,0.293,0.0,3.82,4.66,5.838,7.568,3.5,29.04.24 - 10:14
4,41,0.0,0.0,0.042,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.22,0.0,4.667,4.787,5.971,7.71,4.667,29.04.24 - 10:14
5,56,0.0,0.02,0.091,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.091,0.242,0.0,3.833,4.313,5.389,7.18,3.833,29.04.24 - 10:14
6,43,0.0,0.0,0.085,0.26,0.0,0.0,0.0,0.022,0.017,0.0,0.0,0.0,0.069,0.248,0.0,3.5,3.5,4.796,6.793,3.5,29.04.24 - 10:14
7,56,0.0,0.02,0.107,0.275,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.02,0.102,0.272,0.0,3.833,4.073,5.189,7.08,3.833,29.04.24 - 10:14
8,43,0.0,0.0,0.044,0.207,0.0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0.036,0.2,0.0,4.0,4.0,4.853,6.802,4.0,29.04.24 - 10:14
9,94,0.18,0.274,0.31,0.409,0.0,0.153,0.217,0.162,0.122,0.0,0.027,0.063,0.162,0.298,0.0,6.333,6.85,7.769,8.932,4.667,29.04.24 - 10:14
