instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,32,0.0,0.011,0.1,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.1,0.272,0.0,3.667,4.033,5.385,7.269,3.667,22.05.24 - 14:43
1,26,0.0,0.0,0.067,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.239,0.0,3.833,3.833,4.607,6.628,3.833,22.05.24 - 14:43
2,55,0.111,0.18,0.207,0.349,0.0,0.111,0.15,0.104,0.078,0.0,0.0,0.072,0.133,0.294,0.0,4.522,5.9,6.867,8.411,3.833,22.05.24 - 14:43
3,28,0.0,0.0,0.103,0.275,0.0,0.0,0.0,0.026,0.019,0.0,0.0,0.0,0.081,0.258,0.0,3.5,4.167,6.104,7.822,3.5,22.05.24 - 14:43
4,41,0.0,0.072,0.158,0.313,0.0,0.0,0.061,0.078,0.058,0.0,0.0,0.011,0.1,0.269,0.0,3.8,4.883,6.015,7.794,3.667,22.05.24 - 14:43
5,22,0.0,0.0,0.052,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.228,0.0,3.833,3.833,4.633,6.719,3.833,22.05.24 - 14:43
6,-1,0.211,0.372,0.402,0.501,0.167,0.189,0.261,0.219,0.164,0.167,0.022,0.111,0.196,0.347,0.0,4.9,6.5,7.933,9.167,3.5,22.05.24 - 14:44
7,24,0.0,0.0,0.081,0.256,0.0,0.0,0.0,0.007,0.006,0.0,0.0,0.0,0.074,0.25,0.0,3.667,4.267,5.915,7.692,3.667,22.05.24 - 14:44
8,-1,0.378,0.417,0.435,0.518,0.167,0.256,0.283,0.207,0.156,0.167,0.122,0.167,0.252,0.381,0.0,6.378,6.983,8.185,9.383,6.5,22.05.24 - 14:44
9,27,0.0,0.0,0.056,0.231,0.0,0.0,0.0,0.004,0.003,0.0,0.0,0.0,0.052,0.228,0.0,3.667,4.594,5.696,7.528,3.667,22.05.24 - 14:44
