instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.333,0.463,0.538,0.637,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.463,0.538,0.637,0.333,8.813,9.99,10.473,11.405,7.333,29.04.24 - 06:16
1,-1,0.207,0.317,0.404,0.537,0.167,0.0,0.0,0.0,0.0,0.0,0.207,0.317,0.404,0.537,0.167,6.873,7.867,8.831,10.207,5.833,29.04.24 - 06:16
2,-1,0.333,0.333,0.378,0.517,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.378,0.517,0.333,8.64,9.357,10.162,11.188,7.833,29.04.24 - 06:16
3,-1,0.227,0.36,0.433,0.558,0.333,0.0,0.0,0.0,0.0,0.0,0.227,0.36,0.433,0.558,0.333,8.147,9.043,9.962,11.072,7.667,29.04.24 - 06:16
4,-1,0.28,0.41,0.502,0.61,0.167,0.0,0.0,0.0,0.0,0.0,0.28,0.41,0.502,0.61,0.167,8.28,9.16,9.911,11.0,7.0,29.04.24 - 06:16
5,-1,0.273,0.383,0.487,0.598,0.167,0.0,0.0,0.0,0.0,0.0,0.273,0.383,0.487,0.598,0.167,6.613,8.293,9.311,10.533,5.333,29.04.24 - 06:16
6,-1,0.34,0.42,0.471,0.587,0.333,0.0,0.0,0.0,0.0,0.0,0.34,0.42,0.471,0.587,0.333,9.66,10.303,10.824,11.685,8.0,29.04.24 - 06:16
7,-1,0.333,0.46,0.536,0.635,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.46,0.536,0.635,0.333,8.067,9.867,10.504,11.428,8.0,29.04.24 - 06:16
8,-1,0.267,0.38,0.48,0.593,0.333,0.0,0.0,0.0,0.0,0.0,0.267,0.38,0.48,0.593,0.333,8.62,9.46,10.118,11.138,7.5,29.04.24 - 06:16
9,89,0.14,0.243,0.344,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.243,0.344,0.492,0.0,5.727,6.81,8.329,9.997,5.167,29.04.24 - 06:16
