instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,59,0.2,0.232,0.251,0.314,0.0,0.067,0.1,0.119,0.094,0.0,0.133,0.139,0.141,0.228,0.0,7.0,7.206,7.433,8.186,4.667,22.05.24 - 20:16
1,-1,0.198,0.268,0.236,0.298,0.5,0.1,0.161,0.133,0.111,0.333,0.111,0.133,0.122,0.203,0.167,6.856,7.333,6.904,7.506,8.833,22.05.24 - 20:16
2,-1,0.198,0.209,0.226,0.307,0.333,0.078,0.1,0.119,0.108,0.167,0.133,0.122,0.122,0.217,0.167,7.311,7.35,7.37,8.239,8.0,22.05.24 - 20:16
3,59,0.189,0.197,0.224,0.315,0.0,0.078,0.078,0.089,0.097,0.0,0.111,0.122,0.137,0.222,0.0,6.867,7.017,7.081,8.031,6.5,22.05.24 - 20:16
4,-1,0.182,0.205,0.227,0.309,0.167,0.1,0.117,0.126,0.131,0.167,0.089,0.094,0.107,0.183,0.0,7.3,7.4,7.367,8.133,6.833,22.05.24 - 20:16
5,-1,0.225,0.254,0.256,0.318,0.167,0.111,0.106,0.1,0.1,0.0,0.133,0.161,0.167,0.228,0.167,7.622,7.428,7.407,8.036,7.833,22.05.24 - 20:16
6,59,0.222,0.251,0.277,0.352,0.0,0.122,0.144,0.167,0.147,0.0,0.1,0.117,0.126,0.219,0.0,6.856,7.222,7.356,8.164,5.5,22.05.24 - 20:16
7,58,0.167,0.236,0.236,0.314,0.0,0.078,0.122,0.115,0.119,0.0,0.089,0.117,0.13,0.206,0.0,6.778,7.061,6.993,7.892,5.833,22.05.24 - 20:16
8,-1,0.292,0.309,0.339,0.406,0.5,0.144,0.167,0.189,0.164,0.167,0.167,0.156,0.159,0.256,0.333,8.311,8.139,8.107,8.858,8.667,22.05.24 - 20:16
9,57,0.156,0.199,0.193,0.262,0.0,0.089,0.122,0.107,0.1,0.0,0.067,0.083,0.093,0.167,0.0,7.056,7.217,7.089,7.867,4.0,22.05.24 - 20:16
