instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,26,0.0,0.0,0.052,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.236,0.0,3.667,3.667,4.826,6.861,3.667,22.05.24 - 18:51
1,23,0.0,0.0,0.044,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.222,0.0,4.0,4.0,4.563,6.625,4.0,22.05.24 - 18:51
2,-1,0.244,0.255,0.265,0.388,0.333,0.244,0.244,0.196,0.147,0.333,0.0,0.017,0.093,0.258,0.0,4.956,5.528,6.119,7.817,5.833,22.05.24 - 18:51
3,29,0.0,0.0,0.08,0.257,0.0,0.0,0.0,0.056,0.042,0.0,0.0,0.0,0.033,0.222,0.0,3.5,3.7,5.23,7.189,3.5,22.05.24 - 18:51
4,54,0.1,0.178,0.244,0.372,0.0,0.1,0.133,0.17,0.128,0.0,0.0,0.044,0.074,0.244,0.0,3.8,4.733,5.396,7.267,3.667,22.05.24 - 18:51
5,27,0.0,0.0,0.033,0.214,0.0,0.0,0.0,0.004,0.003,0.0,0.0,0.0,0.03,0.211,0.0,3.833,3.833,4.489,6.622,3.833,22.05.24 - 18:51
6,-1,0.2,0.2,0.234,0.381,0.167,0.2,0.2,0.167,0.125,0.167,0.0,0.0,0.078,0.264,0.0,4.567,5.3,6.533,8.117,3.167,22.05.24 - 18:51
7,24,0.0,0.0,0.068,0.24,0.0,0.0,0.0,0.033,0.025,0.0,0.0,0.0,0.041,0.219,0.0,3.333,3.667,5.089,6.967,3.333,22.05.24 - 18:51
8,-1,0.287,0.263,0.292,0.408,0.333,0.278,0.244,0.207,0.156,0.333,0.022,0.044,0.104,0.267,0.0,6.978,6.644,7.419,8.781,8.167,22.05.24 - 18:51
9,25,0.0,0.0,0.039,0.218,0.0,0.0,0.0,0.022,0.017,0.0,0.0,0.0,0.019,0.203,0.0,3.667,4.094,5.23,7.128,3.667,22.05.24 - 18:51
