instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,95,0.05,0.05,0.047,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.047,0.08,0.0,4.53,4.53,4.587,5.23,4.5,2.92,2.78,3.307,3.86,3.0,28.05.24 - 06:02
1,-1,0.16,0.17,0.163,0.178,0.25,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.163,0.178,0.25,3.87,4.055,4.343,4.928,3.5,1.52,1.54,1.72,2.26,2.0,28.05.24 - 06:09
2,68,0.0,0.005,0.01,0.052,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.005,0.01,0.05,0.0,4.53,4.475,4.613,5.195,3.75,3.72,3.56,3.92,4.4,3.0,28.05.24 - 06:17
3,93,0.08,0.085,0.073,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.085,0.073,0.108,0.0,4.06,4.13,4.133,4.7,4.0,2.48,2.64,2.933,3.22,2.0,28.05.24 - 06:24
4,97,0.05,0.04,0.04,0.075,0.0,0.0,0.0,0.0,0.002,0.0,0.05,0.04,0.04,0.072,0.0,4.08,4.285,4.353,5.012,4.5,3.28,3.7,4.067,4.52,3.0,28.05.24 - 06:31
