instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.333,0.333,0.311,0.367,0.333,0.333,0.333,0.311,0.233,0.333,0.0,0.0,0.0,0.133,0.0,5.167,5.167,5.278,6.772,5.167,22.05.24 - 16:53
1,-1,0.333,0.333,0.333,0.385,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.0,0.128,0.0,5.0,5.0,5.0,6.344,5.0,22.05.24 - 16:53
2,-1,0.167,0.167,0.171,0.268,0.167,0.167,0.167,0.167,0.133,0.167,0.0,0.0,0.011,0.144,0.0,3.833,3.833,4.1,5.636,3.833,22.05.24 - 16:53
3,-1,0.167,0.167,0.152,0.255,0.167,0.167,0.167,0.152,0.131,0.167,0.0,0.0,0.0,0.128,0.0,4.333,4.333,4.526,6.189,4.333,22.05.24 - 16:53
4,-1,0.333,0.333,0.333,0.378,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.0,0.111,0.0,4.0,4.0,4.0,5.322,4.0,22.05.24 - 16:53
5,-1,0.333,0.333,0.333,0.383,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.0,0.117,0.0,5.667,5.667,5.659,6.872,5.667,22.05.24 - 16:53
6,-1,0.333,0.317,0.267,0.346,0.333,0.333,0.317,0.267,0.203,0.333,0.0,0.0,0.0,0.144,0.0,3.333,3.333,3.378,5.244,3.333,22.05.24 - 16:53
7,-1,0.333,0.333,0.333,0.392,0.333,0.333,0.333,0.333,0.281,0.333,0.0,0.0,0.0,0.111,0.0,4.333,4.333,4.6,6.053,4.333,22.05.24 - 16:53
8,-1,0.333,0.333,0.331,0.387,0.333,0.333,0.333,0.33,0.256,0.333,0.0,0.0,0.004,0.136,0.0,3.833,3.833,4.011,5.797,3.833,22.05.24 - 16:53
9,-1,0.333,0.333,0.333,0.369,0.333,0.333,0.333,0.333,0.258,0.333,0.0,0.0,0.0,0.111,0.0,4.0,4.0,4.0,5.5,4.0,22.05.24 - 16:53
