instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.356,0.35,0.346,0.432,0.333,0.267,0.261,0.237,0.178,0.333,0.089,0.089,0.111,0.256,0.0,6.856,7.044,7.622,8.744,6.167,22.05.24 - 18:24
1,-1,0.305,0.282,0.279,0.373,0.167,0.2,0.189,0.174,0.131,0.167,0.111,0.1,0.111,0.247,0.0,6.256,6.044,6.133,7.519,5.0,22.05.24 - 18:24
2,-1,0.322,0.328,0.355,0.444,0.5,0.2,0.228,0.219,0.164,0.333,0.122,0.1,0.152,0.292,0.167,6.533,6.689,7.226,8.578,8.167,22.05.24 - 18:24
3,-1,0.356,0.322,0.344,0.441,0.333,0.189,0.183,0.204,0.158,0.167,0.167,0.139,0.144,0.289,0.167,6.067,6.228,7.03,8.397,5.833,22.05.24 - 18:24
4,-1,0.344,0.339,0.358,0.439,0.667,0.233,0.222,0.237,0.186,0.333,0.111,0.117,0.13,0.264,0.333,6.711,7.239,7.585,8.781,8.667,22.05.24 - 18:24
5,-1,0.367,0.408,0.379,0.445,0.167,0.267,0.3,0.27,0.206,0.167,0.1,0.111,0.115,0.244,0.0,6.622,7.222,7.144,8.356,5.0,22.05.24 - 18:24
6,-1,0.2,0.222,0.275,0.383,0.333,0.1,0.111,0.137,0.114,0.167,0.1,0.111,0.144,0.281,0.167,5.656,5.733,6.785,8.208,6.0,22.05.24 - 18:24
7,59,0.189,0.288,0.342,0.424,0.0,0.1,0.133,0.196,0.156,0.0,0.089,0.161,0.152,0.278,0.0,5.811,6.978,7.367,8.547,4.167,22.05.24 - 18:24
8,-1,0.456,0.478,0.482,0.531,0.333,0.3,0.317,0.304,0.228,0.167,0.156,0.161,0.185,0.308,0.167,8.167,8.072,8.319,9.372,7.0,22.05.24 - 18:24
9,-1,0.389,0.394,0.389,0.448,0.167,0.211,0.261,0.263,0.208,0.0,0.178,0.133,0.126,0.242,0.167,7.267,7.539,7.678,8.747,8.0,22.05.24 - 18:24
