instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,25,0.0,0.0,0.044,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.228,0.0,3.667,3.667,4.648,6.675,3.667,22.05.24 - 18:00
1,22,0.0,0.0,0.037,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.211,0.0,3.833,3.833,4.267,6.294,3.833,22.05.24 - 18:00
2,51,0.067,0.151,0.206,0.343,0.0,0.067,0.139,0.104,0.078,0.0,0.0,0.022,0.115,0.275,0.0,3.833,4.972,6.074,7.792,3.833,22.05.24 - 18:00
3,25,0.0,0.0,0.053,0.234,0.0,0.0,0.0,0.037,0.028,0.0,0.0,0.0,0.022,0.211,0.0,3.833,4.1,5.57,7.431,3.833,22.05.24 - 18:00
4,41,0.0,0.1,0.165,0.315,0.0,0.0,0.061,0.1,0.075,0.0,0.0,0.039,0.078,0.25,0.0,3.667,4.267,5.233,7.156,3.667,22.05.24 - 18:00
5,19,0.0,0.0,0.026,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.203,0.0,3.833,3.833,4.293,6.414,3.833,22.05.24 - 18:00
6,44,0.0,0.078,0.208,0.35,0.0,0.0,0.078,0.133,0.1,0.0,0.0,0.0,0.085,0.258,0.0,3.5,3.767,5.704,7.494,3.5,22.05.24 - 18:00
7,32,0.0,0.011,0.102,0.268,0.0,0.0,0.0,0.004,0.003,0.0,0.0,0.011,0.1,0.267,0.0,3.333,3.667,4.889,6.908,3.333,22.05.24 - 18:00
8,-1,0.167,0.244,0.31,0.422,0.167,0.167,0.222,0.193,0.144,0.167,0.0,0.022,0.122,0.281,0.0,5.0,5.689,6.837,8.383,4.333,22.05.24 - 18:00
9,21,0.0,0.0,0.022,0.2,0.0,0.0,0.0,0.004,0.003,0.0,0.0,0.0,0.019,0.197,0.0,3.667,3.972,4.926,6.897,3.667,22.05.24 - 18:00
