experiment_subnum,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,num-epochs_avg,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
726,0.09999999999999999,0.0015,0.004,0.283,0.282,0.281,0.368,0.283,-1,0.283,0.282,0.275,0.222,0.283,0.0,0.0,0.009,0.15,0.0,4.217,4.217,4.403,6.109,4.217,29.04.24 - 10:40
727,0.09999999999999999,0.0015,0.006,0.206,0.211,0.216,0.314,0.2,10.0,0.206,0.211,0.21,0.17,0.2,0.0,0.0,0.009,0.148,0.0,4.05,4.05,4.266,5.992,4.05,29.04.24 - 10:41
728,0.09999999999999999,0.0015,0.008,0.25,0.249,0.226,0.313,0.25,2.0,0.25,0.249,0.224,0.179,0.25,0.0,0.0,0.004,0.137,0.0,4.183,4.183,4.244,5.913,4.183,29.04.24 - 10:42
729,0.09999999999999999,0.0015,0.01,0.277,0.275,0.275,0.355,0.283,-1,0.277,0.275,0.266,0.213,0.283,0.0,0.0,0.008,0.144,0.0,4.36,4.374,4.581,6.176,4.35,29.04.24 - 10:43
730,0.09999999999999999,0.0015,0.012,0.079,0.082,0.102,0.223,0.067,29.0,0.072,0.077,0.09,0.087,0.05,0.007,0.004,0.013,0.138,0.017,3.741,3.722,4.024,5.725,3.817,29.04.24 - 10:44
731,0.09999999999999999,0.0015,0.014,0.041,0.056,0.093,0.224,0.033,41.0,0.041,0.056,0.085,0.086,0.033,0.0,0.0,0.01,0.144,0.0,3.867,3.871,4.134,5.893,3.867,29.04.24 - 10:45
732,0.09999999999999999,0.0015,0.016,0.057,0.065,0.095,0.224,0.05,35.0,0.057,0.065,0.084,0.082,0.05,0.0,0.0,0.011,0.144,0.0,3.737,3.762,4.086,5.757,3.65,29.04.24 - 10:46
733,0.09999999999999999,0.0015,0.018000000000000002,0.033,0.033,0.055,0.185,0.033,25.0,0.033,0.033,0.05,0.057,0.033,0.0,0.0,0.005,0.131,0.0,3.817,3.823,3.96,5.655,3.817,29.04.24 - 10:47
734,0.09999999999999999,0.0015,0.02,0.002,0.016,0.028,0.16,0.033,30.0,0.002,0.016,0.023,0.028,0.033,0.0,0.0,0.006,0.134,0.0,3.833,3.833,3.982,5.675,3.833,29.04.24 - 10:48
735,0.09999999999999999,0.0015,0.022000000000000002,0.071,0.049,0.046,0.175,0.1,14.0,0.075,0.051,0.045,0.046,0.1,0.0,0.0,0.003,0.132,0.0,3.737,3.758,3.826,5.466,3.583,29.04.24 - 10:49
736,0.09999999999999999,0.0015,0.024,0.08,0.064,0.077,0.199,0.124,14.0,0.087,0.067,0.075,0.079,0.133,0.0,0.0,0.005,0.124,0.0,3.8,3.8,3.944,5.509,3.8,29.04.24 - 10:50
737,0.09999999999999999,0.002,0.004,0.244,0.244,0.244,0.339,0.25,2.0,0.244,0.244,0.237,0.185,0.25,0.0,0.0,0.009,0.157,0.0,4.583,4.583,4.802,6.498,4.583,29.04.24 - 10:51
738,0.09999999999999999,0.002,0.006,0.2,0.204,0.209,0.316,0.2,14.0,0.2,0.204,0.208,0.166,0.2,0.0,0.0,0.002,0.153,0.0,4.05,4.05,4.292,6.083,4.05,29.04.24 - 10:52
739,0.09999999999999999,0.002,0.008,0.283,0.291,0.288,0.366,0.283,3.0,0.283,0.291,0.285,0.226,0.283,0.0,0.0,0.004,0.144,0.0,4.35,4.35,4.539,6.222,4.35,29.04.24 - 10:53
740,0.09999999999999999,0.002,0.01,0.17,0.181,0.195,0.301,0.167,28.0,0.17,0.181,0.187,0.155,0.167,0.0,0.0,0.01,0.148,0.0,4.014,4.052,4.415,6.134,4.033,29.04.24 - 10:54
741,0.09999999999999999,0.002,0.012,0.008,0.013,0.03,0.168,0.0,47.0,0.008,0.013,0.022,0.026,0.0,0.0,0.0,0.007,0.144,0.0,3.746,3.785,3.956,5.679,3.65,29.04.24 - 10:54
742,0.09999999999999999,0.002,0.014,0.033,0.049,0.082,0.213,0.033,33.0,0.033,0.049,0.072,0.066,0.033,0.0,0.001,0.012,0.152,0.0,3.7,3.712,4.144,5.925,3.7,29.04.24 - 10:55
743,0.09999999999999999,0.002,0.016,0.028,0.039,0.062,0.2,0.0,48.0,0.028,0.039,0.055,0.058,0.0,0.0,0.0,0.01,0.147,0.0,3.583,3.598,4.028,5.802,3.583,29.04.24 - 10:56
744,0.09999999999999999,0.002,0.018000000000000002,0.028,0.045,0.075,0.207,0.017,38.0,0.028,0.045,0.067,0.069,0.017,0.0,0.0,0.01,0.142,0.0,3.633,3.669,3.989,5.745,3.633,29.04.24 - 10:57
745,0.09999999999999999,0.002,0.02,0.017,0.02,0.052,0.189,0.017,31.0,0.017,0.02,0.041,0.045,0.017,0.0,0.0,0.011,0.146,0.0,3.633,3.633,3.885,5.636,3.633,29.04.24 - 10:58
746,0.09999999999999999,0.002,0.022000000000000002,0.033,0.033,0.058,0.196,0.033,27.0,0.033,0.033,0.049,0.055,0.033,0.0,0.0,0.01,0.146,0.0,3.717,3.717,3.964,5.671,3.717,29.04.24 - 10:59
747,0.09999999999999999,0.002,0.024,0.023,0.032,0.056,0.192,0.033,42.0,0.023,0.032,0.052,0.06,0.033,0.0,0.0,0.004,0.136,0.0,3.55,3.55,3.707,5.419,3.55,29.04.24 - 11:00
748,0.09999999999999999,0.0025,0.004,0.217,0.217,0.213,0.321,0.217,10.0,0.217,0.217,0.202,0.153,0.217,0.0,0.0,0.013,0.17,0.0,4.667,4.675,5.065,6.784,4.667,29.04.24 - 11:01
749,0.09999999999999999,0.0025,0.006,0.167,0.165,0.174,0.293,0.167,8.0,0.167,0.165,0.158,0.124,0.167,0.0,0.0,0.019,0.173,0.0,4.083,4.117,4.552,6.334,4.083,29.04.24 - 11:02
750,0.09999999999999999,0.0025,0.008,0.299,0.296,0.286,0.373,0.3,7.0,0.299,0.296,0.281,0.222,0.3,0.0,0.0,0.009,0.157,0.0,4.183,4.183,4.461,6.226,4.183,29.04.24 - 11:03
751,0.09999999999999999,0.0025,0.01,0.111,0.122,0.159,0.275,0.15,20.0,0.108,0.12,0.14,0.113,0.133,0.003,0.003,0.022,0.167,0.017,3.995,4.008,4.494,6.289,4.65,29.04.24 - 11:04
752,0.09999999999999999,0.0025,0.012,0.021,0.024,0.046,0.193,0.0,50.0,0.021,0.024,0.033,0.031,0.0,0.0,0.0,0.014,0.165,0.0,3.832,3.87,4.221,6.054,3.7,29.04.24 - 11:04
753,0.09999999999999999,0.0025,0.014,0.04,0.05,0.088,0.226,0.017,43.0,0.04,0.046,0.07,0.063,0.017,0.0,0.004,0.021,0.17,0.0,3.703,3.782,4.247,6.045,3.667,29.04.24 - 11:05
754,0.09999999999999999,0.0025,0.016,0.032,0.033,0.058,0.2,0.017,34.0,0.032,0.033,0.047,0.045,0.017,0.0,0.0,0.012,0.158,0.0,3.717,3.717,4.028,5.852,3.717,29.04.24 - 11:06
755,0.09999999999999999,0.0025,0.018000000000000002,0.017,0.019,0.047,0.189,0.017,31.0,0.017,0.018,0.034,0.034,0.017,0.0,0.001,0.014,0.157,0.0,3.583,3.619,4.016,5.828,3.583,29.04.24 - 11:07
756,0.09999999999999999,0.0025,0.02,0.0,0.007,0.027,0.169,0.0,34.0,0.0,0.007,0.019,0.029,0.0,0.0,0.0,0.009,0.144,0.0,3.817,3.817,4.036,5.85,3.817,29.04.24 - 11:08
757,0.09999999999999999,0.0025,0.022000000000000002,0.0,0.002,0.024,0.162,0.0,32.0,0.0,0.002,0.017,0.025,0.0,0.0,0.0,0.007,0.139,0.0,3.65,3.65,3.881,5.657,3.65,29.04.24 - 11:09
758,0.09999999999999999,0.0025,0.024,0.0,0.0,0.022,0.169,0.0,33.0,0.0,0.0,0.015,0.025,0.0,0.0,0.0,0.01,0.15,0.0,3.833,3.833,4.044,5.779,3.833,29.04.24 - 11:10
759,0.09999999999999999,0.003,0.004,0.202,0.213,0.221,0.337,0.2,14.0,0.202,0.209,0.195,0.147,0.2,0.0,0.004,0.031,0.194,0.0,4.1,4.144,4.706,6.543,4.1,29.04.24 - 11:11
760,0.09999999999999999,0.003,0.006,0.214,0.206,0.208,0.318,0.217,10.0,0.214,0.203,0.184,0.14,0.217,0.0,0.003,0.031,0.184,0.0,4.45,4.554,5.115,6.832,4.45,29.04.24 - 11:12
761,0.09999999999999999,0.003,0.008,0.244,0.22,0.2,0.31,0.25,-1,0.244,0.22,0.18,0.137,0.25,0.0,0.0,0.025,0.177,0.0,4.033,4.106,4.724,6.506,4.033,29.04.24 - 11:13
762,0.09999999999999999,0.003,0.01,0.123,0.108,0.139,0.269,0.117,28.0,0.123,0.102,0.108,0.085,0.117,0.0,0.008,0.039,0.19,0.0,4.093,4.187,4.706,6.508,4.167,29.04.24 - 11:13
763,0.09999999999999999,0.003,0.012,0.009,0.032,0.075,0.224,0.0,55.0,0.009,0.028,0.057,0.052,0.0,0.0,0.004,0.019,0.174,0.0,3.728,3.889,4.383,6.252,3.667,29.04.24 - 11:14
764,0.09999999999999999,0.003,0.014,0.0,0.0,0.044,0.203,0.0,40.0,0.0,0.0,0.023,0.022,0.0,0.0,0.0,0.023,0.184,0.0,3.817,3.825,4.41,6.306,3.817,29.04.24 - 11:15
765,0.09999999999999999,0.003,0.016,0.009,0.026,0.062,0.204,0.0,46.0,0.009,0.024,0.042,0.039,0.0,0.0,0.002,0.02,0.166,0.0,3.717,3.758,4.252,6.032,3.717,29.04.24 - 11:16
766,0.09999999999999999,0.003,0.018000000000000002,0.006,0.03,0.069,0.217,0.0,43.0,0.006,0.023,0.043,0.043,0.0,0.0,0.007,0.029,0.178,0.0,3.6,3.749,4.222,6.066,3.6,29.04.24 - 11:17
767,0.09999999999999999,0.003,0.02,0.0,0.007,0.057,0.204,0.0,42.0,0.0,0.007,0.038,0.045,0.0,0.0,0.0,0.022,0.164,0.0,3.683,3.683,4.206,6.089,3.683,29.04.24 - 11:18
768,0.09999999999999999,0.003,0.022000000000000002,0.029,0.037,0.061,0.199,0.033,30.0,0.027,0.033,0.044,0.047,0.033,0.001,0.004,0.017,0.155,0.0,4.093,4.088,4.4,6.205,4.1,29.04.24 - 11:19
769,0.09999999999999999,0.003,0.024,0.001,0.01,0.033,0.181,0.0,37.0,0.001,0.01,0.024,0.028,0.0,0.0,0.0,0.01,0.154,0.0,3.633,3.633,3.916,5.711,3.633,29.04.24 - 11:20
770,0.09999999999999999,0.0035,0.004,0.208,0.193,0.2,0.327,0.217,8.0,0.208,0.187,0.152,0.114,0.217,0.0,0.006,0.052,0.216,0.0,4.182,4.475,5.271,7.051,4.2,29.04.24 - 11:21
771,0.09999999999999999,0.0035,0.006,0.183,0.184,0.198,0.317,0.183,14.0,0.183,0.183,0.161,0.121,0.183,0.0,0.002,0.043,0.201,0.0,4.407,4.563,5.266,6.987,4.4,29.04.24 - 11:22
772,0.09999999999999999,0.0035,0.008,0.243,0.236,0.238,0.352,0.25,-1,0.243,0.234,0.2,0.15,0.25,0.0,0.005,0.043,0.205,0.0,4.206,4.377,5.134,6.893,4.15,29.04.24 - 11:23
773,0.09999999999999999,0.0035,0.01,0.18,0.184,0.202,0.32,0.15,23.0,0.172,0.167,0.162,0.124,0.15,0.008,0.022,0.05,0.205,0.0,3.932,4.094,4.711,6.548,4.15,29.04.24 - 11:24
774,0.09999999999999999,0.0035,0.012,0.02,0.032,0.091,0.242,0.0,56.0,0.02,0.025,0.047,0.037,0.0,0.0,0.007,0.05,0.21,0.0,4.0,4.292,5.05,6.878,3.967,29.04.24 - 11:25
775,0.09999999999999999,0.0035,0.014,0.0,0.0,0.044,0.204,0.0,38.0,0.0,0.0,0.01,0.011,0.0,0.0,0.0,0.037,0.196,0.0,3.417,3.451,4.173,6.138,3.417,29.04.24 - 11:26
776,0.09999999999999999,0.0035,0.016,0.0,0.01,0.075,0.225,0.0,48.0,0.0,0.009,0.047,0.04,0.0,0.0,0.001,0.033,0.19,0.0,3.717,3.729,4.481,6.378,3.717,29.04.24 - 11:26
777,0.09999999999999999,0.0035,0.018000000000000002,0.017,0.017,0.058,0.209,0.033,34.0,0.017,0.015,0.029,0.027,0.033,0.0,0.002,0.03,0.184,0.0,3.809,3.855,4.383,6.239,3.883,29.04.24 - 11:28
778,0.09999999999999999,0.0035,0.02,0.017,0.019,0.048,0.199,0.017,31.0,0.017,0.019,0.029,0.026,0.017,0.0,0.0,0.02,0.176,0.0,3.833,3.914,4.474,6.33,3.833,29.04.24 - 11:29
779,0.09999999999999999,0.0035,0.022000000000000002,0.0,0.001,0.015,0.17,0.0,30.0,0.0,0.001,0.007,0.007,0.0,0.0,0.0,0.009,0.164,0.0,3.717,3.717,3.99,5.872,3.717,29.04.24 - 11:30
780,0.09999999999999999,0.0035,0.024,0.0,0.011,0.034,0.183,0.0,36.0,0.0,0.011,0.023,0.021,0.0,0.0,0.0,0.012,0.164,0.0,3.6,3.6,3.963,5.838,3.6,29.04.24 - 11:31
781,0.09999999999999999,0.004,0.004,0.244,0.245,0.258,0.373,0.25,7.0,0.235,0.214,0.169,0.127,0.25,0.009,0.037,0.102,0.256,0.0,4.283,4.649,5.726,7.42,4.283,29.04.24 - 11:32
782,0.09999999999999999,0.004,0.006,0.217,0.2,0.212,0.333,0.217,9.0,0.217,0.192,0.14,0.105,0.217,0.0,0.01,0.076,0.231,0.0,4.332,4.582,5.575,7.234,4.2,29.04.24 - 11:33
783,0.09999999999999999,0.004,0.008,0.139,0.153,0.204,0.327,0.133,38.0,0.137,0.133,0.106,0.08,0.133,0.002,0.026,0.106,0.254,0.0,3.619,4.357,5.46,7.158,3.417,29.04.24 - 11:34
784,0.09999999999999999,0.004,0.01,0.099,0.104,0.152,0.287,0.1,42.0,0.099,0.088,0.076,0.057,0.1,0.0,0.02,0.084,0.237,0.0,4.109,4.531,5.506,7.231,4.267,29.04.24 - 11:35
785,0.09999999999999999,0.004,0.012,0.039,0.039,0.09,0.244,0.033,39.0,0.039,0.036,0.035,0.026,0.033,0.0,0.003,0.058,0.22,0.0,3.915,4.043,5.081,6.921,3.833,29.04.24 - 11:35
786,0.09999999999999999,0.004,0.014,0.019,0.045,0.107,0.26,0.017,45.0,0.019,0.036,0.059,0.044,0.017,0.0,0.009,0.052,0.219,0.0,3.613,3.847,4.881,6.799,3.583,29.04.24 - 11:36
787,0.09999999999999999,0.004,0.016,0.0,0.004,0.051,0.208,0.0,40.0,0.0,0.001,0.009,0.008,0.0,0.0,0.004,0.044,0.201,0.0,3.717,3.85,4.612,6.574,3.717,29.04.24 - 11:37
788,0.09999999999999999,0.004,0.018000000000000002,0.0,0.001,0.05,0.21,0.0,40.0,0.0,0.0,0.014,0.012,0.0,0.0,0.001,0.041,0.203,0.0,3.583,3.67,4.365,6.302,3.583,29.04.24 - 11:38
789,0.09999999999999999,0.004,0.02,0.0,0.001,0.049,0.213,0.0,41.0,0.0,0.0,0.01,0.009,0.0,0.0,0.001,0.041,0.206,0.0,3.533,3.613,4.479,6.461,3.533,29.04.24 - 11:39
790,0.09999999999999999,0.004,0.022000000000000002,0.0,0.0,0.022,0.181,0.0,33.0,0.0,0.0,0.004,0.003,0.0,0.0,0.0,0.018,0.178,0.0,3.633,3.665,4.077,6.066,3.633,29.04.24 - 11:40
791,0.09999999999999999,0.004,0.024,0.0,0.007,0.045,0.2,0.0,37.0,0.0,0.007,0.025,0.024,0.0,0.0,0.0,0.02,0.178,0.0,3.733,3.745,4.141,6.067,3.733,29.04.24 - 11:41
792,0.10999999999999999,0.0005,0.004,0.283,0.283,0.281,0.345,0.283,-1,0.283,0.283,0.281,0.236,0.283,0.0,0.0,0.0,0.11,0.0,4.517,4.517,4.526,5.866,4.517,29.04.24 - 11:42
793,0.10999999999999999,0.0005,0.006,0.3,0.3,0.298,0.358,0.3,-1,0.3,0.3,0.297,0.247,0.3,0.0,0.0,0.001,0.114,0.0,4.517,4.517,4.601,5.972,4.517,29.04.24 - 11:43
794,0.10999999999999999,0.0005,0.008,0.267,0.267,0.266,0.334,0.267,2.0,0.267,0.267,0.265,0.225,0.267,0.0,0.0,0.001,0.111,0.0,4.45,4.45,4.463,5.829,4.45,29.04.24 - 11:44
795,0.10999999999999999,0.0005,0.01,0.283,0.283,0.284,0.348,0.283,4.0,0.283,0.283,0.284,0.237,0.283,0.0,0.0,0.0,0.115,0.0,4.317,4.317,4.327,5.718,4.317,29.04.24 - 11:45
796,0.10999999999999999,0.0005,0.012,0.263,0.266,0.265,0.332,0.267,9.0,0.263,0.266,0.264,0.226,0.267,0.0,0.0,0.002,0.112,0.0,4.359,4.363,4.394,5.769,4.567,29.04.24 - 11:46
797,0.10999999999999999,0.0005,0.014,0.165,0.164,0.17,0.258,0.167,2.0,0.165,0.164,0.169,0.153,0.167,0.0,0.0,0.001,0.109,0.0,3.842,3.847,3.946,5.451,3.75,29.04.24 - 11:47
798,0.10999999999999999,0.0005,0.016,0.187,0.157,0.154,0.251,0.254,12.0,0.201,0.164,0.156,0.144,0.267,0.003,0.002,0.006,0.116,0.017,4.521,4.186,4.164,5.578,4.3,29.04.24 - 11:48
799,0.10999999999999999,0.0005,0.018000000000000002,0.166,0.128,0.12,0.216,0.207,11.0,0.177,0.134,0.123,0.111,0.2,0.005,0.002,0.003,0.112,0.017,4.126,3.919,3.933,5.267,4.167,29.04.24 - 11:49
800,0.10999999999999999,0.0005,0.02,0.301,0.208,0.173,0.259,0.328,-1,0.313,0.214,0.175,0.156,0.367,0.005,0.002,0.004,0.11,0.0,4.064,3.841,3.834,5.281,4.183,29.04.24 - 11:50
801,0.10999999999999999,0.0005,0.022000000000000002,0.266,0.21,0.182,0.27,0.257,10.0,0.285,0.22,0.182,0.164,0.267,0.005,0.003,0.008,0.116,0.0,4.463,4.111,4.075,5.476,4.05,29.04.24 - 11:51
802,0.10999999999999999,0.0005,0.024,0.228,0.197,0.162,0.236,0.332,-1,0.257,0.219,0.176,0.148,0.4,0.0,0.0,0.001,0.102,0.0,4.497,4.219,4.115,5.353,5.233,29.04.24 - 11:52
803,0.10999999999999999,0.001,0.004,0.286,0.289,0.283,0.353,0.283,8.0,0.286,0.289,0.279,0.232,0.283,0.0,0.0,0.004,0.125,0.0,4.117,4.117,4.214,5.815,4.117,29.04.24 - 11:53
804,0.10999999999999999,0.001,0.006,0.3,0.302,0.298,0.364,0.3,-1,0.3,0.302,0.298,0.245,0.3,0.0,0.0,0.002,0.125,0.0,4.183,4.183,4.255,5.766,4.183,29.04.24 - 11:54
805,0.10999999999999999,0.001,0.008,0.283,0.282,0.276,0.34,0.283,2.0,0.283,0.282,0.276,0.229,0.283,0.0,0.0,0.0,0.113,0.0,4.267,4.267,4.303,5.715,4.267,29.04.24 - 11:55
806,0.10999999999999999,0.001,0.01,0.251,0.265,0.269,0.344,0.25,8.0,0.251,0.265,0.267,0.222,0.25,0.0,0.0,0.002,0.126,0.0,4.067,4.067,4.166,5.738,4.067,29.04.24 - 11:55
807,0.10999999999999999,0.001,0.012,0.191,0.195,0.208,0.29,0.2,19.0,0.189,0.194,0.203,0.179,0.2,0.001,0.002,0.006,0.116,0.0,3.937,3.949,4.128,5.581,4.05,29.04.24 - 11:56
808,0.10999999999999999,0.001,0.014,0.033,0.045,0.067,0.179,0.033,31.0,0.033,0.045,0.062,0.064,0.033,0.0,0.0,0.005,0.118,0.0,3.7,3.709,3.831,5.37,3.7,29.04.24 - 11:57
809,0.10999999999999999,0.001,0.016,0.111,0.122,0.144,0.252,0.1,22.0,0.111,0.122,0.136,0.127,0.1,0.0,0.0,0.009,0.13,0.0,3.683,3.705,3.955,5.497,3.683,29.04.24 - 11:59
810,0.10999999999999999,0.001,0.018000000000000002,0.084,0.087,0.104,0.208,0.1,13.0,0.084,0.087,0.104,0.101,0.1,0.0,0.0,0.0,0.109,0.0,3.581,3.589,3.738,5.292,3.583,29.04.24 - 12:00
811,0.10999999999999999,0.001,0.02,0.132,0.111,0.114,0.221,0.147,15.0,0.137,0.113,0.114,0.115,0.167,0.0,0.0,0.001,0.11,0.0,3.482,3.483,3.568,5.132,3.483,29.04.24 - 12:01
812,0.10999999999999999,0.001,0.022000000000000002,0.106,0.067,0.058,0.164,0.133,4.0,0.106,0.067,0.057,0.057,0.133,0.0,0.0,0.001,0.11,0.0,3.75,3.75,3.799,5.263,3.75,29.04.24 - 12:02
813,0.10999999999999999,0.001,0.024,0.185,0.145,0.143,0.242,0.237,6.0,0.205,0.158,0.151,0.142,0.267,0.0,0.0,0.0,0.108,0.0,3.926,3.855,3.888,5.328,4.267,29.04.24 - 12:03
814,0.10999999999999999,0.0015,0.004,0.217,0.225,0.22,0.314,0.217,10.0,0.217,0.225,0.219,0.183,0.217,0.0,0.0,0.001,0.134,0.0,3.9,3.9,3.952,5.598,3.9,29.04.24 - 12:04
815,0.10999999999999999,0.0015,0.006,0.283,0.283,0.282,0.354,0.283,3.0,0.283,0.283,0.281,0.228,0.283,0.0,0.0,0.002,0.13,0.0,4.183,4.183,4.264,5.825,4.183,29.04.24 - 12:05
816,0.10999999999999999,0.0015,0.008,0.267,0.268,0.269,0.342,0.267,5.0,0.267,0.268,0.269,0.219,0.267,0.0,0.0,0.001,0.126,0.0,4.45,4.45,4.513,6.05,4.45,29.04.24 - 12:06
817,0.10999999999999999,0.0015,0.01,0.201,0.21,0.209,0.295,0.183,23.0,0.201,0.21,0.205,0.172,0.183,0.0,0.0,0.004,0.126,0.0,3.867,3.867,3.985,5.568,3.867,29.04.24 - 12:07
818,0.10999999999999999,0.0015,0.012,0.156,0.161,0.171,0.271,0.15,15.0,0.154,0.159,0.164,0.149,0.15,0.002,0.002,0.008,0.126,0.0,3.58,3.624,3.805,5.474,3.417,29.04.24 - 12:08
819,0.10999999999999999,0.0015,0.014,0.06,0.089,0.121,0.234,0.05,46.0,0.06,0.088,0.115,0.109,0.05,0.0,0.001,0.007,0.129,0.0,3.517,3.537,3.73,5.403,3.517,29.04.24 - 12:09
820,0.10999999999999999,0.0015,0.016,0.05,0.056,0.084,0.209,0.05,27.0,0.05,0.056,0.079,0.082,0.05,0.0,0.0,0.007,0.131,0.0,3.641,3.686,4.005,5.634,3.617,29.04.24 - 12:10
821,0.10999999999999999,0.0015,0.018000000000000002,0.067,0.082,0.1,0.216,0.05,36.0,0.067,0.082,0.094,0.094,0.05,0.0,0.0,0.006,0.125,0.0,3.65,3.65,3.872,5.447,3.65,29.04.24 - 12:11
822,0.10999999999999999,0.0015,0.02,0.063,0.071,0.096,0.211,0.083,33.0,0.063,0.071,0.087,0.092,0.083,0.0,0.0,0.009,0.122,0.0,3.55,3.55,3.738,5.278,3.55,29.04.24 - 12:12
823,0.10999999999999999,0.0015,0.022000000000000002,0.049,0.051,0.07,0.183,0.067,20.0,0.049,0.051,0.066,0.07,0.067,0.0,0.0,0.004,0.116,0.0,3.667,3.667,3.756,5.318,3.667,29.04.24 - 12:13
824,0.10999999999999999,0.0015,0.024,0.147,0.102,0.104,0.212,0.2,4.0,0.147,0.102,0.098,0.094,0.2,0.0,0.0,0.006,0.121,0.0,3.817,3.817,3.961,5.458,3.817,29.04.24 - 12:14
825,0.10999999999999999,0.002,0.004,0.25,0.25,0.257,0.343,0.25,3.0,0.25,0.25,0.25,0.202,0.25,0.0,0.0,0.012,0.148,0.0,4.383,4.383,4.622,6.25,4.383,29.04.24 - 12:15
826,0.10999999999999999,0.002,0.006,0.267,0.259,0.251,0.336,0.267,3.0,0.267,0.259,0.244,0.194,0.267,0.0,0.0,0.009,0.145,0.0,4.333,4.345,4.56,6.183,4.333,29.04.24 - 12:16
827,0.10999999999999999,0.002,0.008,0.233,0.237,0.226,0.309,0.233,6.0,0.233,0.237,0.221,0.174,0.233,0.0,0.0,0.005,0.136,0.0,4.15,4.15,4.35,5.91,4.15,29.04.24 - 12:17
828,0.10999999999999999,0.002,0.01,0.25,0.25,0.243,0.324,0.25,7.0,0.25,0.25,0.241,0.198,0.25,0.0,0.0,0.003,0.13,0.0,4.417,4.417,4.498,6.06,4.417,29.04.24 - 12:18
829,0.10999999999999999,0.002,0.012,0.127,0.137,0.166,0.278,0.117,20.0,0.127,0.137,0.158,0.14,0.117,0.0,0.0,0.01,0.144,0.0,3.888,3.912,4.249,5.945,3.7,29.04.24 - 12:19
830,0.10999999999999999,0.002,0.014,0.037,0.05,0.067,0.194,0.017,41.0,0.037,0.05,0.061,0.063,0.017,0.0,0.0,0.006,0.135,0.0,3.583,3.607,3.818,5.517,3.583,29.04.24 - 12:20
831,0.10999999999999999,0.002,0.016,0.056,0.07,0.104,0.221,0.05,32.0,0.056,0.069,0.093,0.089,0.05,0.0,0.001,0.012,0.135,0.0,3.917,3.993,4.267,5.894,3.917,29.04.24 - 12:21
832,0.10999999999999999,0.002,0.018000000000000002,0.031,0.042,0.067,0.188,0.017,40.0,0.031,0.042,0.062,0.068,0.017,0.0,0.0,0.005,0.122,0.0,3.733,3.754,3.986,5.553,3.733,29.04.24 - 12:22
833,0.10999999999999999,0.002,0.02,0.032,0.046,0.069,0.199,0.033,39.0,0.032,0.043,0.061,0.063,0.033,0.0,0.003,0.008,0.137,0.0,3.786,3.819,3.916,5.571,3.883,29.04.24 - 12:23
834,0.10999999999999999,0.002,0.022000000000000002,0.016,0.016,0.043,0.172,0.0,37.0,0.016,0.016,0.04,0.051,0.0,0.0,0.0,0.003,0.125,0.0,3.783,3.783,3.928,5.556,3.783,29.04.24 - 12:24
835,0.10999999999999999,0.002,0.024,0.017,0.018,0.032,0.16,0.017,24.0,0.017,0.018,0.03,0.038,0.017,0.0,0.0,0.002,0.123,0.0,3.767,3.767,3.939,5.488,3.767,29.04.24 - 12:25
836,0.10999999999999999,0.0025,0.004,0.189,0.194,0.199,0.296,0.183,13.0,0.189,0.194,0.192,0.152,0.183,0.0,0.0,0.01,0.15,0.0,4.233,4.253,4.59,6.225,4.233,29.04.24 - 12:26
837,0.10999999999999999,0.0025,0.006,0.217,0.216,0.221,0.316,0.217,6.0,0.217,0.216,0.21,0.163,0.217,0.0,0.0,0.012,0.155,0.0,4.033,4.044,4.442,6.16,4.033,29.04.24 - 12:27
838,0.10999999999999999,0.0025,0.008,0.283,0.282,0.265,0.344,0.283,-1,0.283,0.282,0.26,0.203,0.283,0.0,0.0,0.006,0.145,0.0,4.567,4.567,4.741,6.316,4.567,29.04.24 - 12:28
839,0.10999999999999999,0.0025,0.01,0.217,0.206,0.203,0.301,0.217,7.0,0.217,0.206,0.196,0.155,0.217,0.0,0.0,0.008,0.147,0.0,4.149,4.14,4.402,6.109,4.267,29.04.24 - 12:29
840,0.10999999999999999,0.0025,0.012,0.101,0.111,0.126,0.247,0.083,25.0,0.101,0.108,0.118,0.1,0.083,0.0,0.003,0.009,0.15,0.0,4.021,4.16,4.435,6.114,3.767,29.04.24 - 12:30
841,0.10999999999999999,0.0025,0.014,0.05,0.067,0.088,0.209,0.05,31.0,0.049,0.063,0.077,0.064,0.05,0.001,0.004,0.012,0.146,0.0,3.809,3.932,4.198,5.857,3.75,29.04.24 - 12:31
842,0.10999999999999999,0.0025,0.016,0.047,0.057,0.086,0.217,0.033,41.0,0.044,0.053,0.075,0.074,0.033,0.007,0.007,0.014,0.148,0.0,3.594,3.585,3.9,5.697,3.633,29.04.24 - 12:32
