instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,-1,0.31,0.335,0.317,0.325,0.5,0.0,0.0,0.0,0.0,0.0,0.31,0.335,0.317,0.325,0.5,4.81,4.37,4.29,4.945,3.5,1.12,1.08,1.2,1.32,1.0,28.05.24 - 02:07
1,-1,0.28,0.25,0.247,0.275,0.25,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.247,0.275,0.25,4.87,4.635,4.553,5.122,5.25,0.96,1.2,1.32,1.56,1.0,28.05.24 - 02:14
2,-1,0.24,0.21,0.217,0.245,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.21,0.217,0.245,0.25,3.48,3.24,3.253,4.172,8.75,1.48,1.44,1.507,1.85,1.0,28.05.24 - 02:21
3,-1,0.12,0.12,0.11,0.165,0.25,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.165,0.25,4.1,3.965,3.937,4.76,5.0,1.88,1.94,2.013,2.25,1.0,28.05.24 - 02:28
4,-1,0.27,0.295,0.273,0.285,0.25,0.0,0.0,0.0,0.0,0.0,0.27,0.295,0.273,0.285,0.25,4.11,4.42,4.393,5.102,2.5,1.36,1.42,1.68,1.98,1.0,28.05.24 - 02:36
5,-1,0.26,0.275,0.27,0.312,0.75,0.0,0.0,0.0,0.002,0.0,0.26,0.275,0.27,0.31,0.75,3.7,4.185,4.287,5.19,3.75,1.56,1.48,1.467,1.5,1.0,28.05.24 - 02:43
