instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.673,0.783,0.856,0.892,0.667,0.0,0.0,0.0,0.0,0.0,0.673,0.783,0.856,0.892,0.667,13.06,13.523,14.016,14.262,13.833,19.04.24 - 07:04
1,-1,0.613,0.753,0.836,0.877,0.5,0.0,0.0,0.0,0.0,0.0,0.613,0.753,0.836,0.877,0.5,12.1,13.15,13.767,14.075,11.167,19.04.24 - 07:04
2,-1,0.72,0.807,0.871,0.903,0.667,0.0,0.0,0.0,0.0,0.0,0.72,0.807,0.871,0.903,0.667,13.46,13.777,14.184,14.388,13.0,19.04.24 - 07:04
3,-1,0.607,0.75,0.833,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.607,0.75,0.833,0.875,0.5,12.113,13.023,13.682,14.012,11.5,19.04.24 - 07:04
4,-1,0.713,0.803,0.869,0.902,0.667,0.0,0.0,0.0,0.0,0.0,0.713,0.803,0.869,0.902,0.667,12.127,13.03,13.687,14.015,11.333,19.04.24 - 07:04
5,-1,0.573,0.733,0.822,0.867,0.5,0.0,0.0,0.0,0.0,0.0,0.573,0.733,0.822,0.867,0.5,12.827,13.327,13.884,14.163,13.0,19.04.24 - 07:04
6,-1,0.727,0.81,0.873,0.905,0.667,0.0,0.0,0.0,0.0,0.0,0.727,0.81,0.873,0.905,0.667,11.987,12.987,13.658,13.993,11.167,19.04.24 - 07:04
7,-1,0.613,0.753,0.836,0.877,0.5,0.0,0.0,0.0,0.0,0.0,0.613,0.753,0.836,0.877,0.5,12.293,13.033,13.689,14.017,11.667,19.04.24 - 07:04
8,-1,0.607,0.75,0.833,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.607,0.75,0.833,0.875,0.5,12.08,13.033,13.689,14.017,11.5,19.04.24 - 07:04
9,-1,0.667,0.78,0.853,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.667,0.78,0.853,0.89,0.5,12.12,13.027,13.684,14.013,11.333,19.04.24 - 07:04
