instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,10,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,3.667,3.667,3.667,4.492,3.667,23.05.24 - 00:40
1,11,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.057,0.0,4.167,4.167,4.167,4.807,4.167,23.05.24 - 00:40
2,29,0.0,0.0,0.002,0.096,0.0,0.0,0.0,0.002,0.038,0.0,0.0,0.0,0.0,0.062,0.0,3.833,3.833,3.947,4.91,3.833,23.05.24 - 00:40
3,14,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.053,0.0,3.833,3.833,3.833,4.747,3.833,23.05.24 - 00:41
4,16,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.058,0.0,3.667,3.667,3.667,4.547,3.667,23.05.24 - 00:41
5,21,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.053,0.0,3.833,3.833,3.833,4.56,3.833,23.05.24 - 00:41
6,69,0.0,0.106,0.173,0.229,0.0,0.0,0.1,0.167,0.158,0.0,0.0,0.01,0.011,0.078,0.0,3.713,4.477,4.427,5.263,3.667,23.05.24 - 00:41
7,10,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.053,0.0,3.5,3.5,3.5,4.373,3.5,23.05.24 - 00:41
8,21,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.078,0.0,4.667,4.667,4.667,5.727,4.667,23.05.24 - 00:41
9,10,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.05,0.0,3.667,3.667,3.667,4.515,3.667,23.05.24 - 00:41
