instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,76,0.013,0.173,0.253,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.173,0.253,0.413,0.0,4.153,5.993,6.967,8.762,4.0,29.04.24 - 05:56
1,-1,0.327,0.3,0.338,0.477,0.333,0.0,0.0,0.0,0.0,0.0,0.327,0.3,0.338,0.477,0.333,8.34,8.567,9.436,10.533,8.333,29.04.24 - 05:56
2,85,0.067,0.213,0.322,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.213,0.322,0.465,0.0,7.64,8.303,9.06,10.252,6.833,29.04.24 - 05:56
3,-1,0.333,0.333,0.36,0.493,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.36,0.493,0.333,8.833,8.833,9.787,10.77,8.833,29.04.24 - 05:56
4,96,0.153,0.293,0.376,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.293,0.376,0.505,0.0,6.1,7.5,8.384,9.772,3.5,29.04.24 - 05:56
5,-1,0.227,0.28,0.34,0.478,0.333,0.027,0.013,0.009,0.007,0.333,0.2,0.267,0.331,0.472,0.0,7.72,8.023,8.884,10.173,7.0,29.04.24 - 05:56
6,-1,0.169,0.236,0.295,0.445,0.167,0.007,0.007,0.004,0.003,0.0,0.167,0.233,0.293,0.443,0.167,6.887,7.933,8.889,10.097,6.167,29.04.24 - 05:56
7,-1,0.167,0.217,0.282,0.435,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.217,0.282,0.435,0.167,6.407,7.287,7.86,9.378,6.333,29.04.24 - 05:56
8,-1,0.326,0.329,0.377,0.506,0.236,0.013,0.007,0.004,0.003,0.167,0.32,0.327,0.376,0.505,0.167,8.413,8.453,9.32,10.5,8.333,29.04.24 - 05:56
9,-1,0.327,0.33,0.358,0.492,0.167,0.0,0.0,0.0,0.0,0.0,0.327,0.33,0.358,0.492,0.167,7.747,7.747,8.333,9.94,7.667,29.04.24 - 05:56
