instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,-1,0.23,0.22,0.177,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.177,0.2,0.25,3.68,3.73,3.837,4.598,3.25,1.76,1.96,2.387,2.6,1.0,28.05.24 - 03:01
1,-1,0.28,0.245,0.25,0.285,0.5,0.0,0.0,0.0,0.0,0.0,0.28,0.245,0.25,0.285,0.5,4.22,4.0,3.923,4.758,4.75,1.08,1.16,1.213,1.28,1.0,28.05.24 - 03:08
2,-1,0.1,0.115,0.13,0.168,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.115,0.13,0.168,0.25,4.37,4.42,4.297,5.04,4.25,2.52,2.32,2.507,2.61,0.0,28.05.24 - 03:15
3,99,0.17,0.14,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.12,0.16,0.0,4.45,4.405,4.42,5.255,4.5,2.96,2.84,3.08,3.31,6.0,28.05.24 - 03:22
4,-1,0.23,0.25,0.227,0.26,0.75,0.0,0.0,0.0,0.0,0.0,0.23,0.25,0.227,0.26,0.75,5.27,5.025,4.873,5.648,5.25,2.0,1.82,2.08,2.19,1.0,28.05.24 - 03:29
