error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,num-epochs_avg
0.0,0.0,0.00044,0.09008,0.0,0.0,0.0,0.00044,0.0105,0.0,0.0,0.0,0.0,0.08133,0.0,3.81667,3.81667,3.82867,4.98483,3.81667,18
