instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,59,0.044,0.028,0.033,0.175,0.0,0.033,0.022,0.022,0.017,0.0,0.011,0.006,0.011,0.158,0.0,4.078,3.889,4.233,6.022,3.5,22.05.24 - 14:21
1,53,0.044,0.022,0.037,0.175,0.0,0.022,0.011,0.022,0.031,0.0,0.022,0.011,0.015,0.153,0.0,4.156,3.994,4.048,5.714,3.833,22.05.24 - 14:21
2,-1,0.089,0.183,0.211,0.305,0.167,0.067,0.1,0.141,0.111,0.167,0.022,0.083,0.081,0.206,0.0,4.867,5.606,5.922,7.161,5.833,22.05.24 - 14:21
3,-1,0.189,0.289,0.226,0.328,0.167,0.167,0.194,0.148,0.131,0.167,0.022,0.094,0.078,0.203,0.0,3.778,5.356,5.463,7.089,3.167,22.05.24 - 14:21
4,59,0.044,0.033,0.1,0.228,0.0,0.033,0.028,0.059,0.067,0.0,0.011,0.006,0.041,0.161,0.0,4.367,4.4,4.952,6.408,3.833,22.05.24 - 14:21
5,59,0.089,0.083,0.074,0.183,0.0,0.067,0.072,0.059,0.044,0.0,0.022,0.011,0.015,0.139,0.0,4.489,4.522,4.556,6.083,3.5,22.05.24 - 14:21
6,-1,0.133,0.222,0.226,0.328,0.5,0.122,0.183,0.185,0.147,0.333,0.011,0.039,0.041,0.186,0.167,5.189,5.633,5.437,6.972,8.833,22.05.24 - 14:21
7,53,0.044,0.022,0.059,0.198,0.0,0.022,0.011,0.041,0.05,0.0,0.022,0.011,0.019,0.153,0.0,3.689,3.511,4.23,5.997,3.333,22.05.24 - 14:21
8,-1,0.356,0.344,0.334,0.409,0.333,0.333,0.333,0.311,0.239,0.333,0.022,0.011,0.03,0.178,0.0,4.667,4.75,5.33,6.989,3.667,22.05.24 - 14:21
9,53,0.044,0.022,0.048,0.167,0.0,0.022,0.011,0.022,0.025,0.0,0.022,0.011,0.026,0.142,0.0,3.9,3.7,4.496,6.158,3.5,22.05.24 - 14:21
