instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,49,0.0,0.0,0.129,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.34,0.0,4.167,4.46,6.131,8.275,4.167,19.04.24 - 06:50
1,49,0.0,0.0,0.127,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.338,0.0,4.333,4.373,6.1,8.265,4.333,19.04.24 - 06:50
2,57,0.0,0.033,0.156,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.156,0.36,0.0,3.667,4.39,5.762,8.012,3.667,19.04.24 - 06:50
3,54,0.0,0.013,0.124,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.124,0.333,0.0,3.333,4.493,6.198,8.398,3.333,19.04.24 - 06:50
4,52,0.0,0.007,0.156,0.36,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.007,0.153,0.358,0.0,3.833,5.157,6.658,8.677,3.833,19.04.24 - 06:50
5,59,0.0,0.03,0.158,0.362,0.0,0.0,0.007,0.004,0.003,0.0,0.0,0.023,0.153,0.358,0.0,3.667,5.357,7.053,8.967,3.667,19.04.24 - 06:50
6,44,0.0,0.0,0.111,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.33,0.0,3.333,4.1,5.827,8.087,3.333,19.04.24 - 06:50
7,45,0.0,0.0,0.087,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.308,0.0,4.0,4.147,5.298,7.657,4.0,19.04.24 - 06:50
8,60,0.0,0.063,0.227,0.414,0.0,0.0,0.05,0.067,0.05,0.0,0.0,0.013,0.164,0.367,0.0,3.74,4.88,6.936,8.905,3.5,19.04.24 - 06:50
9,59,0.0,0.03,0.185,0.382,0.0,0.0,0.0,0.018,0.013,0.0,0.0,0.03,0.178,0.377,0.0,3.973,5.087,6.924,8.863,3.333,19.04.24 - 06:50
