instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,25,0.0,0.0,0.041,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.225,0.0,3.667,3.667,4.648,6.675,3.667,22.05.24 - 15:20
1,22,0.0,0.0,0.041,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.214,0.0,3.833,3.833,4.307,6.325,3.833,22.05.24 - 15:20
2,-1,0.211,0.266,0.287,0.402,0.167,0.211,0.228,0.185,0.139,0.167,0.0,0.044,0.126,0.281,0.0,4.622,5.45,6.296,7.983,3.833,22.05.24 - 15:20
3,25,0.0,0.0,0.053,0.234,0.0,0.0,0.0,0.037,0.028,0.0,0.0,0.0,0.022,0.211,0.0,3.667,3.933,5.378,7.286,3.667,22.05.24 - 15:20
4,49,0.044,0.15,0.202,0.343,0.0,0.044,0.106,0.137,0.103,0.0,0.0,0.044,0.078,0.25,0.0,3.833,4.567,5.422,7.297,3.833,22.05.24 - 15:20
5,19,0.0,0.0,0.03,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.206,0.0,3.833,3.833,4.381,6.419,3.833,22.05.24 - 15:20
6,-1,0.167,0.25,0.297,0.417,0.167,0.167,0.211,0.204,0.153,0.167,0.0,0.039,0.104,0.272,0.0,3.5,4.656,6.296,7.939,3.5,22.05.24 - 15:20
7,33,0.0,0.017,0.107,0.272,0.0,0.0,0.0,0.007,0.006,0.0,0.0,0.017,0.1,0.267,0.0,3.333,3.8,4.933,6.942,3.333,22.05.24 - 15:20
8,-1,0.222,0.293,0.352,0.45,0.167,0.222,0.261,0.237,0.178,0.167,0.0,0.039,0.137,0.289,0.0,6.189,6.3,7.278,8.711,4.667,22.05.24 - 15:20
9,21,0.0,0.0,0.022,0.2,0.0,0.0,0.0,0.007,0.006,0.0,0.0,0.0,0.015,0.194,0.0,3.667,4.033,4.967,6.928,3.667,22.05.24 - 15:20
