instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.333,0.333,0.278,0.356,0.333,0.333,0.333,0.278,0.208,0.333,0.0,0.0,0.0,0.147,0.0,5.167,5.167,5.444,6.925,5.167,22.05.24 - 20:10
1,-1,0.333,0.333,0.333,0.39,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.0,0.133,0.0,5.0,5.0,5.0,6.403,5.0,22.05.24 - 20:10
2,-1,0.167,0.167,0.171,0.274,0.167,0.167,0.167,0.167,0.133,0.167,0.0,0.0,0.011,0.15,0.0,3.833,3.833,4.144,5.728,3.833,22.05.24 - 20:10
3,-1,0.167,0.117,0.107,0.234,0.167,0.167,0.117,0.107,0.103,0.167,0.0,0.0,0.0,0.136,0.0,4.667,4.583,4.811,6.497,4.667,22.05.24 - 20:10
4,-1,0.333,0.333,0.315,0.369,0.333,0.333,0.333,0.315,0.253,0.333,0.0,0.0,0.0,0.117,0.0,4.0,4.0,4.0,5.431,4.0,22.05.24 - 20:10
5,-1,0.333,0.333,0.333,0.392,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.0,0.125,0.0,5.833,5.833,5.785,7.067,5.833,22.05.24 - 20:10
6,-1,0.167,0.167,0.167,0.273,0.167,0.167,0.167,0.163,0.131,0.167,0.0,0.0,0.004,0.147,0.0,3.333,3.333,3.511,5.467,3.333,22.05.24 - 20:10
7,-1,0.333,0.333,0.333,0.392,0.333,0.333,0.333,0.333,0.275,0.333,0.0,0.0,0.0,0.117,0.0,4.333,4.333,4.6,6.111,4.333,22.05.24 - 20:10
8,-1,0.333,0.333,0.322,0.385,0.333,0.333,0.333,0.319,0.247,0.333,0.0,0.0,0.007,0.144,0.0,3.833,3.833,4.144,5.95,3.833,22.05.24 - 20:11
9,-1,0.333,0.333,0.296,0.347,0.333,0.333,0.333,0.296,0.231,0.333,0.0,0.0,0.0,0.117,0.0,4.0,4.0,4.0,5.578,4.0,22.05.24 - 20:11
