instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.333,0.357,0.408,0.523,0.333,0.333,0.333,0.282,0.212,0.333,0.0,0.057,0.16,0.337,0.0,3.9,5.223,6.791,8.477,3.5,19.04.24 - 06:17
1,90,0.14,0.237,0.298,0.457,0.0,0.0,0.027,0.104,0.078,0.0,0.14,0.21,0.193,0.378,0.0,5.093,6.213,7.176,9.015,3.333,19.04.24 - 06:17
2,-1,0.193,0.253,0.287,0.432,0.167,0.167,0.193,0.173,0.13,0.167,0.027,0.063,0.142,0.323,0.0,3.813,4.707,6.402,8.252,3.333,19.04.24 - 06:17
3,-1,0.307,0.386,0.455,0.558,0.167,0.24,0.287,0.207,0.155,0.167,0.067,0.117,0.267,0.417,0.0,6.173,6.697,8.096,9.455,4.333,19.04.24 - 06:17
4,60,0.0,0.033,0.167,0.342,0.0,0.0,0.0,0.018,0.013,0.0,0.0,0.033,0.16,0.337,0.0,4.0,4.833,6.511,8.233,4.0,19.04.24 - 06:17
5,61,0.0,0.053,0.167,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.167,0.342,0.0,3.333,4.933,6.602,8.402,3.333,19.04.24 - 06:17
6,51,0.0,0.003,0.127,0.312,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.003,0.122,0.308,0.0,3.667,4.367,6.078,8.008,3.667,19.04.24 - 06:17
7,-1,0.167,0.17,0.291,0.435,0.167,0.167,0.167,0.153,0.115,0.167,0.0,0.003,0.138,0.32,0.0,4.0,4.04,5.764,7.673,4.0,19.04.24 - 06:17
8,51,0.0,0.007,0.151,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.151,0.33,0.0,3.333,4.173,6.016,7.928,3.333,19.04.24 - 06:17
9,-1,0.32,0.357,0.404,0.52,0.167,0.313,0.323,0.298,0.223,0.167,0.007,0.033,0.107,0.297,0.0,5.48,5.49,5.911,7.917,5.333,19.04.24 - 06:17
