instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,98,0.05,0.07,0.073,0.12,0.0,0.0,0.0,0.0,0.005,0.0,0.05,0.07,0.073,0.115,0.0,4.61,4.76,4.807,5.438,4.0,2.84,2.8,2.8,2.99,3.0,28.05.24 - 05:24
1,98,0.06,0.055,0.053,0.088,0.0,0.0,0.0,0.003,0.002,0.0,0.06,0.055,0.05,0.085,0.0,4.45,4.585,4.813,5.448,4.0,3.64,4.04,4.36,4.38,4.0,28.05.24 - 05:31
2,-1,0.14,0.12,0.107,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.107,0.14,0.25,4.85,4.915,4.94,5.518,4.0,2.76,3.06,3.427,3.49,3.0,28.05.24 - 05:38
3,98,0.14,0.14,0.127,0.152,0.0,0.0,0.0,0.0,0.002,0.0,0.14,0.14,0.127,0.15,0.0,4.81,4.925,4.847,5.495,4.25,2.16,1.98,1.973,2.16,1.0,28.05.24 - 05:45
4,99,0.13,0.15,0.143,0.165,0.0,0.0,0.0,0.0,0.008,0.0,0.13,0.15,0.143,0.158,0.0,4.63,4.775,4.72,5.362,4.5,1.96,1.88,1.867,2.3,3.0,28.05.24 - 05:52
