instance_id,plasticity.lambda_plus,plasticity.lambda_h,plasticity.target_rate_h,plasticity.permanence_threshold,plasticity.correlation_threshold,synapses.p_exc_exc,experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,16,12,100,80,90,0.45,no-calib_on-chip,47,0.058,0.06,0.053,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.06,0.053,0.13,0.0,5.154,4.98,5.132,6.365,6.0,4.385,4.52,5.184,5.18,5.0,25.05.24 - 04:47
1,16,10,80,40,90,0.44999999999999996,no-calib_on-chip,49,0.058,0.04,0.026,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.04,0.026,0.08,0.0,5.019,5.03,5.059,6.025,6.25,5.615,5.48,6.0,6.24,9.0,25.05.24 - 04:51
2,16,16,100,80,90,0.39999999999999997,no-calib_on-chip,-1,0.154,0.15,0.118,0.215,0.25,0.0,0.0,0.0,0.0,0.0,0.154,0.15,0.118,0.215,0.25,4.096,4.14,4.217,5.52,5.0,1.615,1.72,2.263,2.02,1.0,25.05.24 - 04:55
3,14,16,100,80,90,0.39999999999999997,no-calib_on-chip,49,0.231,0.2,0.191,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.2,0.191,0.255,0.0,4.192,4.03,4.145,5.465,3.5,2.385,2.24,2.289,2.14,2.0,25.05.24 - 04:59
4,16,10,80,80,70,0.44999999999999996,no-calib_on-chip,-1,0.25,0.26,0.243,0.325,0.25,0.25,0.23,0.224,0.195,0.25,0.0,0.03,0.02,0.13,0.0,5.096,5.14,5.132,6.595,4.25,7.462,7.48,7.368,6.78,5.0,25.05.24 - 05:03
5,16,14,100,60,70,0.3,no-calib_on-chip,-1,0.327,0.27,0.27,0.35,0.25,0.135,0.11,0.118,0.13,0.25,0.192,0.16,0.151,0.22,0.0,3.981,4.14,4.296,5.245,4.25,2.308,2.48,2.816,2.74,3.0,25.05.24 - 05:06
6,14,12,60,60,70,0.3,no-calib_on-chip,-1,0.5,0.46,0.414,0.46,0.5,0.058,0.06,0.066,0.055,0.0,0.442,0.4,0.349,0.405,0.5,4.577,4.82,4.691,6.11,4.5,0.846,1.16,1.237,1.2,1.0,25.05.24 - 05:10
6,14,12,60,60,70,0.3,no-calib_on-chip,-1,0.327,0.33,0.316,0.38,0.5,0.0,0.0,0.013,0.02,0.0,0.327,0.33,0.303,0.36,0.5,5.365,5.22,5.079,6.325,6.5,1.615,1.96,2.184,2.04,1.0,25.05.24 - 06:28
7,14,8,80,60,90,0.3,no-calib_on-chip,-1,0.346,0.35,0.322,0.385,0.25,0.0,0.0,0.0,0.0,0.0,0.346,0.35,0.322,0.385,0.25,6.0,5.37,5.618,6.94,5.5,1.0,1.2,1.132,1.04,1.0,25.05.24 - 06:32
8,16,16,60,80,90,0.39999999999999997,no-calib_on-chip,-1,0.25,0.22,0.204,0.29,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.22,0.204,0.29,0.5,4.423,4.23,4.197,5.64,3.75,1.846,1.88,1.974,1.86,1.0,25.05.24 - 06:37
9,16,16,60,80,70,0.44999999999999996,no-calib_on-chip,-1,0.058,0.09,0.105,0.2,0.25,0.058,0.09,0.105,0.085,0.25,0.0,0.0,0.0,0.115,0.0,5.558,5.44,5.263,6.66,6.0,6.538,6.4,6.447,6.18,8.0,25.05.24 - 06:41
10,18,12,80,80,70,0.3,no-calib_on-chip,-1,0.192,0.21,0.224,0.285,0.25,0.0,0.0,0.0,0.01,0.0,0.192,0.21,0.224,0.275,0.25,4.019,3.98,3.921,5.245,3.5,1.692,1.4,1.816,2.06,0.0,25.05.24 - 06:45
11,16,12,100,40,80,0.3,no-calib_on-chip,-1,0.212,0.25,0.243,0.275,0.25,0.0,0.0,0.013,0.025,0.0,0.212,0.25,0.23,0.25,0.25,4.519,5.25,4.993,5.6,3.25,1.769,1.68,1.868,1.76,3.0,25.05.24 - 06:49
12,14,16,100,80,80,0.3,no-calib_on-chip,-1,0.327,0.31,0.257,0.325,0.5,0.0,0.0,0.0,0.0,0.0,0.327,0.31,0.257,0.325,0.5,6.769,6.47,5.836,6.97,7.25,1.231,1.44,1.711,1.64,0.0,25.05.24 - 06:54
13,14,8,100,40,70,0.44999999999999996,no-calib_on-chip,-1,0.115,0.09,0.086,0.145,0.25,0.096,0.08,0.079,0.08,0.25,0.019,0.01,0.007,0.065,0.0,5.0,5.1,5.243,6.155,5.0,8.154,8.44,8.579,8.68,10.0,25.05.24 - 06:58
14,16,14,100,40,90,0.39999999999999997,no-calib_on-chip,43,0.019,0.01,0.033,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.01,0.033,0.065,0.0,3.442,3.55,3.711,4.55,3.75,4.0,4.04,3.789,3.96,5.0,25.05.24 - 07:02
15,16,14,80,40,70,0.39999999999999997,no-calib_on-chip,38,0.019,0.01,0.007,0.06,0.0,0.0,0.0,0.0,0.005,0.0,0.019,0.01,0.007,0.055,0.0,4.596,4.68,4.928,5.905,5.0,4.923,5.16,5.605,6.06,6.0,25.05.24 - 07:06
16,14,12,100,80,80,0.39999999999999997,no-calib_on-chip,42,0.019,0.02,0.053,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.053,0.145,0.0,4.385,4.42,4.487,5.855,4.5,4.0,4.4,4.526,4.2,5.0,25.05.24 - 07:11
17,14,12,60,80,70,0.35,no-calib_on-chip,-1,0.212,0.22,0.243,0.335,0.25,0.0,0.0,0.0,0.0,0.0,0.212,0.22,0.243,0.335,0.25,4.115,4.58,5.395,6.945,3.25,2.769,2.6,2.5,2.16,3.0,25.05.24 - 07:15
18,14,16,100,40,80,0.44999999999999996,no-calib_on-chip,24,0.0,0.0,0.007,0.055,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.007,0.045,0.0,4.192,4.42,4.671,5.685,3.25,4.538,4.88,5.105,5.72,4.0,25.05.24 - 07:19
19,14,10,80,80,70,0.39999999999999997,no-calib_on-chip,49,0.019,0.05,0.039,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.05,0.039,0.15,0.0,4.269,4.36,4.217,5.815,4.75,4.385,3.96,4.026,3.68,4.0,25.05.24 - 07:23
20,18,8,100,80,70,0.3,no-calib_on-chip,-1,0.269,0.3,0.27,0.33,0.25,0.0,0.0,0.0,0.0,0.0,0.269,0.3,0.27,0.33,0.25,6.481,6.21,6.039,7.015,9.0,1.846,1.56,1.395,1.48,3.0,25.05.24 - 07:28
21,14,10,80,40,90,0.3,no-calib_on-chip,-1,0.269,0.28,0.289,0.32,0.25,0.0,0.0,0.0,0.0,0.0,0.269,0.28,0.289,0.32,0.25,5.077,5.03,5.125,5.89,5.5,1.154,1.4,1.526,1.58,1.0,25.05.24 - 07:32
22,18,12,100,80,90,0.35,no-calib_on-chip,-1,0.481,0.38,0.368,0.42,0.5,0.0,0.0,0.0,0.0,0.0,0.481,0.38,0.368,0.42,0.5,5.231,4.59,4.691,5.93,9.75,1.308,1.48,1.553,1.46,3.0,25.05.24 - 07:36
23,18,16,100,40,80,0.44999999999999996,no-calib_on-chip,42,0.019,0.01,0.007,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.01,0.007,0.045,0.0,4.712,4.81,4.829,5.51,5.75,4.692,5.04,5.211,5.74,4.0,25.05.24 - 07:40
24,14,12,80,60,80,0.35,no-calib_on-chip,-1,0.365,0.32,0.283,0.33,0.25,0.0,0.0,0.0,0.0,0.0,0.365,0.32,0.283,0.33,0.25,5.692,5.16,5.27,6.325,6.0,2.462,3.04,3.158,2.9,1.0,25.05.24 - 07:45
25,18,8,100,80,90,0.35,no-calib_on-chip,-1,0.462,0.42,0.414,0.46,0.5,0.0,0.0,0.0,0.0,0.0,0.462,0.42,0.414,0.46,0.5,8.442,7.81,7.507,8.15,9.0,0.0,0.08,0.079,0.18,0.0,25.05.24 - 07:49
26,16,12,100,60,80,0.3,no-calib_on-chip,-1,0.25,0.32,0.309,0.355,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.32,0.309,0.355,0.25,4.923,5.92,5.947,6.675,6.25,1.308,1.64,1.842,1.76,1.0,25.05.24 - 07:53
27,18,8,100,60,90,0.44999999999999996,no-calib_on-chip,-1,0.115,0.17,0.138,0.205,0.25,0.0,0.0,0.0,0.0,0.0,0.115,0.17,0.138,0.205,0.25,3.904,4.38,4.421,5.505,4.25,2.538,2.44,2.842,2.68,3.0,25.05.24 - 07:58
28,18,10,80,40,70,0.35,no-calib_on-chip,47,0.058,0.09,0.092,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.09,0.092,0.12,0.0,5.058,5.13,5.224,5.975,3.75,4.385,4.04,4.184,4.64,5.0,25.05.24 - 08:02
29,14,16,60,40,70,0.39999999999999997,no-calib_on-chip,-1,0.077,0.07,0.059,0.105,0.25,0.019,0.01,0.007,0.005,0.0,0.058,0.06,0.053,0.1,0.25,4.558,4.85,4.901,5.915,4.75,4.769,4.68,4.711,5.2,4.0,25.05.24 - 08:06
30,14,16,80,40,80,0.39999999999999997,no-calib_on-chip,49,0.077,0.06,0.066,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.06,0.066,0.11,0.0,4.615,4.79,4.862,5.89,4.25,4.385,4.32,4.553,5.26,6.0,25.05.24 - 08:11
31,16,14,100,80,90,0.3,no-calib_on-chip,-1,0.423,0.41,0.395,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.423,0.41,0.395,0.43,0.5,5.692,6.11,6.007,6.92,5.5,0.0,0.08,0.132,0.18,0.0,25.05.24 - 08:15
32,14,12,80,80,70,0.35,no-calib_on-chip,-1,0.327,0.33,0.316,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.327,0.33,0.316,0.38,0.5,5.423,5.58,5.461,6.66,4.25,2.0,1.92,1.789,1.52,1.0,25.05.24 - 08:19
33,14,14,100,40,80,0.39999999999999997,no-calib_on-chip,47,0.096,0.09,0.079,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.09,0.079,0.11,0.0,4.731,4.89,4.98,5.84,4.0,4.0,4.4,4.658,4.88,5.0,25.05.24 - 08:24
34,16,8,100,40,90,0.39999999999999997,no-calib_on-chip,49,0.269,0.34,0.309,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.34,0.309,0.32,0.0,6.288,6.88,6.73,7.21,5.0,1.385,1.32,1.763,2.24,3.0,25.05.24 - 08:28
35,14,8,60,80,80,0.44999999999999996,no-calib_on-chip,34,0.0,0.02,0.039,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.039,0.19,0.0,3.846,3.98,4.039,6.01,3.5,4.0,4.0,3.789,3.16,4.0,25.05.24 - 08:32
36,18,8,80,80,90,0.3,no-calib_on-chip,-1,0.462,0.42,0.401,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.462,0.42,0.401,0.45,0.5,7.712,7.54,7.257,8.18,7.0,0.0,0.0,0.0,0.06,0.0,25.05.24 - 08:36
37,14,10,100,40,90,0.44999999999999996,no-calib_on-chip,46,0.154,0.15,0.132,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.15,0.132,0.175,0.0,4.212,4.22,4.48,5.505,4.5,2.231,1.96,2.053,2.72,4.0,25.05.24 - 08:41
38,18,12,100,80,70,0.44999999999999996,no-calib_on-chip,46,0.077,0.06,0.072,0.15,0.0,0.058,0.04,0.059,0.06,0.0,0.019,0.02,0.013,0.09,0.0,5.423,5.4,5.487,6.52,5.75,6.231,6.28,6.658,6.42,8.0,25.05.24 - 08:45
39,18,8,100,40,70,0.35,no-calib_on-chip,46,0.077,0.12,0.092,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.12,0.092,0.125,0.0,5.077,4.9,4.836,5.635,4.75,4.538,4.16,4.368,4.48,5.0,25.05.24 - 08:49
40,18,8,100,40,90,0.35,no-calib_on-chip,-1,0.442,0.4,0.382,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.442,0.4,0.382,0.38,0.5,7.519,6.96,6.592,7.125,5.5,1.308,1.24,1.447,1.48,1.0,25.05.24 - 08:54
41,18,16,100,60,90,0.3,no-calib_on-chip,-1,0.25,0.26,0.237,0.285,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.26,0.237,0.285,0.25,5.577,5.6,5.178,6.075,5.75,0.0,0.16,0.342,0.54,0.0,25.05.24 - 08:58
42,16,10,100,40,80,0.35,no-calib_on-chip,-1,0.173,0.13,0.145,0.18,0.25,0.0,0.0,0.0,0.0,0.0,0.173,0.13,0.145,0.18,0.25,4.615,4.35,4.467,5.295,7.0,3.0,3.32,3.316,3.44,1.0,25.05.24 - 09:02
43,14,16,100,80,70,0.39999999999999997,no-calib_on-chip,49,0.077,0.1,0.079,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.1,0.079,0.175,0.0,4.385,4.44,4.783,6.015,4.75,3.538,3.4,3.842,3.68,4.0,25.05.24 - 09:06
44,16,16,80,80,90,0.44999999999999996,no-calib_on-chip,-1,0.269,0.24,0.27,0.315,0.25,0.0,0.0,0.0,0.0,0.0,0.269,0.24,0.27,0.315,0.25,4.808,4.53,4.816,6.11,4.75,1.385,1.4,1.474,1.92,1.0,25.05.24 - 09:11
45,16,8,60,80,80,0.39999999999999997,no-calib_on-chip,-1,0.154,0.14,0.178,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.154,0.14,0.178,0.28,0.25,3.673,3.88,4.132,5.995,2.75,3.385,3.48,3.132,2.84,3.0,25.05.24 - 09:15
46,14,10,60,80,90,0.44999999999999996,no-calib_on-chip,48,0.154,0.16,0.145,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.16,0.145,0.27,0.0,3.5,3.66,3.888,5.745,2.5,0.462,0.44,0.5,0.4,1.0,25.05.24 - 09:19
47,18,10,80,40,70,0.3,no-calib_on-chip,49,0.231,0.2,0.178,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.2,0.178,0.21,0.0,6.192,5.77,5.507,6.115,6.25,1.077,1.44,1.5,1.64,1.0,25.05.24 - 09:23
48,14,12,80,60,80,0.3,no-calib_on-chip,-1,0.423,0.44,0.414,0.445,0.25,0.0,0.0,0.0,0.0,0.0,0.423,0.44,0.414,0.445,0.25,6.346,5.9,5.98,7.115,3.5,0.923,1.0,1.132,1.16,1.0,25.05.24 - 09:28
49,14,12,60,80,90,0.39999999999999997,no-calib_on-chip,-1,0.25,0.27,0.27,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.27,0.36,0.25,5.038,5.28,4.954,6.455,4.25,1.538,1.6,1.684,1.48,1.0,25.05.24 - 09:32
50,14,14,60,60,90,0.44999999999999996,no-calib_on-chip,-1,0.212,0.18,0.191,0.265,0.25,0.0,0.0,0.0,0.0,0.0,0.212,0.18,0.191,0.265,0.25,3.692,3.75,3.921,5.25,3.75,2.692,2.8,2.579,2.34,1.0,25.05.24 - 09:36
51,18,14,80,40,90,0.3,no-calib_on-chip,-1,0.519,0.47,0.461,0.44,0.5,0.0,0.0,0.0,0.0,0.0,0.519,0.47,0.461,0.44,0.5,5.212,5.42,5.987,6.355,5.0,0.615,0.6,0.579,0.56,0.0,25.05.24 - 09:40
52,16,8,100,80,90,0.3,no-calib_on-chip,-1,0.423,0.39,0.414,0.475,0.5,0.0,0.0,0.0,0.0,0.0,0.423,0.39,0.414,0.475,0.5,5.962,5.74,6.007,7.415,8.75,0.0,0.0,0.0,0.04,0.0,25.05.24 - 09:45
53,18,16,100,80,70,0.44999999999999996,no-calib_on-chip,44,0.058,0.05,0.033,0.13,0.0,0.019,0.03,0.02,0.04,0.0,0.038,0.02,0.013,0.09,0.0,5.288,5.21,5.678,6.73,5.5,7.769,7.8,8.868,9.04,8.0,25.05.24 - 09:49
54,18,8,100,60,90,0.35,no-calib_on-chip,-1,0.385,0.37,0.368,0.395,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.37,0.368,0.395,0.5,5.923,5.87,5.836,6.81,6.0,0.615,0.56,0.579,0.58,1.0,25.05.24 - 09:53
55,14,10,80,80,80,0.35,no-calib_on-chip,48,0.154,0.14,0.138,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.14,0.138,0.245,0.0,3.846,3.84,4.217,5.83,3.75,3.154,3.68,3.737,3.2,5.0,25.05.24 - 09:58
56,14,14,100,60,90,0.3,no-calib_on-chip,-1,0.404,0.45,0.454,0.485,0.25,0.0,0.0,0.0,0.0,0.0,0.404,0.45,0.454,0.485,0.25,5.192,5.2,5.322,6.26,7.25,1.615,1.64,1.684,1.44,3.0,25.05.24 - 10:02
57,14,12,60,60,80,0.3,no-calib_on-chip,-1,0.288,0.35,0.362,0.425,0.25,0.0,0.0,0.0,0.0,0.0,0.288,0.35,0.362,0.425,0.25,4.154,4.58,4.855,6.405,5.0,1.538,1.4,1.447,1.18,1.0,25.05.24 - 10:06
58,18,8,60,40,90,0.35,no-calib_on-chip,48,0.096,0.2,0.158,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.2,0.158,0.195,0.0,3.923,4.62,4.625,5.505,3.0,3.231,2.96,2.895,2.9,2.0,25.05.24 - 10:11
59,14,12,60,60,90,0.39999999999999997,no-calib_on-chip,-1,0.404,0.34,0.322,0.39,0.5,0.0,0.0,0.0,0.0,0.0,0.404,0.34,0.322,0.39,0.5,7.827,7.01,6.803,7.735,9.25,1.0,1.16,1.289,1.28,1.0,25.05.24 - 10:15
60,16,8,80,40,90,0.35,no-calib_on-chip,-1,0.385,0.32,0.237,0.245,0.5,0.0,0.0,0.0,0.0,0.0,0.385,0.32,0.237,0.245,0.5,4.904,4.96,4.914,5.795,4.25,2.231,2.6,2.895,3.1,3.0,25.05.24 - 10:19
61,14,14,60,60,90,0.35,no-calib_on-chip,-1,0.385,0.37,0.368,0.425,0.75,0.0,0.0,0.0,0.0,0.0,0.385,0.37,0.368,0.425,0.75,6.192,6.31,6.033,7.175,4.5,0.0,0.16,0.105,0.12,0.0,25.05.24 - 10:23
62,18,12,80,80,70,0.44999999999999996,no-calib_on-chip,49,0.096,0.09,0.079,0.175,0.0,0.096,0.09,0.072,0.07,0.0,0.0,0.0,0.007,0.105,0.0,4.615,4.69,4.757,5.96,4.25,5.923,6.0,5.737,5.24,6.0,25.05.24 - 10:28
63,16,10,60,40,90,0.3,no-calib_on-chip,-1,0.308,0.33,0.349,0.385,0.25,0.0,0.0,0.0,0.0,0.0,0.308,0.33,0.349,0.385,0.25,5.827,6.09,6.48,7.07,4.25,1.231,1.56,1.5,1.46,3.0,25.05.24 - 10:32
64,14,10,100,80,70,0.3,no-calib_on-chip,-1,0.481,0.45,0.474,0.52,0.5,0.038,0.07,0.112,0.105,0.0,0.442,0.38,0.362,0.415,0.5,4.442,4.53,4.467,5.91,3.5,2.077,2.2,2.132,1.98,1.0,25.05.24 - 10:35
65,14,16,100,60,70,0.35,no-calib_on-chip,46,0.077,0.07,0.053,0.125,0.0,0.0,0.0,0.007,0.02,0.0,0.077,0.07,0.046,0.105,0.0,4.538,4.59,4.763,5.835,4.75,5.462,5.4,6.132,6.16,6.0,25.05.24 - 10:39
66,14,10,60,40,70,0.44999999999999996,no-calib_on-chip,-1,0.192,0.21,0.211,0.26,0.25,0.192,0.21,0.211,0.19,0.25,0.0,0.0,0.0,0.07,0.0,5.673,5.64,5.678,6.615,7.25,9.077,9.16,9.368,8.86,11.0,25.05.24 - 10:43
67,16,12,60,60,80,0.35,no-calib_on-chip,49,0.212,0.21,0.204,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.21,0.204,0.29,0.0,4.404,4.48,4.474,5.87,3.5,1.462,1.56,1.684,1.5,4.0,25.05.24 - 10:47
68,16,14,100,60,80,0.35,no-calib_on-chip,49,0.096,0.08,0.066,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.08,0.066,0.12,0.0,4.192,4.09,4.257,5.135,3.25,3.462,3.48,3.658,3.78,1.0,25.05.24 - 10:51
69,18,16,100,80,80,0.44999999999999996,no-calib_on-chip,-1,0.231,0.22,0.211,0.28,0.25,0.212,0.2,0.184,0.175,0.25,0.019,0.02,0.026,0.105,0.0,5.135,5.28,5.401,6.425,5.5,7.923,8.16,8.737,8.26,9.0,25.05.24 - 10:56
70,18,8,60,60,70,0.3,no-calib_on-chip,-1,0.231,0.22,0.197,0.27,0.25,0.0,0.0,0.0,0.015,0.0,0.231,0.22,0.197,0.255,0.25,3.904,3.86,3.895,5.04,3.0,2.308,2.44,2.526,2.4,4.0,25.05.24 - 11:00
71,16,8,100,60,70,0.35,no-calib_on-chip,18,0.0,0.0,0.007,0.09,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.007,0.085,0.0,4.538,4.46,4.467,5.565,6.25,5.462,5.72,5.5,5.32,6.0,25.05.24 - 11:04
72,14,14,100,80,80,0.35,no-calib_on-chip,-1,0.212,0.15,0.151,0.22,0.5,0.0,0.0,0.0,0.0,0.0,0.212,0.15,0.151,0.22,0.5,4.231,4.14,4.414,5.71,3.5,1.769,2.12,2.395,2.58,1.0,25.05.24 - 11:08
73,16,14,80,80,80,0.3,no-calib_on-chip,-1,0.442,0.41,0.401,0.455,0.5,0.0,0.0,0.0,0.015,0.0,0.442,0.41,0.401,0.44,0.5,7.404,6.88,6.421,7.345,5.5,1.077,1.0,1.289,1.44,2.0,25.05.24 - 11:13
74,14,12,100,40,70,0.3,no-calib_on-chip,49,0.096,0.15,0.158,0.22,0.0,0.0,0.0,0.0,0.02,0.0,0.096,0.15,0.158,0.2,0.0,4.442,4.69,4.895,5.71,3.5,3.0,2.68,2.763,2.98,4.0,25.05.24 - 11:17
75,14,16,80,40,90,0.44999999999999996,no-calib_on-chip,-1,0.173,0.11,0.092,0.165,0.5,0.0,0.0,0.0,0.01,0.0,0.173,0.11,0.092,0.155,0.5,4.212,4.32,4.586,5.53,7.0,1.923,1.96,2.368,2.74,1.0,25.05.24 - 11:21
76,16,8,100,80,80,0.35,no-calib_on-chip,49,0.212,0.22,0.191,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.22,0.191,0.275,0.0,5.135,4.98,5.178,6.38,2.75,2.769,2.6,2.553,2.3,4.0,25.05.24 - 11:25
77,14,10,100,40,80,0.35,no-calib_on-chip,-1,0.058,0.06,0.059,0.105,0.25,0.0,0.0,0.0,0.0,0.0,0.058,0.06,0.059,0.105,0.25,4.212,4.29,4.513,5.445,5.5,3.769,4.0,3.947,4.18,2.0,25.05.24 - 11:29
78,16,14,100,60,90,0.35,no-calib_on-chip,-1,0.365,0.35,0.355,0.385,0.25,0.0,0.0,0.0,0.0,0.0,0.365,0.35,0.355,0.385,0.25,5.654,6.0,5.783,6.51,6.75,0.538,0.52,0.658,0.8,1.0,25.05.24 - 11:33
79,14,8,100,80,80,0.35,no-calib_on-chip,-1,0.327,0.35,0.349,0.415,0.25,0.0,0.0,0.0,0.0,0.0,0.327,0.35,0.349,0.415,0.25,3.846,4.15,4.0,5.505,2.75,0.769,0.72,0.684,0.62,0.0,25.05.24 - 11:38
80,14,14,60,80,90,0.3,no-calib_on-chip,-1,0.423,0.39,0.388,0.465,0.5,0.0,0.0,0.0,0.0,0.0,0.423,0.39,0.388,0.465,0.5,6.154,6.83,7.132,8.345,5.0,0.462,0.52,0.632,0.62,1.0,25.05.24 - 11:42
81,16,12,100,60,70,0.44999999999999996,no-calib_on-chip,-1,0.096,0.09,0.066,0.14,0.5,0.019,0.02,0.013,0.025,0.25,0.077,0.07,0.053,0.115,0.25,5.404,5.46,5.533,6.515,5.75,6.462,6.72,7.105,7.06,6.0,25.05.24 - 11:46
82,14,14,100,60,70,0.44999999999999996,no-calib_on-chip,42,0.019,0.01,0.013,0.11,0.0,0.019,0.01,0.007,0.03,0.0,0.0,0.0,0.007,0.08,0.0,5.769,5.56,5.539,6.45,4.75,6.154,6.36,6.447,6.76,7.0,25.05.24 - 11:51
83,18,8,60,40,80,0.3,no-calib_on-chip,-1,0.423,0.41,0.368,0.37,0.25,0.019,0.01,0.007,0.005,0.0,0.404,0.4,0.362,0.365,0.25,8.712,8.12,7.539,7.945,7.25,1.154,1.28,1.579,1.78,1.0,25.05.24 - 11:55
84,16,12,80,80,90,0.44999999999999996,no-calib_on-chip,-1,0.231,0.22,0.217,0.275,0.25,0.0,0.0,0.0,0.0,0.0,0.231,0.22,0.217,0.275,0.25,5.538,5.13,5.151,6.365,8.75,2.308,2.4,2.5,2.78,2.0,25.05.24 - 11:59
85,14,14,80,60,90,0.3,no-calib_on-chip,-1,0.365,0.4,0.388,0.42,0.25,0.0,0.0,0.0,0.0,0.0,0.365,0.4,0.388,0.42,0.25,5.558,6.09,6.513,7.405,4.5,0.692,0.88,0.895,0.94,0.0,25.05.24 - 12:03
86,16,12,60,80,80,0.35,no-calib_on-chip,-1,0.385,0.39,0.388,0.465,0.25,0.0,0.0,0.0,0.0,0.0,0.385,0.39,0.388,0.465,0.25,5.692,4.99,5.072,6.455,3.0,0.923,0.88,0.868,0.86,2.0,25.05.24 - 12:08
87,18,16,60,40,70,0.39999999999999997,no-calib_on-chip,13,0.0,0.0,0.007,0.06,0.0,0.0,0.0,0.007,0.005,0.0,0.0,0.0,0.0,0.055,0.0,5.077,5.54,5.48,6.31,4.75,6.0,6.48,6.474,6.48,6.0,25.05.24 - 12:12
88,18,8,60,80,90,0.3,no-calib_on-chip,-1,0.327,0.37,0.395,0.46,0.25,0.0,0.0,0.0,0.0,0.0,0.327,0.37,0.395,0.46,0.25,6.154,6.37,6.711,7.825,5.5,0.692,0.6,0.605,0.58,1.0,25.05.24 - 12:16
89,18,10,100,40,80,0.44999999999999996,no-calib_on-chip,9,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.04,0.0,4.846,5.08,5.276,6.095,6.0,5.385,5.64,6.105,6.58,7.0,25.05.24 - 12:20
90,18,8,80,60,90,0.3,no-calib_on-chip,-1,0.423,0.41,0.355,0.405,0.25,0.0,0.0,0.0,0.0,0.0,0.423,0.41,0.355,0.405,0.25,6.827,7.1,6.987,7.81,5.25,0.0,0.04,0.158,0.34,0.0,25.05.24 - 12:24
91,14,12,60,40,80,0.44999999999999996,no-calib_on-chip,-1,0.154,0.19,0.158,0.19,0.25,0.0,0.0,0.0,0.0,0.0,0.154,0.19,0.158,0.19,0.25,4.038,4.2,4.342,5.385,3.5,3.692,3.4,4.0,4.02,3.0,25.05.24 - 12:29
92,18,14,80,40,70,0.35,no-calib_on-chip,-1,0.058,0.04,0.033,0.08,0.25,0.0,0.0,0.0,0.015,0.0,0.058,0.04,0.033,0.065,0.25,4.423,4.7,4.842,5.665,4.75,4.0,4.12,4.053,4.38,1.0,25.05.24 - 12:33
93,14,10,60,40,90,0.3,no-calib_on-chip,-1,0.404,0.41,0.408,0.44,0.75,0.0,0.0,0.0,0.0,0.0,0.404,0.41,0.408,0.44,0.75,7.231,7.53,7.178,7.96,9.25,0.769,0.8,0.737,0.68,0.0,25.05.24 - 12:37
