instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,18,0.0,0.0,0.011,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.161,0.0,3.667,3.667,3.915,5.806,3.667,22.05.24 - 19:47
1,16,0.0,0.0,0.004,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.153,0.0,3.833,3.833,3.878,5.619,3.833,22.05.24 - 19:47
2,-1,0.167,0.178,0.201,0.309,0.167,0.167,0.178,0.185,0.139,0.167,0.0,0.0,0.033,0.183,0.0,3.833,4.028,5.278,6.9,3.833,22.05.24 - 19:47
3,17,0.0,0.0,0.007,0.166,0.0,0.0,0.0,0.007,0.019,0.0,0.0,0.0,0.0,0.15,0.0,3.833,3.833,4.344,6.339,3.833,22.05.24 - 19:47
4,31,0.0,0.006,0.096,0.233,0.0,0.0,0.006,0.063,0.064,0.0,0.0,0.0,0.033,0.172,0.0,3.333,3.333,4.011,5.906,3.333,22.05.24 - 19:47
5,14,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,3.833,3.833,3.874,5.678,3.833,22.05.24 - 19:47
6,29,0.0,0.0,0.09,0.232,0.0,0.0,0.0,0.044,0.042,0.0,0.0,0.0,0.048,0.197,0.0,3.5,3.5,4.819,6.669,3.5,22.05.24 - 19:47
7,14,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.15,0.0,3.5,3.5,3.989,5.936,3.5,22.05.24 - 19:47
8,-1,0.167,0.239,0.3,0.395,0.167,0.167,0.228,0.259,0.194,0.167,0.0,0.028,0.078,0.228,0.0,3.833,4.489,5.33,7.022,3.833,22.05.24 - 19:47
9,16,0.0,0.0,0.004,0.147,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.004,0.142,0.0,3.667,3.667,4.252,6.022,3.667,22.05.24 - 19:47
