instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,55,0.111,0.189,0.311,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.189,0.311,0.461,0.0,6.433,7.222,8.267,9.75,5.5,22.05.24 - 08:48
1,45,0.0,0.122,0.23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.23,0.4,0.0,3.833,5.261,6.596,8.519,3.833,22.05.24 - 08:48
2,-1,0.256,0.317,0.367,0.503,0.167,0.0,0.0,0.0,0.0,0.0,0.256,0.317,0.367,0.503,0.167,7.422,8.094,8.896,10.178,6.0,22.05.24 - 08:48
3,48,0.033,0.207,0.323,0.47,0.0,0.0,0.056,0.037,0.028,0.0,0.033,0.161,0.293,0.447,0.0,5.767,8.311,9.322,10.475,5.5,22.05.24 - 08:48
4,53,0.122,0.189,0.307,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.189,0.307,0.458,0.0,6.767,7.228,8.289,9.789,5.667,22.05.24 - 08:48
5,38,0.0,0.083,0.204,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.204,0.381,0.0,3.833,5.217,6.689,8.611,3.833,22.05.24 - 08:48
6,-1,0.22,0.317,0.411,0.536,0.167,0.067,0.089,0.059,0.044,0.0,0.167,0.267,0.378,0.511,0.167,7.711,9.4,9.933,10.933,7.0,22.05.24 - 08:48
7,39,0.0,0.094,0.244,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.244,0.411,0.0,5.867,7.161,8.519,9.939,5.333,22.05.24 - 08:48
8,-1,0.293,0.386,0.42,0.543,0.167,0.2,0.1,0.067,0.05,0.167,0.1,0.289,0.356,0.494,0.0,8.467,9.467,9.926,10.928,7.667,22.05.24 - 08:48
9,45,0.0,0.083,0.204,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.204,0.381,0.0,6.833,7.167,8.263,9.792,5.5,22.05.24 - 08:48
0,20,0.0,0.0,0.019,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.181,0.0,3.667,3.667,4.111,6.072,3.667,22.05.24 - 08:50
1,17,0.0,0.0,0.007,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.164,0.0,3.833,3.833,3.922,5.772,3.833,22.05.24 - 08:50
2,-1,0.167,0.222,0.262,0.363,0.167,0.167,0.206,0.2,0.15,0.167,0.0,0.017,0.081,0.228,0.0,3.867,4.483,5.411,7.031,3.833,22.05.24 - 08:50
3,20,0.0,0.0,0.026,0.19,0.0,0.0,0.0,0.026,0.028,0.0,0.0,0.0,0.0,0.167,0.0,3.5,3.5,4.352,6.408,3.5,22.05.24 - 08:50
4,37,0.0,0.039,0.133,0.264,0.0,0.0,0.039,0.089,0.075,0.0,0.0,0.0,0.048,0.197,0.0,4.0,4.278,4.952,6.678,4.0,22.05.24 - 08:50
5,15,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,3.833,3.833,3.956,5.869,3.833,22.05.24 - 08:50
6,32,0.0,0.017,0.131,0.274,0.0,0.0,0.011,0.07,0.061,0.0,0.0,0.006,0.063,0.219,0.0,3.5,3.778,5.293,7.058,3.5,22.05.24 - 08:50
7,21,0.0,0.0,0.041,0.2,0.0,0.0,0.0,0.03,0.033,0.0,0.0,0.0,0.011,0.169,0.0,3.5,3.5,4.463,6.375,3.5,22.05.24 - 08:50
8,-1,0.167,0.194,0.267,0.372,0.167,0.167,0.183,0.219,0.164,0.167,0.0,0.011,0.059,0.217,0.0,4.167,5.122,5.963,7.544,4.167,22.05.24 - 08:50
9,21,0.0,0.0,0.022,0.169,0.0,0.0,0.0,0.007,0.014,0.0,0.0,0.0,0.015,0.156,0.0,3.667,3.667,4.552,6.342,3.667,22.05.24 - 08:50
