instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.167,0.161,0.144,0.256,0.167,0.167,0.161,0.141,0.106,0.167,0.0,0.0,0.004,0.15,0.0,4.833,4.889,5.256,6.811,4.833,22.05.24 - 14:23
1,-1,0.167,0.167,0.167,0.267,0.167,0.156,0.156,0.156,0.131,0.167,0.011,0.011,0.011,0.144,0.0,4.767,4.767,4.767,6.222,4.5,22.05.24 - 14:23
2,-1,0.167,0.167,0.177,0.279,0.167,0.156,0.156,0.156,0.122,0.167,0.011,0.011,0.03,0.167,0.0,4.1,4.1,4.411,5.994,3.833,22.05.24 - 14:23
3,19,0.0,0.0,0.019,0.17,0.0,0.0,0.0,0.015,0.031,0.0,0.0,0.0,0.004,0.144,0.0,4.667,4.667,5.022,6.758,4.667,22.05.24 - 14:23
4,-1,0.167,0.167,0.167,0.261,0.167,0.156,0.156,0.156,0.131,0.167,0.011,0.011,0.011,0.131,0.0,3.8,3.8,3.867,5.394,3.667,22.05.24 - 14:23
5,36,0.0,0.033,0.074,0.189,0.0,0.0,0.033,0.074,0.061,0.0,0.0,0.0,0.0,0.128,0.0,5.0,5.067,5.211,6.656,5.0,22.05.24 - 14:23
6,-1,0.167,0.167,0.167,0.286,0.167,0.156,0.161,0.152,0.119,0.167,0.011,0.006,0.015,0.169,0.0,3.6,3.467,3.733,5.633,3.333,22.05.24 - 14:23
7,-1,0.311,0.311,0.311,0.378,0.333,0.3,0.3,0.3,0.244,0.333,0.011,0.011,0.011,0.139,0.0,4.533,4.533,4.8,6.333,4.0,22.05.24 - 14:23
8,-1,0.327,0.327,0.294,0.376,0.333,0.322,0.322,0.281,0.217,0.333,0.011,0.011,0.026,0.172,0.0,4.533,4.533,5.219,6.822,4.0,22.05.24 - 14:23
9,-1,0.144,0.144,0.144,0.236,0.167,0.144,0.144,0.144,0.114,0.167,0.0,0.0,0.0,0.122,0.0,4.4,4.4,4.4,5.944,4.0,22.05.24 - 14:23
