instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,42,0.0,0.067,0.181,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.181,0.347,0.0,4.033,5.45,6.648,8.386,3.667,22.05.24 - 18:48
1,34,0.0,0.022,0.119,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.119,0.3,0.0,4.0,4.6,5.726,7.733,4.0,22.05.24 - 18:48
2,58,0.122,0.178,0.23,0.383,0.0,0.022,0.011,0.007,0.006,0.0,0.1,0.167,0.222,0.378,0.0,6.367,6.633,7.3,8.797,5.833,22.05.24 - 18:48
3,58,0.111,0.141,0.253,0.401,0.0,0.033,0.033,0.022,0.017,0.0,0.078,0.111,0.233,0.386,0.0,5.544,5.867,7.815,9.144,5.5,22.05.24 - 18:48
4,51,0.089,0.239,0.296,0.433,0.0,0.022,0.128,0.093,0.069,0.0,0.067,0.111,0.207,0.367,0.0,5.667,6.0,6.881,8.6,5.667,22.05.24 - 18:48
5,52,0.011,0.006,0.1,0.286,0.0,0.011,0.006,0.004,0.003,0.0,0.0,0.0,0.096,0.283,0.0,3.867,4.117,5.459,7.572,3.667,22.05.24 - 18:49
6,-1,0.178,0.191,0.298,0.434,0.167,0.167,0.089,0.059,0.044,0.167,0.011,0.106,0.241,0.392,0.0,3.444,5.311,6.859,8.428,3.0,22.05.24 - 18:49
7,38,0.0,0.049,0.17,0.338,0.0,0.0,0.044,0.03,0.022,0.0,0.0,0.011,0.144,0.319,0.0,4.8,6.122,7.178,8.783,3.333,22.05.24 - 18:49
8,-1,0.251,0.259,0.306,0.441,0.236,0.2,0.139,0.093,0.069,0.167,0.122,0.172,0.248,0.397,0.167,7.9,7.9,8.567,9.708,7.5,22.05.24 - 18:49
9,46,0.011,0.089,0.149,0.323,0.0,0.0,0.044,0.056,0.042,0.0,0.011,0.044,0.1,0.286,0.0,5.522,6.511,7.23,8.9,3.667,22.05.24 - 18:49
