experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
611,0.18000000000000005,0.004,0.01,15,40,0.061,0.096,0.187,0.357,0.04,0.04,0.034,0.026,0.02,0.033,0.028,0.067,0.165,0.34,0.017,4.834,5.57,6.767,8.508,4.017,22.05.24 - 15:02
612,0.14,0.0045000000000000005,0.024999999999999998,22,-1,0.323,0.337,0.342,0.414,0.385,0.124,0.143,0.142,0.116,0.133,0.226,0.219,0.226,0.32,0.3,8.256,8.361,8.391,9.222,8.883,22.05.24 - 15:02
613,0.18000000000000005,0.0035,0.015,15,32,0.1,0.105,0.173,0.337,0.124,0.087,0.075,0.066,0.049,0.1,0.019,0.036,0.116,0.294,0.033,4.647,5.258,6.457,8.19,4.8,22.05.24 - 15:03
614,0.14,0.005,0.03,19,28,0.012,0.023,0.073,0.232,0.0,0.012,0.021,0.042,0.033,0.0,0.0,0.003,0.035,0.203,0.0,3.75,3.871,4.68,6.627,3.75,22.05.24 - 15:03
615,0.13,0.004,0.019999999999999997,18,36,0.061,0.094,0.154,0.309,0.017,0.057,0.074,0.074,0.055,0.017,0.007,0.025,0.09,0.261,0.0,3.883,4.487,5.667,7.491,3.883,22.05.24 - 15:04
616,0.14,0.005,0.03,15,43,0.032,0.102,0.21,0.397,0.0,0.0,0.002,0.001,0.001,0.0,0.032,0.099,0.209,0.396,0.0,5.028,5.939,7.199,9.043,3.9,22.05.24 - 15:05
617,0.15000000000000002,0.005,0.019999999999999997,18,29,0.057,0.094,0.143,0.291,0.033,0.053,0.072,0.072,0.054,0.033,0.003,0.026,0.079,0.243,0.0,4.023,4.601,5.667,7.406,3.967,22.05.24 - 15:05
618,0.14,0.0035,0.03,19,26,0.021,0.041,0.077,0.223,0.017,0.021,0.041,0.06,0.05,0.017,0.0,0.001,0.017,0.175,0.0,3.75,3.812,4.323,6.266,3.75,22.05.24 - 15:06
619,0.16000000000000003,0.004,0.024999999999999998,22,-1,0.174,0.147,0.156,0.254,0.457,0.083,0.071,0.075,0.071,0.233,0.096,0.08,0.084,0.189,0.233,6.069,5.898,6.121,7.264,9.333,22.05.24 - 15:07
620,0.16000000000000003,0.0045000000000000005,0.024999999999999998,21,-1,0.286,0.268,0.279,0.359,0.497,0.118,0.108,0.119,0.101,0.2,0.181,0.174,0.176,0.273,0.317,7.331,7.211,7.483,8.481,9.117,22.05.24 - 15:07
621,0.18000000000000005,0.0045000000000000005,0.015,17,24,0.073,0.071,0.105,0.258,0.067,0.072,0.067,0.065,0.049,0.067,0.001,0.009,0.046,0.214,0.0,3.956,4.177,5.046,6.889,3.667,22.05.24 - 15:08
622,0.16000000000000003,0.004,0.03,17,26,0.017,0.035,0.082,0.244,0.017,0.017,0.033,0.05,0.039,0.017,0.0,0.003,0.035,0.208,0.0,3.75,3.909,4.722,6.7,3.75,22.05.24 - 15:09
623,0.16000000000000003,0.0035,0.01,17,-1,0.266,0.256,0.253,0.376,0.267,0.266,0.253,0.205,0.154,0.267,0.0,0.005,0.056,0.229,0.0,4.217,4.431,5.368,7.184,4.217,22.05.24 - 15:09
624,0.15000000000000002,0.003,0.024999999999999998,21,-1,0.249,0.267,0.287,0.363,0.2,0.11,0.129,0.141,0.121,0.083,0.153,0.151,0.161,0.257,0.117,7.608,7.576,7.698,8.602,7.167,22.05.24 - 15:10
625,0.18000000000000005,0.004,0.015,19,-1,0.3,0.295,0.278,0.354,0.3,0.3,0.295,0.276,0.215,0.3,0.0,0.0,0.005,0.143,0.0,4.25,4.25,4.47,6.127,4.25,22.05.24 - 15:10
626,0.16000000000000003,0.005,0.03,18,28,0.016,0.028,0.076,0.231,0.0,0.016,0.027,0.047,0.037,0.0,0.0,0.002,0.033,0.198,0.0,3.75,3.857,4.652,6.572,3.75,22.05.24 - 15:11
627,0.17000000000000004,0.005,0.019999999999999997,18,25,0.07,0.092,0.131,0.27,0.05,0.07,0.081,0.09,0.069,0.05,0.0,0.013,0.047,0.207,0.0,4.008,4.31,5.185,6.934,3.85,22.05.24 - 15:12
628,0.17000000000000004,0.003,0.024999999999999998,18,22,0.044,0.051,0.076,0.212,0.033,0.044,0.051,0.063,0.056,0.033,0.0,0.0,0.014,0.159,0.0,3.7,3.741,4.214,6.043,3.7,22.05.24 - 15:12
629,0.13,0.0035,0.03,21,-1,0.473,0.477,0.477,0.534,0.394,0.126,0.136,0.144,0.117,0.15,0.374,0.371,0.367,0.446,0.283,10.32,10.236,10.239,10.758,9.55,22.05.24 - 15:13
630,0.13,0.003,0.015,16,35,0.128,0.161,0.225,0.386,0.1,0.088,0.096,0.074,0.056,0.083,0.042,0.074,0.161,0.338,0.017,4.917,5.673,6.86,8.579,3.933,22.05.24 - 15:13
631,0.17000000000000004,0.004,0.024999999999999998,19,19,0.05,0.056,0.084,0.216,0.05,0.05,0.056,0.07,0.062,0.05,0.0,0.0,0.017,0.158,0.0,3.85,3.941,4.357,6.125,3.85,22.05.24 - 15:14
632,0.13,0.0035,0.03,18,28,0.017,0.042,0.091,0.253,0.017,0.017,0.039,0.057,0.045,0.017,0.0,0.004,0.038,0.212,0.0,3.783,3.948,4.786,6.77,3.783,22.05.24 - 15:14
633,0.15000000000000002,0.0045000000000000005,0.019999999999999997,20,57,0.177,0.18,0.198,0.31,0.133,0.134,0.133,0.134,0.106,0.1,0.043,0.047,0.068,0.209,0.033,4.896,5.111,5.64,7.204,4.533,22.05.24 - 15:15
634,0.16000000000000003,0.004,0.024999999999999998,21,-1,0.253,0.244,0.258,0.34,0.421,0.11,0.11,0.119,0.102,0.133,0.153,0.143,0.151,0.25,0.317,7.247,7.165,7.366,8.349,9.4,22.05.24 - 15:16
635,0.17000000000000004,0.004,0.03,19,25,0.017,0.038,0.069,0.197,0.017,0.017,0.037,0.059,0.054,0.017,0.0,0.001,0.011,0.146,0.0,3.733,3.757,4.144,5.897,3.733,22.05.24 - 15:16
636,0.14,0.005,0.024999999999999998,22,-1,0.365,0.365,0.381,0.446,0.444,0.149,0.15,0.153,0.122,0.183,0.241,0.242,0.255,0.347,0.3,8.706,8.728,8.788,9.532,9.083,22.05.24 - 15:17
637,0.14,0.003,0.015,18,30,0.089,0.093,0.13,0.279,0.117,0.086,0.086,0.093,0.072,0.1,0.004,0.01,0.043,0.213,0.017,4.008,4.199,5.04,6.911,4.05,22.05.24 - 15:18
638,0.17000000000000004,0.005,0.024999999999999998,17,30,0.024,0.061,0.117,0.273,0.017,0.024,0.051,0.058,0.043,0.017,0.0,0.011,0.066,0.234,0.0,3.889,4.182,5.247,7.113,3.75,22.05.24 - 15:18
639,0.18000000000000005,0.0035,0.01,22,-1,0.317,0.312,0.306,0.353,0.317,0.317,0.312,0.306,0.254,0.317,0.0,0.0,0.0,0.101,0.0,4.4,4.4,4.412,5.692,4.4,22.05.24 - 15:19
640,0.17000000000000004,0.005,0.015,17,28,0.072,0.079,0.139,0.297,0.05,0.07,0.068,0.062,0.047,0.05,0.004,0.018,0.085,0.256,0.0,4.128,4.629,5.724,7.514,3.833,22.05.24 - 15:20
641,0.15000000000000002,0.0035,0.019999999999999997,17,28,0.064,0.098,0.143,0.296,0.05,0.064,0.081,0.081,0.061,0.05,0.0,0.018,0.069,0.241,0.0,4.014,4.407,5.391,7.251,3.783,22.05.24 - 15:20
642,0.13,0.0035,0.019999999999999997,17,35,0.064,0.103,0.17,0.331,0.033,0.061,0.077,0.071,0.053,0.033,0.003,0.028,0.106,0.283,0.0,4.004,4.696,5.967,7.799,3.917,22.05.24 - 15:21
643,0.18000000000000005,0.005,0.01,17,-1,0.191,0.186,0.204,0.335,0.2,0.191,0.179,0.134,0.101,0.2,0.0,0.008,0.073,0.237,0.0,4.21,4.58,5.544,7.274,4.183,22.05.24 - 15:22
644,0.16000000000000003,0.005,0.03,21,-1,0.385,0.394,0.409,0.469,0.44,0.12,0.125,0.139,0.114,0.15,0.288,0.296,0.303,0.383,0.3,9.282,9.201,9.324,9.937,9.883,22.05.24 - 15:22
645,0.15000000000000002,0.003,0.019999999999999997,17,25,0.086,0.108,0.151,0.297,0.083,0.082,0.089,0.097,0.074,0.083,0.006,0.021,0.062,0.229,0.0,3.976,4.334,5.296,7.125,3.867,22.05.24 - 15:23
646,0.17000000000000004,0.0035,0.024999999999999998,17,25,0.058,0.073,0.111,0.259,0.05,0.058,0.071,0.081,0.065,0.05,0.0,0.003,0.035,0.199,0.0,3.717,3.923,4.683,6.612,3.717,22.05.24 - 15:23
647,0.16000000000000003,0.0045000000000000005,0.01,19,-1,0.293,0.281,0.267,0.37,0.3,0.293,0.281,0.246,0.186,0.3,0.0,0.0,0.026,0.188,0.0,4.317,4.349,4.94,6.709,4.317,22.05.24 - 15:24
648,0.18000000000000005,0.003,0.03,16,29,0.053,0.066,0.101,0.256,0.033,0.053,0.063,0.075,0.061,0.033,0.0,0.003,0.029,0.199,0.0,3.8,3.931,4.647,6.626,3.8,22.05.24 - 15:24
649,0.13,0.0045000000000000005,0.01,22,-1,0.208,0.202,0.194,0.303,0.217,0.208,0.2,0.185,0.143,0.217,0.0,0.004,0.014,0.166,0.0,4.313,4.36,4.749,6.482,4.317,22.05.24 - 15:25
650,0.18000000000000005,0.0045000000000000005,0.03,15,30,0.019,0.043,0.114,0.292,0.017,0.019,0.031,0.027,0.02,0.017,0.0,0.016,0.09,0.274,0.0,3.913,4.453,5.613,7.572,3.767,22.05.24 - 15:25
651,0.18000000000000005,0.0035,0.01,21,-1,0.314,0.307,0.299,0.36,0.317,0.314,0.307,0.299,0.246,0.317,0.0,0.0,0.0,0.117,0.0,4.5,4.5,4.516,5.91,4.5,22.05.24 - 15:26
652,0.17000000000000004,0.003,0.024999999999999998,16,30,0.053,0.075,0.121,0.278,0.033,0.053,0.068,0.078,0.061,0.033,0.0,0.008,0.047,0.221,0.0,3.842,4.067,4.987,6.955,3.783,22.05.24 - 15:27
653,0.14,0.005,0.03,16,36,0.021,0.058,0.145,0.337,0.0,0.014,0.017,0.012,0.009,0.0,0.007,0.042,0.133,0.328,0.0,4.241,5.023,6.307,8.273,3.783,22.05.24 - 15:27
654,0.18000000000000005,0.005,0.03,21,-1,0.278,0.301,0.314,0.38,0.157,0.104,0.12,0.129,0.111,0.083,0.19,0.199,0.205,0.288,0.083,7.97,8.129,8.227,8.992,7.5,22.05.24 - 15:28
655,0.17000000000000004,0.004,0.01,17,-1,0.266,0.249,0.242,0.363,0.283,0.266,0.248,0.2,0.15,0.283,0.0,0.003,0.049,0.219,0.0,4.317,4.499,5.374,7.146,4.317,22.05.24 - 15:29
656,0.13,0.0045000000000000005,0.024999999999999998,22,-1,0.362,0.39,0.398,0.466,0.321,0.118,0.133,0.139,0.112,0.083,0.271,0.281,0.285,0.376,0.267,8.752,8.956,9.077,9.844,8.15,22.05.24 - 15:29
657,0.17000000000000004,0.004,0.03,17,27,0.018,0.04,0.082,0.234,0.017,0.018,0.039,0.057,0.046,0.017,0.0,0.002,0.028,0.192,0.0,3.75,3.851,4.591,6.516,3.75,22.05.24 - 15:30
658,0.16000000000000003,0.003,0.01,20,-1,0.3,0.296,0.286,0.359,0.3,0.3,0.296,0.282,0.222,0.3,0.0,0.0,0.006,0.14,0.0,4.283,4.283,4.456,6.076,4.283,22.05.24 - 15:30
659,0.13,0.0045000000000000005,0.019999999999999997,19,26,0.063,0.093,0.143,0.291,0.05,0.062,0.075,0.078,0.058,0.05,0.001,0.02,0.071,0.238,0.0,3.993,4.488,5.543,7.316,3.95,22.05.24 - 15:31
660,0.14,0.0035,0.019999999999999997,19,24,0.061,0.083,0.113,0.253,0.05,0.061,0.078,0.089,0.071,0.05,0.0,0.007,0.029,0.187,0.0,3.94,4.135,4.881,6.661,3.833,22.05.24 - 15:32
661,0.13,0.005,0.01,17,43,0.086,0.16,0.259,0.416,0.074,0.009,0.006,0.004,0.003,0.017,0.082,0.158,0.257,0.415,0.067,6.09,7.06,8.016,9.498,6.05,22.05.24 - 15:32
662,0.15000000000000002,0.0045000000000000005,0.024999999999999998,19,27,0.042,0.061,0.104,0.246,0.033,0.042,0.058,0.076,0.061,0.033,0.0,0.004,0.034,0.191,0.0,3.717,3.873,4.679,6.516,3.717,22.05.24 - 15:33
663,0.18000000000000005,0.005,0.019999999999999997,18,21,0.085,0.084,0.102,0.244,0.083,0.078,0.078,0.08,0.064,0.083,0.008,0.009,0.028,0.186,0.0,4.289,4.276,4.909,6.678,4.333,22.05.24 - 15:33
664,0.18000000000000005,0.003,0.01,21,-1,0.283,0.283,0.28,0.334,0.283,0.283,0.283,0.28,0.229,0.283,0.0,0.0,0.0,0.108,0.0,4.4,4.4,4.45,5.796,4.4,22.05.24 - 15:34
665,0.16000000000000003,0.0035,0.015,15,36,0.134,0.146,0.22,0.382,0.107,0.097,0.088,0.066,0.049,0.083,0.052,0.071,0.167,0.342,0.033,5.212,5.992,7.131,8.782,4.8,22.05.24 - 15:34
666,0.15000000000000002,0.003,0.024999999999999998,19,22,0.059,0.068,0.095,0.226,0.05,0.059,0.067,0.08,0.068,0.05,0.0,0.001,0.016,0.161,0.0,3.811,3.894,4.397,6.194,3.8,22.05.24 - 15:35
667,0.15000000000000002,0.0035,0.01,19,-1,0.313,0.306,0.289,0.383,0.317,0.313,0.306,0.274,0.208,0.317,0.0,0.0,0.022,0.181,0.0,4.35,4.35,4.879,6.657,4.35,22.05.24 - 15:36
668,0.15000000000000002,0.0045000000000000005,0.03,20,-1,0.357,0.376,0.402,0.47,0.417,0.224,0.227,0.24,0.189,0.25,0.132,0.152,0.168,0.288,0.167,7.07,7.407,7.736,8.832,7.35,22.05.24 - 15:36
669,0.16000000000000003,0.004,0.03,21,-1,0.35,0.359,0.376,0.439,0.257,0.111,0.121,0.14,0.119,0.067,0.253,0.256,0.258,0.34,0.2,8.864,8.761,8.854,9.55,8.367,22.05.24 - 15:37
670,0.17000000000000004,0.003,0.019999999999999997,21,30,0.026,0.038,0.064,0.174,0.033,0.024,0.036,0.057,0.06,0.033,0.001,0.002,0.008,0.118,0.0,4.009,3.992,4.191,5.681,4.55,22.05.24 - 15:38
671,0.17000000000000004,0.0045000000000000005,0.024999999999999998,21,58,0.145,0.16,0.193,0.285,0.164,0.073,0.081,0.096,0.083,0.083,0.078,0.089,0.107,0.212,0.1,6.2,6.416,6.739,7.782,5.617,22.05.24 - 15:38
672,0.14,0.004,0.024999999999999998,20,-1,0.357,0.37,0.38,0.454,0.44,0.226,0.237,0.239,0.186,0.25,0.138,0.138,0.147,0.276,0.2,7.021,7.106,7.454,8.643,7.35,22.05.24 - 15:39
673,0.17000000000000004,0.0045000000000000005,0.015,15,39,0.113,0.15,0.244,0.4,0.114,0.068,0.047,0.031,0.024,0.083,0.057,0.113,0.219,0.381,0.05,5.837,6.726,7.752,9.247,5.15,22.05.24 - 15:40
674,0.14,0.003,0.03,20,-1,0.396,0.414,0.43,0.491,0.467,0.259,0.264,0.273,0.221,0.283,0.14,0.153,0.163,0.277,0.183,7.613,7.861,7.96,8.948,8.117,22.05.24 - 15:40
675,0.17000000000000004,0.005,0.015,18,29,0.067,0.079,0.118,0.266,0.09,0.063,0.071,0.079,0.059,0.083,0.01,0.015,0.049,0.214,0.017,4.001,4.196,5.036,6.846,4.033,22.05.24 - 15:41
676,0.15000000000000002,0.005,0.015,16,40,0.109,0.163,0.256,0.408,0.107,0.054,0.034,0.023,0.017,0.067,0.061,0.137,0.238,0.395,0.05,6.083,6.961,7.929,9.38,5.15,22.05.24 - 15:41
677,0.16000000000000003,0.0045000000000000005,0.019999999999999997,18,22,0.064,0.085,0.115,0.265,0.05,0.062,0.077,0.079,0.061,0.05,0.004,0.013,0.045,0.211,0.0,3.897,4.171,5.022,6.869,3.667,22.05.24 - 15:42
678,0.17000000000000004,0.0035,0.01,20,-1,0.3,0.297,0.284,0.355,0.3,0.3,0.297,0.281,0.222,0.3,0.0,0.0,0.004,0.137,0.0,4.283,4.283,4.447,6.053,4.283,22.05.24 - 15:42
679,0.14,0.004,0.01,16,40,0.069,0.122,0.228,0.394,0.074,0.032,0.019,0.013,0.01,0.05,0.043,0.107,0.219,0.386,0.033,5.484,6.385,7.53,9.134,5.083,22.05.24 - 15:43
680,0.17000000000000004,0.0045000000000000005,0.024999999999999998,22,58,0.102,0.093,0.123,0.219,0.017,0.057,0.05,0.069,0.066,0.0,0.048,0.045,0.058,0.159,0.017,5.37,5.216,5.58,6.758,4.283,22.05.24 - 15:44
681,0.14,0.003,0.03,19,26,0.021,0.039,0.074,0.213,0.017,0.021,0.038,0.058,0.052,0.017,0.0,0.001,0.016,0.164,0.0,3.783,3.829,4.277,6.132,3.783,22.05.24 - 15:44
682,0.13,0.003,0.015,22,-1,0.167,0.167,0.17,0.272,0.167,0.167,0.166,0.167,0.135,0.167,0.0,0.001,0.004,0.14,0.0,4.274,4.259,4.485,6.114,4.2,22.05.24 - 15:45
683,0.15000000000000002,0.0035,0.019999999999999997,16,33,0.072,0.111,0.177,0.336,0.067,0.069,0.082,0.075,0.056,0.067,0.003,0.032,0.11,0.286,0.0,4.032,4.784,6.03,7.846,3.933,22.05.24 - 15:45
684,0.13,0.004,0.015,21,29,0.023,0.034,0.08,0.221,0.033,0.018,0.026,0.049,0.039,0.033,0.006,0.009,0.037,0.187,0.0,4.033,4.257,4.966,6.674,4.35,22.05.24 - 15:46
685,0.18000000000000005,0.005,0.01,19,-1,0.3,0.286,0.27,0.362,0.3,0.3,0.286,0.257,0.197,0.3,0.0,0.0,0.017,0.168,0.0,4.333,4.333,4.75,6.489,4.333,22.05.24 - 15:47
686,0.17000000000000004,0.004,0.03,20,-1,0.31,0.332,0.346,0.414,0.233,0.222,0.231,0.238,0.196,0.2,0.088,0.103,0.111,0.223,0.033,6.299,6.631,6.857,7.993,5.55,22.05.24 - 15:47
687,0.13,0.004,0.03,15,38,0.042,0.085,0.194,0.385,0.017,0.031,0.027,0.018,0.013,0.017,0.011,0.059,0.177,0.372,0.0,4.66,5.494,6.896,8.816,4.05,22.05.24 - 15:48
688,0.15000000000000002,0.004,0.03,21,-1,0.413,0.415,0.423,0.48,0.494,0.134,0.143,0.151,0.127,0.183,0.299,0.294,0.3,0.379,0.35,9.369,9.302,9.432,10.021,10.133,22.05.24 - 15:48
689,0.18000000000000005,0.005,0.03,19,22,0.017,0.027,0.061,0.191,0.017,0.017,0.027,0.047,0.044,0.017,0.0,0.0,0.015,0.15,0.0,3.75,3.782,4.238,5.977,3.75,22.05.24 - 15:49
690,0.17000000000000004,0.005,0.03,20,-1,0.37,0.38,0.387,0.447,0.483,0.247,0.254,0.257,0.207,0.283,0.129,0.131,0.137,0.249,0.2,6.867,6.964,7.187,8.272,7.583,22.05.24 - 15:49
691,0.17000000000000004,0.0035,0.019999999999999997,17,23,0.061,0.085,0.113,0.262,0.05,0.061,0.08,0.085,0.066,0.05,0.0,0.007,0.034,0.201,0.0,3.952,4.173,4.959,6.818,3.75,22.05.24 - 15:50
692,0.14,0.005,0.024999999999999998,18,30,0.019,0.053,0.118,0.283,0.017,0.019,0.036,0.041,0.031,0.017,0.0,0.019,0.083,0.256,0.0,3.84,4.293,5.452,7.348,3.717,22.05.24 - 15:51
693,0.17000000000000004,0.0045000000000000005,0.024999999999999998,18,23,0.05,0.073,0.114,0.253,0.05,0.05,0.068,0.081,0.065,0.05,0.0,0.007,0.04,0.194,0.0,3.717,3.932,4.709,6.53,3.717,22.05.24 - 15:51
694,0.17000000000000004,0.0035,0.024999999999999998,20,-1,0.214,0.208,0.22,0.311,0.45,0.158,0.159,0.162,0.141,0.267,0.058,0.05,0.059,0.174,0.183,5.414,5.417,5.567,6.921,7.7,22.05.24 - 15:52
695,0.18000000000000005,0.004,0.019999999999999997,17,22,0.068,0.085,0.112,0.261,0.05,0.068,0.079,0.083,0.065,0.05,0.0,0.008,0.035,0.201,0.0,3.96,4.168,4.959,6.81,3.7,22.05.24 - 15:52
696,0.16000000000000003,0.004,0.03,22,-1,0.298,0.306,0.321,0.386,0.257,0.108,0.116,0.133,0.116,0.05,0.206,0.207,0.207,0.288,0.217,8.249,8.237,8.289,9.007,7.817,22.05.24 - 15:53
697,0.17000000000000004,0.005,0.01,17,-1,0.183,0.175,0.203,0.344,0.183,0.183,0.159,0.115,0.086,0.183,0.0,0.021,0.093,0.262,0.0,4.372,4.858,5.874,7.616,4.2,22.05.24 - 15:53
698,0.13,0.004,0.03,18,26,0.017,0.032,0.084,0.258,0.017,0.017,0.028,0.043,0.032,0.017,0.0,0.004,0.046,0.229,0.0,3.767,3.989,4.897,6.938,3.767,22.05.24 - 15:54
699,0.16000000000000003,0.004,0.015,22,-1,0.267,0.257,0.242,0.312,0.267,0.267,0.257,0.241,0.196,0.267,0.0,0.0,0.002,0.12,0.0,4.356,4.353,4.445,5.918,4.383,22.05.24 - 15:55
700,0.13,0.0045000000000000005,0.03,17,32,0.018,0.041,0.114,0.295,0.0,0.016,0.028,0.029,0.022,0.0,0.002,0.014,0.088,0.276,0.0,3.979,4.454,5.627,7.626,3.85,22.05.24 - 15:55
701,0.14,0.004,0.024999999999999998,18,29,0.022,0.05,0.102,0.26,0.017,0.022,0.046,0.059,0.045,0.017,0.0,0.005,0.048,0.219,0.0,3.803,4.01,4.972,6.896,3.75,22.05.24 - 15:56
702,0.16000000000000003,0.004,0.03,18,26,0.0,0.017,0.059,0.212,0.0,0.0,0.016,0.036,0.032,0.0,0.0,0.002,0.026,0.184,0.0,3.767,3.855,4.444,6.364,3.767,22.05.24 - 15:57
703,0.18000000000000005,0.004,0.03,19,23,0.036,0.054,0.081,0.202,0.033,0.036,0.053,0.07,0.063,0.033,0.0,0.001,0.012,0.142,0.0,3.833,3.865,4.184,5.889,3.833,22.05.24 - 15:57
704,0.15000000000000002,0.0045000000000000005,0.01,18,-1,0.209,0.199,0.213,0.347,0.217,0.209,0.192,0.148,0.111,0.217,0.0,0.012,0.074,0.242,0.0,4.213,4.584,5.561,7.329,4.2,22.05.24 - 15:58
705,0.14,0.005,0.019999999999999997,18,31,0.062,0.09,0.154,0.309,0.05,0.056,0.069,0.062,0.046,0.05,0.007,0.027,0.1,0.269,0.0,4.041,4.717,5.942,7.698,3.95,22.05.24 - 15:58
706,0.16000000000000003,0.0045000000000000005,0.019999999999999997,21,53,0.041,0.042,0.056,0.183,0.067,0.029,0.03,0.032,0.033,0.05,0.013,0.012,0.025,0.154,0.017,4.42,4.438,4.768,6.328,4.25,22.05.24 - 15:59
707,0.16000000000000003,0.0035,0.015,18,36,0.114,0.118,0.148,0.279,0.1,0.114,0.112,0.121,0.093,0.1,0.0,0.007,0.033,0.192,0.0,3.88,4.055,4.832,6.638,4.117,22.05.24 - 16:00
708,0.13,0.0035,0.03,19,25,0.033,0.053,0.092,0.24,0.033,0.033,0.052,0.067,0.054,0.033,0.0,0.002,0.027,0.189,0.0,3.817,3.916,4.599,6.507,3.817,22.05.24 - 16:00
709,0.13,0.005,0.019999999999999997,19,32,0.038,0.069,0.132,0.288,0.017,0.037,0.055,0.055,0.041,0.017,0.001,0.016,0.083,0.252,0.0,3.958,4.525,5.644,7.444,3.95,22.05.24 - 16:01
710,0.18000000000000005,0.004,0.01,20,-1,0.317,0.315,0.307,0.367,0.317,0.317,0.315,0.306,0.242,0.317,0.0,0.0,0.003,0.129,0.0,4.367,4.367,4.491,6.009,4.367,22.05.24 - 16:01
711,0.17000000000000004,0.004,0.024999999999999998,15,35,0.028,0.076,0.151,0.326,0.017,0.026,0.052,0.047,0.036,0.017,0.002,0.028,0.111,0.296,0.0,4.031,4.726,5.985,7.909,3.733,22.05.24 - 16:02
712,0.15000000000000002,0.0035,0.024999999999999998,22,-1,0.227,0.219,0.218,0.307,0.133,0.108,0.107,0.104,0.094,0.05,0.126,0.12,0.124,0.223,0.083,6.812,6.862,6.85,7.911,6.0,22.05.24 - 16:02
713,0.15000000000000002,0.004,0.03,19,24,0.017,0.031,0.066,0.208,0.017,0.017,0.031,0.051,0.044,0.017,0.0,0.001,0.016,0.167,0.0,3.717,3.766,4.301,6.16,3.717,22.05.24 - 16:03
714,0.13,0.003,0.01,22,-1,0.283,0.272,0.258,0.337,0.283,0.283,0.272,0.255,0.201,0.283,0.0,0.0,0.004,0.139,0.0,4.4,4.386,4.613,6.206,4.4,22.05.24 - 16:04
715,0.16000000000000003,0.005,0.015,18,28,0.067,0.075,0.128,0.278,0.05,0.063,0.067,0.071,0.054,0.05,0.007,0.013,0.064,0.231,0.0,3.983,4.306,5.351,7.136,3.783,22.05.24 - 16:04
716,0.14,0.003,0.024999999999999998,21,-1,0.303,0.327,0.35,0.417,0.204,0.118,0.135,0.154,0.129,0.1,0.206,0.212,0.219,0.31,0.133,8.153,8.222,8.375,9.18,7.283,22.05.24 - 16:05
717,0.18000000000000005,0.0035,0.015,18,-1,0.3,0.293,0.276,0.365,0.3,0.3,0.293,0.272,0.209,0.3,0.0,0.0,0.007,0.159,0.0,4.332,4.332,4.643,6.399,4.317,22.05.24 - 16:05
718,0.18000000000000005,0.003,0.03,22,-1,0.149,0.151,0.156,0.246,0.257,0.067,0.076,0.079,0.083,0.133,0.084,0.079,0.08,0.168,0.133,5.992,6.123,6.089,7.089,6.633,22.05.24 - 16:06
719,0.14,0.0035,0.01,20,-1,0.317,0.301,0.28,0.37,0.317,0.317,0.301,0.272,0.208,0.317,0.0,0.0,0.012,0.167,0.0,4.283,4.283,4.706,6.463,4.283,22.05.24 - 16:06
720,0.18000000000000005,0.003,0.024999999999999998,17,26,0.066,0.074,0.112,0.246,0.05,0.066,0.074,0.089,0.074,0.05,0.0,0.0,0.025,0.177,0.0,3.7,3.844,4.48,6.336,3.7,22.05.24 - 16:07
721,0.15000000000000002,0.003,0.024999999999999998,17,34,0.054,0.07,0.116,0.266,0.017,0.054,0.065,0.077,0.061,0.017,0.0,0.005,0.042,0.209,0.0,3.79,4.004,4.88,6.79,3.75,22.05.24 - 16:08
722,0.18000000000000005,0.005,0.03,20,-1,0.259,0.287,0.301,0.379,0.267,0.169,0.182,0.19,0.158,0.167,0.09,0.106,0.113,0.226,0.1,6.052,6.324,6.615,7.812,6.05,22.05.24 - 16:08
723,0.15000000000000002,0.004,0.01,16,47,0.1,0.139,0.226,0.386,0.083,0.057,0.059,0.043,0.032,0.067,0.049,0.086,0.189,0.358,0.017,5.209,5.968,7.124,8.777,4.983,22.05.24 - 16:09
724,0.15000000000000002,0.0045000000000000005,0.019999999999999997,18,25,0.066,0.091,0.139,0.288,0.05,0.063,0.079,0.084,0.063,0.05,0.006,0.017,0.066,0.233,0.0,3.931,4.405,5.41,7.204,3.783,22.05.24 - 16:10
725,0.13,0.004,0.019999999999999997,15,46,0.09,0.177,0.297,0.462,0.05,0.006,0.004,0.003,0.002,0.0,0.084,0.173,0.295,0.46,0.05,6.001,6.982,8.307,9.875,5.333,22.05.24 - 16:10
726,0.13,0.003,0.01,20,-1,0.298,0.29,0.276,0.373,0.3,0.298,0.29,0.261,0.199,0.3,0.0,0.0,0.019,0.179,0.0,4.283,4.283,4.79,6.589,4.283,22.05.24 - 16:11
727,0.17000000000000004,0.005,0.01,19,-1,0.296,0.281,0.265,0.361,0.3,0.296,0.281,0.247,0.187,0.3,0.0,0.0,0.023,0.179,0.0,4.317,4.337,4.874,6.611,4.317,22.05.24 - 16:11
