instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,42,0.0,0.067,0.2,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.2,0.367,0.0,4.033,5.45,6.881,8.611,3.667,22.05.24 - 16:34
1,36,0.0,0.033,0.148,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.148,0.328,0.0,3.833,4.3,5.715,7.769,3.833,22.05.24 - 16:34
2,-1,0.268,0.288,0.318,0.455,0.167,0.178,0.139,0.093,0.069,0.167,0.156,0.211,0.267,0.417,0.0,6.1,6.633,7.533,9.033,3.833,22.05.24 - 16:34
3,35,0.0,0.049,0.197,0.364,0.0,0.0,0.044,0.041,0.031,0.0,0.0,0.011,0.167,0.342,0.0,4.967,6.0,7.859,9.244,3.5,22.05.24 - 16:34
4,58,0.267,0.311,0.361,0.487,0.0,0.144,0.189,0.152,0.114,0.0,0.122,0.122,0.211,0.375,0.0,5.667,5.978,7.052,8.772,5.667,22.05.24 - 16:34
5,40,0.0,0.006,0.13,0.314,0.0,0.0,0.006,0.004,0.003,0.0,0.0,0.0,0.126,0.311,0.0,3.667,4.183,5.737,7.819,3.667,22.05.24 - 16:35
6,-1,0.2,0.205,0.317,0.454,0.167,0.2,0.111,0.089,0.067,0.167,0.0,0.1,0.241,0.397,0.0,4.756,6.056,7.711,9.133,3.0,22.05.24 - 16:35
7,41,0.0,0.083,0.201,0.367,0.0,0.0,0.072,0.059,0.044,0.0,0.0,0.011,0.148,0.328,0.0,4.667,5.967,7.341,8.956,3.333,22.05.24 - 16:35
8,-1,0.29,0.292,0.35,0.479,0.333,0.211,0.172,0.115,0.086,0.167,0.144,0.156,0.259,0.411,0.167,7.367,7.967,8.741,9.906,5.5,22.05.24 - 16:35
9,44,0.0,0.078,0.157,0.334,0.0,0.0,0.033,0.044,0.033,0.0,0.0,0.044,0.115,0.303,0.0,5.644,6.572,7.433,9.092,3.667,22.05.24 - 16:35
