instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.333,0.333,0.331,0.413,0.333,0.333,0.333,0.329,0.262,0.333,0.0,0.0,0.002,0.157,0.0,3.5,3.5,3.553,5.638,3.5,29.04.24 - 09:11
1,-1,0.167,0.15,0.1,0.233,0.167,0.167,0.15,0.1,0.092,0.167,0.0,0.0,0.0,0.142,0.0,3.167,3.167,3.753,5.618,3.167,29.04.24 - 09:11
2,-1,0.167,0.167,0.167,0.272,0.167,0.167,0.167,0.167,0.132,0.167,0.0,0.0,0.0,0.14,0.0,4.333,4.333,4.6,6.172,4.333,29.04.24 - 09:11
3,-1,0.333,0.333,0.333,0.415,0.333,0.333,0.333,0.333,0.28,0.333,0.0,0.0,0.0,0.135,0.0,4.167,4.167,4.193,5.933,4.167,29.04.24 - 09:12
4,-1,0.333,0.333,0.339,0.418,0.333,0.333,0.333,0.333,0.267,0.333,0.0,0.0,0.013,0.162,0.0,4.667,4.667,4.96,6.553,4.667,29.04.24 - 09:12
5,-1,0.333,0.333,0.332,0.397,0.333,0.333,0.333,0.331,0.263,0.333,0.0,0.0,0.002,0.143,0.0,3.833,3.833,4.004,5.655,3.833,29.04.24 - 09:12
6,-1,0.333,0.333,0.34,0.423,0.333,0.333,0.333,0.333,0.263,0.333,0.0,0.0,0.016,0.167,0.0,3.0,3.0,3.658,5.66,3.0,29.04.24 - 09:12
7,-1,0.333,0.333,0.318,0.397,0.333,0.333,0.333,0.316,0.237,0.333,0.0,0.0,0.002,0.16,0.0,3.167,3.167,3.22,5.263,3.167,29.04.24 - 09:12
8,-1,0.333,0.333,0.333,0.407,0.333,0.333,0.333,0.333,0.272,0.333,0.0,0.0,0.0,0.14,0.0,3.333,3.333,3.333,5.137,3.333,29.04.24 - 09:12
9,-1,0.333,0.333,0.318,0.383,0.333,0.333,0.333,0.318,0.253,0.333,0.0,0.0,0.0,0.133,0.0,4.833,4.833,4.818,6.187,4.833,29.04.24 - 09:12
