instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,-1,0.25,0.19,0.127,0.12,0.25,0.25,0.19,0.127,0.095,0.25,0.0,0.0,0.0,0.025,0.0,4.0,4.0,4.0,4.341,4.0,23.05.24 - 00:29
1,-1,0.25,0.19,0.127,0.118,0.25,0.25,0.19,0.127,0.095,0.25,0.0,0.0,0.0,0.022,0.0,4.25,4.25,4.25,4.551,4.25,23.05.24 - 00:29
2,-1,0.25,0.195,0.13,0.122,0.25,0.25,0.195,0.13,0.098,0.25,0.0,0.0,0.0,0.025,0.0,4.5,4.5,4.5,4.829,4.5,23.05.24 - 00:29
3,-1,0.25,0.155,0.103,0.098,0.25,0.25,0.155,0.103,0.078,0.25,0.0,0.0,0.0,0.02,0.0,4.5,4.5,4.5,4.778,4.5,23.05.24 - 00:29
4,-1,0.25,0.19,0.127,0.116,0.25,0.25,0.19,0.127,0.095,0.25,0.0,0.0,0.0,0.021,0.0,3.75,3.75,3.75,4.07,3.75,23.05.24 - 00:29
5,-1,0.25,0.192,0.128,0.122,0.25,0.25,0.192,0.128,0.096,0.25,0.0,0.0,0.0,0.026,0.0,4.0,4.0,4.0,4.311,4.0,23.05.24 - 00:29
6,-1,0.005,0.002,0.002,0.024,0.25,0.005,0.002,0.002,0.001,0.25,0.0,0.0,0.0,0.022,0.0,3.5,3.5,3.5,3.781,3.5,23.05.24 - 00:29
7,-1,0.25,0.195,0.13,0.12,0.25,0.25,0.195,0.13,0.098,0.25,0.0,0.0,0.0,0.022,0.0,4.25,4.25,4.298,4.649,4.25,23.05.24 - 00:29
8,-1,0.005,0.002,0.002,0.026,0.25,0.005,0.002,0.002,0.001,0.25,0.0,0.0,0.0,0.025,0.0,3.75,3.75,3.75,4.066,3.75,23.05.24 - 00:29
9,-1,0.25,0.152,0.102,0.099,0.25,0.25,0.152,0.102,0.076,0.25,0.0,0.0,0.0,0.022,0.0,4.0,4.0,4.0,4.272,4.0,23.05.24 - 00:29
0,10,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.0,4.0,4.0,4.682,4.0,23.05.24 - 00:38
1,8,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,4.25,4.25,4.25,4.852,4.25,23.05.24 - 00:38
2,10,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.5,4.5,4.5,5.158,4.5,23.05.24 - 00:38
3,5,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,4.5,4.5,4.5,5.055,4.5,23.05.24 - 00:38
4,7,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,3.75,3.75,3.75,4.39,3.75,23.05.24 - 00:38
5,10,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,4.0,4.0,4.0,4.622,4.0,23.05.24 - 00:39
6,8,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,3.5,3.5,3.5,4.062,3.5,23.05.24 - 00:39
7,7,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,4.25,4.395,4.583,5.048,4.25,23.05.24 - 00:39
8,9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,3.75,3.75,3.75,4.382,3.75,23.05.24 - 00:39
9,7,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,4.0,4.0,4.0,4.545,4.0,23.05.24 - 00:39
