instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,40,0.0,0.056,0.141,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.141,0.339,0.0,3.789,4.711,6.052,8.139,3.667,22.05.24 - 09:05
1,35,0.0,0.028,0.126,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.126,0.328,0.0,3.833,4.167,5.307,7.597,3.833,22.05.24 - 09:05
2,57,0.133,0.161,0.244,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.161,0.244,0.417,0.0,5.989,6.833,7.841,9.447,5.833,22.05.24 - 09:05
3,37,0.0,0.039,0.156,0.35,0.0,0.0,0.017,0.011,0.008,0.0,0.0,0.022,0.144,0.342,0.0,4.6,6.056,7.689,9.317,3.667,22.05.24 - 09:05
4,43,0.0,0.111,0.178,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.178,0.367,0.0,5.556,6.311,7.119,8.956,4.0,22.05.24 - 09:05
5,30,0.0,0.0,0.107,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.314,0.0,3.833,4.2,5.381,7.669,3.833,22.05.24 - 09:05
6,40,0.0,0.119,0.242,0.415,0.0,0.0,0.006,0.004,0.003,0.0,0.0,0.117,0.241,0.414,0.0,4.3,5.767,7.77,9.378,3.5,22.05.24 - 09:05
7,49,0.044,0.15,0.233,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.15,0.233,0.408,0.0,4.667,5.55,6.552,8.514,3.333,22.05.24 - 09:05
8,-1,0.2,0.267,0.348,0.494,0.167,0.122,0.072,0.048,0.036,0.167,0.078,0.194,0.3,0.458,0.0,7.411,8.25,9.167,10.425,6.5,22.05.24 - 09:05
9,27,0.0,0.0,0.085,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.297,0.0,4.767,5.467,6.378,8.417,3.667,22.05.24 - 09:05
