instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,39,0.0,0.0,0.053,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.235,0.0,3.833,3.833,4.993,6.977,3.833,29.04.24 - 06:58
1,87,0.08,0.123,0.18,0.327,0.0,0.08,0.123,0.138,0.103,0.0,0.0,0.0,0.064,0.24,0.0,3.167,3.687,4.74,6.72,3.167,29.04.24 - 06:58
2,-1,0.18,0.22,0.24,0.371,0.167,0.18,0.22,0.2,0.15,0.167,0.0,0.0,0.049,0.228,0.0,3.94,4.637,5.349,7.258,3.5,29.04.24 - 06:58
3,37,0.0,0.0,0.036,0.21,0.0,0.0,0.0,0.018,0.013,0.0,0.0,0.0,0.022,0.2,0.0,3.833,3.833,4.382,6.462,3.833,29.04.24 - 06:58
4,-1,0.167,0.23,0.278,0.395,0.167,0.167,0.223,0.26,0.195,0.167,0.0,0.007,0.018,0.2,0.0,3.0,4.07,4.94,6.912,3.0,29.04.24 - 06:58
5,94,0.127,0.206,0.247,0.377,0.0,0.127,0.18,0.151,0.113,0.0,0.0,0.03,0.102,0.268,0.0,3.4,4.08,5.367,7.243,3.0,29.04.24 - 06:58
6,40,0.0,0.0,0.062,0.236,0.0,0.0,0.0,0.029,0.023,0.0,0.0,0.0,0.033,0.213,0.0,3.833,3.833,4.371,6.432,3.833,29.04.24 - 06:58
7,75,0.0,0.083,0.162,0.313,0.0,0.0,0.083,0.14,0.105,0.0,0.0,0.0,0.022,0.208,0.0,3.833,3.873,4.431,6.468,3.833,29.04.24 - 06:58
8,43,0.0,0.0,0.06,0.233,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.049,0.225,0.0,3.833,3.943,4.936,6.813,3.833,29.04.24 - 06:58
9,-1,0.167,0.199,0.252,0.379,0.167,0.167,0.187,0.18,0.135,0.167,0.0,0.017,0.107,0.27,0.0,3.667,4.73,5.873,7.567,3.667,29.04.24 - 06:58
