instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,29,0.0,0.0,0.009,0.112,0.0,0.0,0.0,0.009,0.035,0.0,0.0,0.0,0.0,0.077,0.0,3.667,3.667,3.667,4.803,3.667,29.04.24 - 18:10
1,13,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,3.833,3.833,3.833,5.03,3.833,29.04.24 - 18:10
2,76,0.007,0.173,0.244,0.31,0.0,0.007,0.117,0.189,0.18,0.0,0.0,0.07,0.064,0.143,0.0,3.0,4.417,5.082,6.253,3.0,29.04.24 - 18:10
3,-1,0.167,0.167,0.204,0.288,0.167,0.167,0.167,0.189,0.185,0.167,0.0,0.0,0.016,0.11,0.0,3.667,3.707,4.364,5.627,3.0,29.04.24 - 18:10
4,21,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.12,0.0,3.333,3.333,3.333,4.723,3.333,29.04.24 - 18:10
5,47,0.0,0.0,0.05,0.186,0.0,0.0,0.0,0.049,0.075,0.0,0.0,0.0,0.002,0.122,0.0,3.167,3.167,3.38,5.073,3.167,29.04.24 - 18:10
6,37,0.0,0.0,0.027,0.145,0.0,0.0,0.0,0.027,0.06,0.0,0.0,0.0,0.0,0.088,0.0,4.333,4.333,4.333,5.583,4.333,29.04.24 - 18:10
7,-1,0.167,0.167,0.167,0.252,0.167,0.167,0.167,0.167,0.158,0.167,0.0,0.0,0.0,0.093,0.0,4.0,4.0,4.013,5.298,4.0,29.04.24 - 18:10
8,26,0.0,0.0,0.002,0.116,0.0,0.0,0.0,0.002,0.027,0.0,0.0,0.0,0.0,0.097,0.0,3.667,3.667,3.667,4.83,3.667,29.04.24 - 18:10
9,22,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,3.667,3.667,3.667,4.922,3.667,29.04.24 - 18:10
