instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,70,0.0,0.067,0.204,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.204,0.39,0.0,3.5,4.62,6.271,8.333,3.5,29.04.24 - 06:20
1,79,0.027,0.18,0.307,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.18,0.307,0.467,0.0,6.14,7.223,8.893,10.327,3.5,29.04.24 - 06:20
2,73,0.0,0.14,0.258,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.258,0.43,0.0,3.907,5.667,7.131,8.992,3.667,29.04.24 - 06:20
3,61,0.0,0.047,0.169,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.169,0.363,0.0,4.533,5.493,6.72,8.67,3.333,29.04.24 - 06:20
4,94,0.18,0.213,0.28,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.213,0.28,0.447,0.0,6.607,6.93,7.891,9.522,5.167,29.04.24 - 06:20
5,77,0.013,0.153,0.24,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.153,0.24,0.417,0.0,6.087,7.127,8.124,9.71,4.167,29.04.24 - 06:20
6,64,0.0,0.077,0.242,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.242,0.418,0.0,3.72,5.4,7.164,8.963,3.0,29.04.24 - 06:20
7,71,0.0,0.11,0.207,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.207,0.392,0.0,4.227,5.787,7.022,8.897,3.667,29.04.24 - 06:20
8,72,0.0,0.107,0.202,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.202,0.388,0.0,5.667,6.267,7.538,9.283,5.667,29.04.24 - 06:20
9,79,0.027,0.13,0.22,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.13,0.22,0.402,0.0,5.02,5.493,6.48,8.477,3.333,29.04.24 - 06:20
