instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,21,0.0,0.0,0.026,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.192,0.0,3.667,3.667,4.363,6.278,3.667,22.05.24 - 16:55
1,19,0.0,0.0,0.019,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.175,0.0,4.167,4.167,4.426,6.194,4.167,22.05.24 - 16:55
2,-1,0.222,0.228,0.24,0.341,0.333,0.211,0.211,0.193,0.144,0.333,0.011,0.017,0.067,0.211,0.0,4.367,4.367,5.122,6.772,5.833,22.05.24 - 16:55
3,19,0.0,0.0,0.022,0.194,0.0,0.0,0.0,0.019,0.014,0.0,0.0,0.0,0.007,0.183,0.0,3.5,3.5,4.481,6.497,3.5,22.05.24 - 16:55
4,29,0.0,0.0,0.064,0.222,0.0,0.0,0.0,0.026,0.028,0.0,0.0,0.0,0.041,0.197,0.0,3.667,3.933,4.693,6.517,3.667,22.05.24 - 16:55
5,31,0.0,0.006,0.011,0.169,0.0,0.0,0.006,0.004,0.003,0.0,0.0,0.0,0.007,0.167,0.0,3.667,4.067,4.167,6.031,3.667,22.05.24 - 16:55
6,-1,0.256,0.217,0.213,0.344,0.333,0.256,0.217,0.181,0.139,0.333,0.0,0.0,0.033,0.208,0.0,3.644,3.483,4.289,6.3,3.0,22.05.24 - 16:55
7,17,0.0,0.0,0.007,0.173,0.0,0.0,0.0,0.004,0.006,0.0,0.0,0.0,0.004,0.169,0.0,3.5,3.5,4.278,6.256,3.5,22.05.24 - 16:55
8,-1,0.333,0.324,0.31,0.405,0.333,0.333,0.317,0.267,0.2,0.333,0.0,0.017,0.063,0.219,0.0,4.333,4.872,5.981,7.564,3.667,22.05.24 - 16:55
9,20,0.0,0.0,0.019,0.167,0.0,0.0,0.0,0.004,0.008,0.0,0.0,0.0,0.015,0.158,0.0,3.667,3.667,4.633,6.428,3.667,22.05.24 - 16:55
