instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
0,47,0.022,0.094,0.211,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.094,0.211,0.381,0.0,4.644,5.822,6.989,8.742,3.667,22.05.24 - 13:23
1,38,0.0,0.056,0.156,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.156,0.339,0.0,3.833,4.489,5.667,7.778,3.833,22.05.24 - 13:23
2,-1,0.211,0.239,0.3,0.447,0.167,0.0,0.0,0.0,0.0,0.0,0.211,0.239,0.3,0.447,0.167,7.811,7.944,8.674,9.95,8.167,22.05.24 - 13:23
3,39,0.0,0.078,0.215,0.383,0.0,0.0,0.006,0.004,0.003,0.0,0.0,0.072,0.211,0.381,0.0,5.1,6.856,8.396,9.714,3.5,22.05.24 - 13:23
4,45,0.0,0.117,0.222,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.222,0.389,0.0,6.167,6.711,7.541,9.183,5.667,22.05.24 - 13:23
5,32,0.0,0.022,0.133,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.133,0.322,0.0,3.833,4.456,5.711,7.839,3.833,22.05.24 - 13:23
6,-1,0.6,0.498,0.509,0.604,0.5,0.333,0.228,0.152,0.114,0.333,0.267,0.306,0.381,0.508,0.167,8.633,9.911,10.274,11.122,8.0,22.05.24 - 13:23
7,35,0.0,0.044,0.189,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.189,0.364,0.0,5.267,6.322,7.804,9.353,3.667,22.05.24 - 13:23
8,-1,0.36,0.401,0.419,0.537,0.402,0.244,0.133,0.089,0.067,0.167,0.2,0.317,0.363,0.494,0.333,8.389,9.294,9.874,10.822,8.167,22.05.24 - 13:23
9,33,0.0,0.028,0.126,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.126,0.317,0.0,5.5,6.3,7.226,8.975,5.5,22.05.24 - 13:23
