instance_id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,duplicate_dendrites_running-avg-0.25,duplicate_dendrites_running-avg-0.5,duplicate_dendrites_running-avg-0.75,duplicate_dendrites_running-avg-1.0,duplicate_dendrites_last,time_finished
0,79,0.01,0.01,0.007,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.007,0.03,0.0,3.77,3.845,3.967,4.53,4.5,2.24,2.6,3.0,3.34,3.0,28.05.24 - 06:45
1,11,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.025,0.0,4.8,4.895,4.987,5.398,5.75,5.48,5.6,5.6,5.42,6.0,28.05.24 - 06:52
2,96,0.03,0.015,0.023,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.015,0.023,0.048,0.0,4.62,4.605,4.733,5.218,4.0,3.56,3.88,4.12,4.31,2.0,28.05.24 - 07:00
3,3,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,4.26,4.26,4.297,4.755,4.0,3.96,3.86,3.88,4.02,2.0,28.05.24 - 07:07
4,95,0.05,0.03,0.03,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.03,0.048,0.0,4.42,4.54,4.37,4.972,4.75,3.16,3.42,3.347,3.8,4.0,28.05.24 - 07:14
