instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
414,0.06,0.003,0.018000000000000002,bss2-lambda,52,0.0,0.007,0.078,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.078,0.275,0.0,3.667,3.997,5.087,7.228,3.667,19.04.24 - 04:23
415,0.06,0.003,0.02,bss2-lambda,48,0.0,0.0,0.062,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.258,0.0,3.667,3.85,4.853,7.028,3.667,19.04.24 - 04:23
416,0.06,0.003,0.022000000000000002,bss2-lambda,46,0.0,0.0,0.056,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.252,0.0,3.667,3.74,4.7,6.913,3.667,19.04.24 - 04:24
417,0.06,0.003,0.024,bss2-lambda,44,0.0,0.0,0.049,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.243,0.0,3.667,3.667,4.627,6.823,3.667,19.04.24 - 04:25
418,0.06,0.0035,0.004,bss2-lambda,-1,0.293,0.353,0.422,0.547,0.333,0.0,0.0,0.0,0.0,0.0,0.293,0.353,0.422,0.547,0.333,7.5,8.06,8.867,10.22,7.5,19.04.24 - 04:25
419,0.06,0.0035,0.006,bss2-lambda,-1,0.28,0.31,0.389,0.518,0.167,0.0,0.0,0.0,0.0,0.0,0.28,0.31,0.389,0.518,0.167,7.1,7.66,8.516,9.927,5.5,19.04.24 - 04:26
420,0.06,0.0035,0.008,bss2-lambda,-1,0.207,0.247,0.342,0.483,0.167,0.0,0.0,0.0,0.0,0.0,0.207,0.247,0.342,0.483,0.167,6.62,7.22,8.151,9.653,5.5,19.04.24 - 04:26
421,0.06,0.0035,0.01,bss2-lambda,91,0.107,0.137,0.26,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.137,0.26,0.425,0.0,5.5,6.403,7.567,9.245,5.5,19.04.24 - 04:27
422,0.06,0.0035,0.012,bss2-lambda,79,0.027,0.097,0.207,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.097,0.207,0.385,0.0,4.693,5.457,6.813,8.68,3.667,19.04.24 - 04:27
423,0.06,0.0035,0.014,bss2-lambda,70,0.0,0.067,0.153,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.153,0.348,0.0,3.96,4.77,6.111,8.183,3.667,19.04.24 - 04:28
424,0.06,0.0035,0.016,bss2-lambda,66,0.0,0.053,0.14,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.14,0.335,0.0,3.667,4.547,5.878,7.977,3.667,19.04.24 - 04:28
425,0.06,0.0035,0.018000000000000002,bss2-lambda,60,0.0,0.033,0.111,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.111,0.31,0.0,3.667,4.327,5.544,7.682,3.667,19.04.24 - 04:29
426,0.06,0.0035,0.02,bss2-lambda,56,0.0,0.02,0.1,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.302,0.0,3.667,4.18,5.367,7.553,3.667,19.04.24 - 04:30
427,0.06,0.0035,0.022000000000000002,bss2-lambda,52,0.0,0.007,0.078,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.078,0.278,0.0,3.667,4.033,5.082,7.255,3.667,19.04.24 - 04:30
428,0.06,0.0035,0.024,bss2-lambda,50,0.0,0.0,0.071,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.27,0.0,3.667,3.923,4.956,7.145,3.667,19.04.24 - 04:31
429,0.06,0.004,0.004,bss2-lambda,-1,0.32,0.41,0.469,0.588,0.333,0.0,0.0,0.0,0.0,0.0,0.32,0.41,0.469,0.588,0.333,7.58,8.54,9.298,10.603,7.5,19.04.24 - 04:31
430,0.06,0.004,0.006,bss2-lambda,-1,0.247,0.357,0.429,0.555,0.333,0.0,0.0,0.0,0.0,0.0,0.247,0.357,0.429,0.555,0.333,7.5,8.3,9.076,10.407,7.5,19.04.24 - 04:32
431,0.06,0.004,0.008,bss2-lambda,-1,0.26,0.3,0.393,0.528,0.167,0.0,0.0,0.0,0.0,0.0,0.26,0.3,0.393,0.528,0.167,7.5,8.02,8.864,10.248,7.5,19.04.24 - 04:32
432,0.06,0.004,0.01,bss2-lambda,-1,0.167,0.227,0.338,0.49,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.227,0.338,0.49,0.167,6.06,7.14,8.198,9.778,5.5,19.04.24 - 04:33
433,0.06,0.004,0.012,bss2-lambda,98,0.153,0.18,0.291,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.18,0.291,0.455,0.0,5.5,6.38,7.651,9.368,5.5,19.04.24 - 04:33
434,0.06,0.004,0.014,bss2-lambda,87,0.08,0.13,0.244,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.13,0.244,0.42,0.0,5.28,5.87,7.251,9.068,3.667,19.04.24 - 04:34
