instance_id,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,Experiment.id,num-epochs,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
115,0.03,0.0015,0.014,bss2-lambda,78,0.02,0.097,0.264,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.097,0.264,0.445,0.0,4.767,5.657,7.596,9.417,3.667,19.04.24 - 01:43
116,0.03,0.0015,0.016,bss2-lambda,71,0.0,0.07,0.216,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.216,0.408,0.0,4.18,5.16,6.982,8.957,3.667,19.04.24 - 01:43
117,0.03,0.0015,0.018000000000000002,bss2-lambda,65,0.0,0.05,0.173,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.173,0.377,0.0,3.74,4.74,6.436,8.547,3.667,19.04.24 - 01:44
118,0.03,0.0015,0.02,bss2-lambda,61,0.0,0.037,0.153,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.153,0.358,0.0,3.667,4.44,6.151,8.303,3.667,19.04.24 - 01:44
119,0.03,0.0015,0.022000000000000002,bss2-lambda,-1,0.04,0.04,0.129,0.34,0.167,0.04,0.02,0.013,0.01,0.167,0.0,0.02,0.116,0.33,0.0,3.667,4.253,5.733,7.99,3.667,19.04.24 - 01:45
120,0.03,0.0015,0.024,bss2-lambda,-1,0.12,0.07,0.138,0.347,0.167,0.12,0.06,0.04,0.03,0.167,0.0,0.01,0.098,0.317,0.0,3.667,4.07,5.431,7.763,3.667,19.04.24 - 01:45
121,0.03,0.002,0.004,bss2-lambda,-1,0.5,0.573,0.671,0.753,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.573,0.671,0.753,0.5,9.5,10.487,11.591,12.443,9.5,19.04.24 - 01:46
122,0.03,0.002,0.006,bss2-lambda,-1,0.393,0.5,0.627,0.72,0.333,0.0,0.0,0.0,0.0,0.0,0.393,0.5,0.627,0.72,0.333,9.5,10.147,11.404,12.303,9.5,19.04.24 - 01:46
123,0.03,0.002,0.008,bss2-lambda,-1,0.28,0.38,0.551,0.663,0.167,0.0,0.0,0.0,0.0,0.0,0.28,0.38,0.551,0.663,0.167,8.38,9.147,10.778,11.833,7.5,19.04.24 - 01:47
124,0.03,0.002,0.01,bss2-lambda,-1,0.193,0.28,0.473,0.605,0.167,0.0,0.0,0.0,0.0,0.0,0.193,0.28,0.473,0.605,0.167,7.1,8.18,9.998,11.248,5.5,19.04.24 - 01:47
125,0.03,0.002,0.012,bss2-lambda,-1,0.167,0.237,0.422,0.567,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.237,0.422,0.567,0.167,6.3,7.54,9.324,10.743,5.5,19.04.24 - 01:48
126,0.03,0.002,0.014,bss2-lambda,99,0.16,0.203,0.373,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.203,0.373,0.53,0.0,5.58,6.9,8.691,10.268,5.5,19.04.24 - 01:48
127,0.03,0.002,0.016,bss2-lambda,89,0.093,0.147,0.307,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.147,0.307,0.48,0.0,5.5,6.38,8.138,9.853,5.5,19.04.24 - 01:49
128,0.03,0.002,0.018000000000000002,bss2-lambda,81,0.04,0.11,0.269,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.269,0.452,0.0,4.987,5.803,7.66,9.495,3.667,19.04.24 - 01:49
129,0.03,0.002,0.02,bss2-lambda,74,0.0,0.08,0.213,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.213,0.407,0.0,4.4,5.31,6.982,8.957,3.667,19.04.24 - 01:50
130,0.03,0.002,0.022000000000000002,bss2-lambda,68,0.0,0.06,0.182,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.182,0.383,0.0,3.887,4.893,6.558,8.638,3.667,19.04.24 - 01:50
131,0.03,0.002,0.024,bss2-lambda,63,0.0,0.043,0.158,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.158,0.365,0.0,3.667,4.59,6.229,8.392,3.667,19.04.24 - 01:51
132,0.03,0.0025,0.004,bss2-lambda,-1,0.607,0.703,0.802,0.852,0.5,0.0,0.0,0.0,0.0,0.0,0.607,0.703,0.802,0.852,0.5,10.853,12.027,13.018,13.513,9.5,19.04.24 - 01:51
133,0.03,0.0025,0.006,bss2-lambda,-1,0.5,0.65,0.758,0.818,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.65,0.758,0.818,0.5,9.5,11.277,12.438,13.078,9.5,19.04.24 - 01:52
134,0.03,0.0025,0.008,bss2-lambda,-1,0.367,0.527,0.671,0.753,0.333,0.0,0.0,0.0,0.0,0.0,0.367,0.527,0.671,0.753,0.333,9.5,10.587,11.938,12.703,9.5,19.04.24 - 01:52
135,0.03,0.0025,0.01,bss2-lambda,-1,0.333,0.433,0.604,0.703,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.433,0.604,0.703,0.333,8.54,9.517,11.184,12.138,7.5,19.04.24 - 01:53
136,0.03,0.0025,0.012,bss2-lambda,-1,0.3,0.353,0.547,0.66,0.167,0.0,0.0,0.0,0.0,0.0,0.3,0.353,0.547,0.66,0.167,7.74,8.66,10.571,11.678,7.5,19.04.24 - 01:53
137,0.03,0.0025,0.014,bss2-lambda,-1,0.207,0.28,0.473,0.605,0.167,0.0,0.0,0.0,0.0,0.0,0.207,0.28,0.473,0.605,0.167,7.26,8.14,9.944,11.208,5.5,19.04.24 - 01:54
138,0.03,0.0025,0.016,bss2-lambda,-1,0.167,0.243,0.431,0.573,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.243,0.431,0.573,0.167,6.54,7.62,9.411,10.808,5.5,19.04.24 - 01:54
139,0.03,0.0025,0.018000000000000002,bss2-lambda,-1,0.167,0.21,0.373,0.53,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.21,0.373,0.53,0.167,5.58,6.86,8.618,10.213,5.5,19.04.24 - 01:55
140,0.03,0.0025,0.02,bss2-lambda,93,0.12,0.17,0.327,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17,0.327,0.495,0.0,5.5,6.5,8.238,9.928,5.5,19.04.24 - 01:55
141,0.03,0.0025,0.022000000000000002,bss2-lambda,85,0.067,0.127,0.282,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.127,0.282,0.462,0.0,5.207,6.033,7.807,9.605,3.667,19.04.24 - 01:56
142,0.03,0.0025,0.024,bss2-lambda,77,0.013,0.09,0.242,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.09,0.242,0.432,0.0,4.62,5.46,7.278,9.208,3.667,19.04.24 - 01:56
143,0.03,0.003,0.004,bss2-lambda,-1,0.867,0.933,0.956,0.967,0.667,0.0,0.0,0.0,0.0,0.0,0.867,0.933,0.956,0.967,0.667,13.8,14.4,14.6,14.7,12.0,19.04.24 - 01:57
144,0.03,0.003,0.006,bss2-lambda,-1,0.793,0.877,0.918,0.938,0.5,0.0,0.0,0.0,0.0,0.0,0.793,0.877,0.918,0.938,0.5,12.873,13.757,14.171,14.378,9.5,19.04.24 - 01:57
145,0.03,0.003,0.008,bss2-lambda,-1,0.56,0.747,0.831,0.873,0.5,0.0,0.0,0.0,0.0,0.0,0.56,0.747,0.831,0.873,0.5,10.173,12.287,13.191,13.643,9.5,19.04.24 - 01:57
146,0.03,0.003,0.01,bss2-lambda,-1,0.42,0.613,0.742,0.807,0.333,0.0,0.0,0.0,0.0,0.0,0.42,0.613,0.742,0.807,0.333,9.5,11.257,12.504,13.128,9.5,19.04.24 - 01:58
147,0.03,0.003,0.012,bss2-lambda,-1,0.34,0.507,0.667,0.75,0.333,0.0,0.0,0.0,0.0,0.0,0.34,0.507,0.667,0.75,0.333,9.26,10.377,11.878,12.658,7.5,19.04.24 - 01:58
148,0.03,0.003,0.014,bss2-lambda,-1,0.333,0.41,0.598,0.698,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.41,0.598,0.698,0.333,8.3,9.167,11.031,12.023,7.5,19.04.24 - 01:59
149,0.03,0.003,0.016,bss2-lambda,-1,0.327,0.367,0.556,0.667,0.167,0.0,0.0,0.0,0.0,0.0,0.327,0.367,0.556,0.667,0.167,7.66,8.62,10.531,11.648,7.5,19.04.24 - 01:59
150,0.03,0.003,0.018000000000000002,bss2-lambda,-1,0.253,0.313,0.5,0.625,0.167,0.0,0.0,0.0,0.0,0.0,0.253,0.313,0.5,0.625,0.167,7.5,8.34,10.131,11.348,7.5,19.04.24 - 02:00
151,0.03,0.003,0.02,bss2-lambda,-1,0.167,0.243,0.418,0.563,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.243,0.418,0.563,0.167,6.46,7.5,9.184,10.638,5.5,19.04.24 - 02:00
152,0.03,0.003,0.022000000000000002,bss2-lambda,-1,0.167,0.22,0.378,0.533,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.22,0.378,0.533,0.167,5.74,6.98,8.644,10.233,5.5,19.04.24 - 02:01
153,0.03,0.003,0.024,bss2-lambda,97,0.147,0.187,0.336,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.187,0.336,0.502,0.0,5.5,6.54,8.204,9.903,5.5,19.04.24 - 02:01
154,0.03,0.0035,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:02
155,0.03,0.0035,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:02
156,0.03,0.0035,0.008,bss2-lambda,-1,0.987,0.993,0.996,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.987,0.993,0.996,0.997,1.0,14.88,14.94,14.96,14.97,15.0,19.04.24 - 02:03
157,0.03,0.0035,0.01,bss2-lambda,-1,0.707,0.853,0.902,0.927,0.5,0.0,0.0,0.0,0.0,0.0,0.707,0.853,0.902,0.927,0.5,11.813,13.407,13.938,14.203,9.5,19.04.24 - 02:03
158,0.03,0.0035,0.012,bss2-lambda,-1,0.493,0.727,0.818,0.863,0.333,0.0,0.0,0.0,0.0,0.0,0.493,0.727,0.818,0.863,0.333,9.5,12.057,13.038,13.528,9.5,19.04.24 - 02:03
159,0.03,0.0035,0.014,bss2-lambda,-1,0.413,0.593,0.729,0.797,0.333,0.0,0.0,0.0,0.0,0.0,0.413,0.593,0.729,0.797,0.333,9.5,11.037,12.358,13.018,9.5,19.04.24 - 02:04
160,0.03,0.0035,0.016,bss2-lambda,-1,0.347,0.493,0.662,0.747,0.333,0.0,0.0,0.0,0.0,0.0,0.347,0.493,0.662,0.747,0.333,9.26,10.187,11.791,12.593,7.5,19.04.24 - 02:04
161,0.03,0.0035,0.018000000000000002,bss2-lambda,-1,0.333,0.417,0.607,0.705,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.417,0.607,0.705,0.333,8.46,9.227,11.111,12.083,7.5,19.04.24 - 02:05
162,0.03,0.0035,0.02,bss2-lambda,-1,0.333,0.38,0.56,0.67,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.38,0.56,0.67,0.333,7.82,8.7,10.531,11.648,7.5,19.04.24 - 02:05
163,0.03,0.0035,0.022000000000000002,bss2-lambda,-1,0.267,0.323,0.5,0.625,0.167,0.0,0.0,0.0,0.0,0.0,0.267,0.323,0.5,0.625,0.167,7.5,8.38,10.078,11.308,7.5,19.04.24 - 02:06
164,0.03,0.0035,0.024,bss2-lambda,-1,0.2,0.277,0.449,0.587,0.167,0.0,0.0,0.0,0.0,0.0,0.2,0.277,0.449,0.587,0.167,6.94,7.86,9.511,10.883,5.5,19.04.24 - 02:06
165,0.03,0.004,0.004,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:07
166,0.03,0.004,0.006,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:07
167,0.03,0.004,0.008,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:07
168,0.03,0.004,0.01,bss2-lambda,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,19.04.24 - 02:08
169,0.03,0.004,0.012,bss2-lambda,-1,0.947,0.973,0.982,0.987,0.667,0.0,0.0,0.0,0.0,0.0,0.947,0.973,0.982,0.987,0.667,14.453,14.727,14.818,14.863,11.5,19.04.24 - 02:08
170,0.03,0.004,0.014,bss2-lambda,-1,0.713,0.857,0.904,0.928,0.5,0.0,0.0,0.0,0.0,0.0,0.713,0.857,0.904,0.928,0.5,11.973,13.487,13.991,14.243,9.5,19.04.24 - 02:09
171,0.03,0.004,0.016,bss2-lambda,-1,0.54,0.723,0.816,0.862,0.5,0.0,0.0,0.0,0.0,0.0,0.54,0.723,0.816,0.862,0.5,9.98,12.007,13.004,13.503,9.5,19.04.24 - 02:09
172,0.03,0.004,0.018000000000000002,bss2-lambda,-1,0.453,0.607,0.738,0.803,0.333,0.0,0.0,0.0,0.0,0.0,0.453,0.607,0.738,0.803,0.333,9.58,11.007,12.338,13.003,9.5,19.04.24 - 02:09
173,0.03,0.004,0.02,bss2-lambda,-1,0.38,0.493,0.662,0.747,0.333,0.0,0.0,0.0,0.0,0.0,0.38,0.493,0.662,0.747,0.333,9.5,10.117,11.744,12.558,7.5,19.04.24 - 02:10
174,0.03,0.004,0.022000000000000002,bss2-lambda,-1,0.333,0.413,0.6,0.7,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.413,0.6,0.7,0.333,8.54,9.14,11.004,12.003,7.5,19.04.24 - 02:10
175,0.03,0.004,0.024,bss2-lambda,-1,0.3,0.363,0.54,0.655,0.167,0.0,0.0,0.0,0.0,0.0,0.3,0.363,0.54,0.655,0.167,7.82,8.66,10.398,11.548,7.5,19.04.24 - 02:11
176,0.039999999999999994,0.0005,0.004,bss2-lambda,-1,0.3,0.183,0.258,0.413,0.333,0.3,0.157,0.104,0.078,0.333,0.0,0.027,0.153,0.335,0.0,4.833,6.25,7.46,9.075,4.833,19.04.24 - 02:11
177,0.039999999999999994,0.0005,0.006,bss2-lambda,55,0.0,0.017,0.129,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.129,0.317,0.0,3.667,4.3,5.984,7.968,3.667,19.04.24 - 02:12
178,0.039999999999999994,0.0005,0.008,bss2-lambda,51,0.0,0.003,0.104,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.104,0.295,0.0,3.667,4.11,5.707,7.73,3.667,19.04.24 - 02:12
179,0.039999999999999994,0.0005,0.01,bss2-lambda,48,0.0,0.0,0.078,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.282,0.0,3.667,3.923,5.271,7.463,3.667,19.04.24 - 02:13
180,0.039999999999999994,0.0005,0.012,bss2-lambda,45,0.0,0.0,0.058,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.265,0.0,3.667,3.777,4.973,7.218,3.667,19.04.24 - 02:14
181,0.039999999999999994,0.0005,0.014,bss2-lambda,-1,0.02,0.01,0.049,0.258,0.167,0.02,0.01,0.007,0.005,0.167,0.0,0.0,0.042,0.253,0.0,3.667,3.667,4.793,7.078,3.667,19.04.24 - 02:14
182,0.039999999999999994,0.0005,0.016,bss2-lambda,-1,0.12,0.06,0.073,0.272,0.167,0.12,0.06,0.04,0.03,0.167,0.0,0.0,0.033,0.242,0.0,3.667,3.667,4.611,6.917,3.667,19.04.24 - 02:15
183,0.039999999999999994,0.0005,0.018000000000000002,bss2-lambda,-1,0.167,0.1,0.096,0.28,0.167,0.167,0.1,0.067,0.05,0.167,0.0,0.0,0.029,0.23,0.0,3.667,3.667,4.431,6.737,3.667,19.04.24 - 02:15
184,0.039999999999999994,0.0005,0.02,bss2-lambda,-1,0.167,0.127,0.109,0.285,0.167,0.167,0.127,0.084,0.063,0.167,0.0,0.0,0.024,0.222,0.0,3.64,3.653,4.32,6.613,3.667,19.04.24 - 02:16
185,0.039999999999999994,0.0005,0.022000000000000002,bss2-lambda,-1,0.167,0.147,0.12,0.292,0.167,0.167,0.147,0.098,0.073,0.167,0.0,0.0,0.022,0.218,0.0,3.587,3.62,4.164,6.497,3.667,19.04.24 - 02:17
186,0.039999999999999994,0.0005,0.024,bss2-lambda,-1,0.167,0.163,0.122,0.295,0.167,0.167,0.163,0.111,0.092,0.167,0.0,0.0,0.011,0.203,0.0,3.667,3.667,3.936,6.277,3.667,19.04.24 - 02:17
187,0.039999999999999994,0.001,0.004,bss2-lambda,75,0.0,0.097,0.24,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.24,0.407,0.0,4.547,6.103,7.576,9.222,3.667,19.04.24 - 02:18
188,0.039999999999999994,0.001,0.006,bss2-lambda,68,0.0,0.06,0.198,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.198,0.375,0.0,4.033,5.36,6.958,8.758,3.667,19.04.24 - 02:18
189,0.039999999999999994,0.001,0.008,bss2-lambda,63,0.0,0.043,0.164,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.164,0.35,0.0,3.667,4.843,6.444,8.373,3.667,19.04.24 - 02:19
190,0.039999999999999994,0.001,0.01,bss2-lambda,57,0.0,0.023,0.127,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.127,0.325,0.0,3.667,4.29,5.929,8.017,3.667,19.04.24 - 02:19
191,0.039999999999999994,0.001,0.012,bss2-lambda,53,0.0,0.01,0.098,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.098,0.303,0.0,3.667,4.107,5.524,7.713,3.667,19.04.24 - 02:20
192,0.039999999999999994,0.001,0.014,bss2-lambda,49,0.0,0.0,0.078,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.288,0.0,3.667,3.96,5.26,7.515,3.667,19.04.24 - 02:21
193,0.039999999999999994,0.001,0.016,bss2-lambda,46,0.0,0.0,0.058,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.273,0.0,3.667,3.85,4.993,7.313,3.667,19.04.24 - 02:21
194,0.039999999999999994,0.001,0.018000000000000002,bss2-lambda,-1,0.047,0.023,0.062,0.272,0.167,0.047,0.023,0.016,0.012,0.167,0.0,0.0,0.047,0.26,0.0,3.667,3.703,4.76,7.093,3.667,19.04.24 - 02:22
195,0.039999999999999994,0.001,0.02,bss2-lambda,-1,0.127,0.063,0.069,0.275,0.167,0.127,0.063,0.042,0.032,0.167,0.0,0.0,0.027,0.243,0.0,3.667,3.667,4.393,6.805,3.667,19.04.24 - 02:22
196,0.039999999999999994,0.001,0.022000000000000002,bss2-lambda,-1,0.167,0.1,0.098,0.287,0.167,0.167,0.1,0.067,0.05,0.167,0.0,0.0,0.031,0.237,0.0,3.667,3.667,4.453,6.783,3.667,19.04.24 - 02:23
197,0.039999999999999994,0.001,0.024,bss2-lambda,-1,0.167,0.123,0.1,0.285,0.167,0.167,0.123,0.082,0.062,0.167,0.0,0.0,0.018,0.223,0.0,3.667,3.667,4.129,6.53,3.667,19.04.24 - 02:24
198,0.039999999999999994,0.0015,0.004,bss2-lambda,-1,0.167,0.26,0.369,0.513,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.26,0.369,0.513,0.167,6.887,7.753,8.782,10.217,5.5,19.04.24 - 02:24
199,0.039999999999999994,0.0015,0.006,bss2-lambda,89,0.093,0.173,0.304,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.173,0.304,0.462,0.0,6.06,7.107,8.242,9.782,5.5,19.04.24 - 02:25
200,0.039999999999999994,0.0015,0.008,bss2-lambda,77,0.013,0.09,0.244,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.09,0.244,0.417,0.0,4.693,5.8,7.384,9.138,3.667,19.04.24 - 02:25
201,0.039999999999999994,0.0015,0.01,bss2-lambda,70,0.0,0.067,0.204,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.204,0.387,0.0,4.107,5.17,6.851,8.738,3.667,19.04.24 - 02:26
202,0.039999999999999994,0.0015,0.012,bss2-lambda,64,0.0,0.047,0.162,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.162,0.358,0.0,3.667,4.707,6.304,8.358,3.667,19.04.24 - 02:26
203,0.039999999999999994,0.0015,0.014,bss2-lambda,58,0.0,0.027,0.122,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.122,0.328,0.0,3.667,4.327,5.767,7.955,3.667,19.04.24 - 02:27
204,0.039999999999999994,0.0015,0.016,bss2-lambda,54,0.0,0.013,0.104,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.104,0.315,0.0,3.667,4.143,5.544,7.788,3.667,19.04.24 - 02:27
205,0.039999999999999994,0.0015,0.018000000000000002,bss2-lambda,51,0.0,0.003,0.082,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.082,0.295,0.0,3.667,3.997,5.222,7.515,3.667,19.04.24 - 02:28
206,0.039999999999999994,0.0015,0.02,bss2-lambda,48,0.0,0.0,0.062,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.277,0.0,3.667,3.887,4.989,7.295,3.667,19.04.24 - 02:29
207,0.039999999999999994,0.0015,0.022000000000000002,bss2-lambda,-1,0.053,0.027,0.071,0.282,0.167,0.053,0.027,0.018,0.013,0.167,0.0,0.0,0.053,0.268,0.0,3.667,3.777,4.836,7.165,3.667,19.04.24 - 02:29
208,0.039999999999999994,0.0015,0.024,bss2-lambda,-1,0.147,0.073,0.093,0.288,0.167,0.147,0.073,0.049,0.037,0.167,0.0,0.0,0.044,0.252,0.0,3.667,3.667,4.658,6.967,3.667,19.04.24 - 02:30
209,0.039999999999999994,0.002,0.004,bss2-lambda,-1,0.227,0.363,0.449,0.583,0.167,0.0,0.0,0.0,0.0,0.0,0.227,0.363,0.449,0.583,0.167,7.727,8.613,9.513,10.855,7.5,19.04.24 - 02:30
210,0.039999999999999994,0.002,0.006,bss2-lambda,-1,0.167,0.293,0.4,0.543,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.293,0.4,0.543,0.167,7.567,8.277,9.229,10.612,7.5,19.04.24 - 02:31
211,0.039999999999999994,0.002,0.008,bss2-lambda,99,0.16,0.21,0.347,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.21,0.347,0.503,0.0,5.98,7.163,8.467,10.04,5.5,19.04.24 - 02:31
212,0.039999999999999994,0.002,0.01,bss2-lambda,87,0.08,0.137,0.282,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.137,0.282,0.452,0.0,5.427,6.353,7.867,9.56,3.667,19.04.24 - 02:32
213,0.039999999999999994,0.002,0.012,bss2-lambda,77,0.013,0.09,0.231,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.09,0.231,0.413,0.0,4.62,5.38,7.124,9.003,3.667,19.04.24 - 02:32
214,0.039999999999999994,0.002,0.014,bss2-lambda,70,0.0,0.067,0.191,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.191,0.383,0.0,4.107,4.923,6.607,8.615,3.667,19.04.24 - 02:33
215,0.039999999999999994,0.002,0.016,bss2-lambda,65,0.0,0.05,0.156,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.156,0.357,0.0,3.667,4.623,6.196,8.307,3.667,19.04.24 - 02:33
216,0.039999999999999994,0.002,0.018000000000000002,bss2-lambda,60,0.0,0.033,0.136,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.136,0.342,0.0,3.667,4.363,5.896,8.082,3.667,19.04.24 - 02:34
217,0.039999999999999994,0.002,0.02,bss2-lambda,56,0.0,0.02,0.102,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.102,0.317,0.0,3.667,4.217,5.504,7.788,3.667,19.04.24 - 02:35
218,0.039999999999999994,0.002,0.022000000000000002,bss2-lambda,46,0.0,0.0,0.076,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.293,0.0,3.667,3.667,5.027,7.398,3.667,19.04.24 - 02:35
219,0.039999999999999994,0.002,0.024,bss2-lambda,49,0.0,0.0,0.067,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.283,0.0,3.667,3.923,4.984,7.322,3.667,19.04.24 - 02:36
220,0.039999999999999994,0.0025,0.004,bss2-lambda,-1,0.473,0.487,0.56,0.67,0.333,0.0,0.0,0.0,0.0,0.0,0.473,0.487,0.56,0.67,0.333,9.18,9.347,10.351,11.513,7.5,19.04.24 - 02:36
221,0.039999999999999994,0.0025,0.006,bss2-lambda,-1,0.28,0.39,0.5,0.625,0.333,0.0,0.0,0.0,0.0,0.0,0.28,0.39,0.5,0.625,0.333,8.22,8.86,10.018,11.263,7.5,19.04.24 - 02:37
222,0.039999999999999994,0.0025,0.008,bss2-lambda,-1,0.187,0.287,0.427,0.57,0.167,0.0,0.0,0.0,0.0,0.0,0.187,0.287,0.427,0.57,0.167,6.94,8.14,9.444,10.833,5.5,19.04.24 - 02:37
223,0.039999999999999994,0.0025,0.01,bss2-lambda,-1,0.167,0.217,0.369,0.523,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.217,0.369,0.523,0.167,5.82,7.18,8.671,10.223,5.5,19.04.24 - 02:38
224,0.039999999999999994,0.0025,0.012,bss2-lambda,98,0.153,0.193,0.333,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.193,0.333,0.497,0.0,5.5,6.7,8.224,9.888,5.5,19.04.24 - 02:38
225,0.039999999999999994,0.0025,0.014,bss2-lambda,87,0.08,0.137,0.276,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.137,0.276,0.453,0.0,5.427,6.183,7.773,9.55,3.667,19.04.24 - 02:39
226,0.039999999999999994,0.0025,0.016,bss2-lambda,79,0.027,0.097,0.236,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.097,0.236,0.42,0.0,4.767,5.533,7.193,9.085,3.667,19.04.24 - 02:39
227,0.039999999999999994,0.0025,0.018000000000000002,bss2-lambda,72,0.0,0.073,0.189,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.189,0.385,0.0,4.18,5.0,6.571,8.618,3.667,19.04.24 - 02:40
